carat,cut,color,clarity,depth,table,x,y,z,__target__
1.16,2.0,6.0,2.0,60.7,57.0,6.83,6.77,4.13,4028
1.28,4.0,3.0,7.0,59.5,56.0,7.12,7.16,4.25,11478
0.52,4.0,1.0,5.0,62.8,55.0,5.11,5.15,3.22,1621
2.01,4.0,5.0,5.0,59.6,60.0,8.13,8.19,4.86,16304
0.78,1.0,4.0,5.0,63.7,60.0,5.77,5.73,3.66,2440
0.37,3.0,0.0,2.0,60.4,59.0,4.68,4.62,2.81,874
0.41,3.0,3.0,5.0,61.4,59.0,4.79,4.75,2.93,1061
0.71,2.0,4.0,5.0,62.2,56.0,5.68,5.74,3.55,2622
0.43,3.0,2.0,2.0,62.6,58.0,4.77,4.81,3.0,792
0.73,2.0,1.0,3.0,61.3,54.0,5.8,5.88,3.58,2431
0.51,3.0,3.0,4.0,61.0,58.0,5.2,5.16,3.16,1591
0.54,2.0,3.0,6.0,62.2,53.9,5.22,5.25,3.26,2007
0.59,4.0,2.0,1.0,62.8,56.0,5.31,5.36,3.35,2554
0.71,2.0,1.0,5.0,60.1,59.0,5.79,5.83,3.49,3145
0.3,4.0,2.0,5.0,63.2,59.0,4.27,4.24,2.69,642
0.33,2.0,2.0,1.0,62.1,56.0,4.41,4.44,2.75,1389
2.01,2.0,5.0,3.0,61.5,56.0,8.1,8.16,5.0,14103
0.7,0.0,2.0,3.0,58.2,66.0,5.77,5.74,3.35,1920
1.02,1.0,2.0,5.0,63.3,59.0,6.37,6.4,4.04,6479
0.37,2.0,2.0,5.0,61.7,55.0,4.61,4.73,2.88,759
1.04,3.0,3.0,3.0,62.2,59.0,6.57,6.49,4.06,3861
0.31,3.0,3.0,6.0,59.8,62.0,4.41,4.35,2.62,977
1.0,1.0,2.0,3.0,63.7,57.0,6.32,6.36,4.04,3906
0.72,2.0,2.0,3.0,62.4,55.0,5.72,5.76,3.58,2232
1.03,1.0,4.0,3.0,65.0,57.0,6.3,6.32,4.1,3892
1.21,4.0,2.0,5.0,63.3,58.0,6.73,6.67,4.24,7826
0.53,3.0,1.0,3.0,59.9,58.0,5.31,5.27,3.17,984
0.41,3.0,1.0,4.0,59.9,58.0,4.88,4.83,2.91,1153
0.24,2.0,4.0,1.0,62.1,57.0,4.0,4.04,2.5,504
1.13,2.0,1.0,0.0,62.0,55.0,6.7,6.66,4.14,3797
1.01,2.0,3.0,5.0,60.4,61.0,6.45,6.5,3.91,6132
0.44,4.0,6.0,4.0,63.2,57.0,4.86,4.82,3.06,891
2.46,3.0,1.0,3.0,59.7,59.0,8.82,8.76,5.25,10470
1.27,4.0,4.0,3.0,60.6,59.0,6.97,7.0,4.23,5715
0.3,2.0,1.0,5.0,62.0,55.0,4.25,4.3,2.65,658
1.15,2.0,2.0,7.0,62.7,57.0,6.69,6.65,4.18,10757
1.93,3.0,4.0,4.0,60.5,60.0,7.98,8.06,4.85,16941
0.52,2.0,2.0,5.0,61.8,55.4,5.13,5.17,3.18,1620
0.75,2.0,2.0,2.0,61.8,56.0,5.84,5.87,3.62,3336
0.3,3.0,3.0,4.0,61.3,58.0,4.33,4.29,2.64,776
1.5,2.0,4.0,4.0,61.0,56.8,7.36,7.4,4.5,11557
0.51,2.0,3.0,4.0,59.7,57.0,5.25,5.2,3.12,1781
1.8,1.0,2.0,3.0,57.9,58.0,8.13,8.08,4.69,12308
0.71,2.0,4.0,2.0,60.8,57.0,5.77,5.81,3.52,2006
1.01,2.0,0.0,2.0,62.0,55.0,6.39,6.45,3.98,5702
0.92,1.0,0.0,2.0,63.1,58.0,6.11,6.16,3.87,4158
0.5,2.0,3.0,4.0,62.3,55.0,5.11,5.07,3.17,1746
0.5,2.0,2.0,6.0,62.0,58.0,5.06,5.07,3.14,2018
0.51,2.0,4.0,4.0,62.0,56.0,5.14,5.17,3.2,1668
0.7,4.0,4.0,2.0,60.4,61.0,5.68,5.77,3.46,2296
0.34,4.0,4.0,6.0,63.2,58.0,4.45,4.41,2.8,995
1.07,3.0,2.0,5.0,62.4,57.0,6.55,6.5,4.07,6274
1.01,3.0,4.0,4.0,62.7,58.0,6.37,6.39,4.0,5199
0.45,3.0,2.0,2.0,61.1,58.0,4.97,4.95,3.03,1046
0.31,4.0,6.0,2.0,62.7,59.0,4.29,4.32,2.7,363
1.02,1.0,4.0,2.0,63.9,55.0,6.4,6.37,4.08,4558
1.0,0.0,2.0,3.0,65.5,54.0,6.2,6.16,4.05,3864
1.17,1.0,0.0,3.0,57.4,59.0,7.02,6.95,4.01,3866
0.42,3.0,3.0,5.0,61.9,58.0,4.77,4.82,2.97,847
0.33,2.0,2.0,5.0,60.9,56.0,4.47,4.49,2.73,619
0.59,2.0,0.0,2.0,61.6,57.0,5.41,5.44,3.34,1743
0.55,2.0,4.0,6.0,60.5,57.0,5.32,5.35,3.23,1741
0.31,2.0,0.0,7.0,61.9,56.0,4.37,4.39,2.71,766
1.26,2.0,3.0,3.0,60.9,55.0,7.0,7.05,4.28,5937
1.07,3.0,4.0,5.0,60.6,60.0,6.66,6.63,4.03,4374
0.23,4.0,0.0,5.0,62.9,57.0,3.92,3.97,2.48,402
1.18,2.0,5.0,6.0,59.7,54.0,6.99,6.92,4.15,6494
0.51,4.0,6.0,2.0,63.3,56.0,5.12,5.02,3.21,1071
0.74,4.0,1.0,3.0,63.1,57.0,5.8,5.76,3.65,2617
0.4,4.0,6.0,4.0,62.1,57.0,4.69,4.72,2.92,606
1.14,2.0,6.0,2.0,61.5,56.0,6.7,6.74,4.13,5174
0.73,2.0,0.0,3.0,59.9,57.0,5.92,5.89,3.54,2770
1.5,1.0,1.0,5.0,63.9,58.0,7.21,7.19,4.6,13846
0.71,4.0,1.0,4.0,63.4,58.0,5.64,5.68,3.59,3009
0.29,1.0,2.0,1.0,56.8,65.0,4.37,4.4,2.49,633
0.3,3.0,2.0,5.0,62.5,58.0,4.26,4.28,2.67,605
0.32,2.0,1.0,6.0,61.7,56.0,4.42,4.4,2.72,1020
2.25,2.0,5.0,3.0,60.7,56.0,8.54,8.5,5.17,11104
0.9,4.0,0.0,2.0,63.4,53.0,6.1,6.17,3.89,4187
1.01,3.0,3.0,4.0,62.6,59.0,6.43,6.38,4.01,6618
1.02,2.0,4.0,2.0,58.8,57.0,6.66,6.6,3.9,4819
0.47,2.0,6.0,2.0,61.9,55.0,5.0,5.05,3.11,740
0.63,3.0,2.0,5.0,61.5,59.0,5.53,5.5,3.39,1905
1.51,3.0,2.0,2.0,63.0,58.0,7.32,7.28,4.6,11957
0.56,2.0,4.0,7.0,62.1,57.0,5.26,5.3,3.27,1745
0.39,3.0,2.0,2.0,61.3,62.0,4.71,4.68,2.88,860
0.31,3.0,4.0,6.0,63.0,58.0,4.37,4.33,2.74,907
0.39,2.0,5.0,6.0,62.5,53.1,4.68,4.7,2.93,820
1.5,2.0,1.0,2.0,62.3,57.0,7.33,7.28,4.55,10214
1.05,2.0,4.0,2.0,61.3,57.0,6.51,6.54,4.0,6255
0.71,3.0,0.0,5.0,62.7,58.0,5.67,5.53,3.54,2683
0.41,4.0,3.0,2.0,62.8,58.0,4.72,4.74,2.97,671
1.69,2.0,3.0,2.0,61.8,53.0,7.68,7.71,4.75,11843
0.35,2.0,4.0,7.0,63.0,55.0,4.5,4.48,2.83,906
0.38,2.0,3.0,7.0,61.0,56.0,4.67,4.71,2.86,943
0.44,3.0,1.0,3.0,59.7,61.0,4.97,4.91,2.95,1028
0.33,4.0,5.0,2.0,63.2,58.0,4.38,4.36,2.76,572
1.0,3.0,1.0,4.0,63.0,60.0,6.38,6.32,4.0,7096
0.74,3.0,0.0,5.0,58.0,59.0,6.0,5.93,3.46,3294
0.31,2.0,2.0,6.0,62.1,56.0,4.35,4.38,2.71,897
0.3,4.0,3.0,2.0,62.9,59.0,4.24,4.28,2.68,447
0.9,3.0,2.0,4.0,59.0,58.0,6.29,6.33,3.72,4770
0.3,2.0,4.0,2.0,62.9,57.0,4.31,4.28,2.7,540
1.0,3.0,6.0,0.0,58.3,58.0,6.61,6.51,3.82,1681
0.38,3.0,0.0,4.0,61.9,60.0,4.62,4.66,2.87,1067
0.41,2.0,2.0,7.0,61.4,56.0,4.76,4.81,2.94,1115
0.36,3.0,3.0,3.0,61.9,56.0,4.59,4.55,2.83,608
0.3,0.0,2.0,2.0,63.1,58.0,4.3,4.22,2.69,496
3.22,2.0,5.0,0.0,62.6,55.0,9.49,9.42,5.92,12545
1.21,3.0,2.0,3.0,58.9,60.0,6.81,6.74,3.99,5243
0.72,3.0,3.0,5.0,62.4,57.0,5.73,5.72,3.57,2441
1.01,4.0,1.0,2.0,63.6,56.0,6.3,6.37,4.03,6132
0.9,1.0,3.0,2.0,63.8,61.0,6.09,6.05,3.87,3774
0.34,4.0,4.0,2.0,63.3,56.0,4.46,4.45,2.82,628
1.07,2.0,4.0,3.0,59.2,57.0,6.7,6.64,3.95,4434
0.31,4.0,0.0,7.0,60.5,56.0,4.38,4.41,2.66,1009
1.17,2.0,3.0,5.0,62.0,56.0,6.74,6.71,4.17,7548
0.33,4.0,3.0,4.0,59.7,61.0,4.44,4.47,2.66,666
0.78,4.0,3.0,5.0,62.6,58.0,5.81,5.89,3.66,3113
1.7,2.0,4.0,3.0,61.9,59.0,7.59,7.67,4.72,9864
1.0,4.0,3.0,2.0,59.3,63.0,6.44,6.48,3.83,4741
0.61,3.0,5.0,4.0,60.0,61.0,5.53,5.5,3.31,1614
0.24,4.0,2.0,5.0,61.3,54.0,4.02,4.07,2.47,461
0.38,2.0,2.0,6.0,62.2,57.0,4.68,4.64,2.9,1257
1.27,2.0,2.0,7.0,62.2,54.0,6.92,6.95,4.31,12576
1.03,4.0,2.0,7.0,61.3,57.0,6.49,6.53,3.99,8375
1.0,0.0,4.0,3.0,67.0,55.0,6.25,6.12,4.16,2912
0.31,3.0,1.0,3.0,61.2,61.0,4.37,4.36,2.67,558
0.72,3.0,2.0,3.0,60.5,59.0,5.83,5.8,3.52,2298
1.08,3.0,3.0,3.0,60.3,58.0,6.72,6.65,4.03,4442
0.54,2.0,4.0,7.0,60.9,57.0,5.26,5.22,3.19,1983
2.0,4.0,5.0,3.0,63.1,56.0,7.98,7.84,5.0,9435
1.25,3.0,4.0,2.0,60.7,58.0,7.04,6.99,4.26,5027
0.37,2.0,5.0,5.0,61.7,57.0,4.64,4.6,2.85,666
0.3,2.0,4.0,7.0,61.1,55.0,4.32,4.36,2.65,605
1.01,2.0,0.0,3.0,62.6,56.0,6.34,6.4,3.99,4785
0.34,2.0,5.0,1.0,61.6,54.0,4.5,4.53,2.78,695
0.82,3.0,1.0,3.0,60.0,56.0,6.11,6.08,3.66,2329
0.4,3.0,0.0,7.0,62.0,61.0,4.72,4.7,2.92,1206
0.34,2.0,1.0,2.0,62.3,57.0,4.48,4.51,2.8,596
0.38,2.0,2.0,6.0,61.9,54.0,4.67,4.7,2.9,1200
1.05,2.0,6.0,5.0,62.3,56.0,6.55,6.51,4.07,4201
0.31,1.0,2.0,5.0,63.5,55.0,4.31,4.32,2.74,583
1.13,2.0,4.0,2.0,62.3,56.0,6.66,6.69,4.16,5384
0.58,2.0,0.0,3.0,62.7,56.0,5.3,5.32,3.33,1342
1.23,3.0,3.0,4.0,61.3,58.0,6.89,6.87,4.22,8919
0.9,4.0,4.0,5.0,62.6,57.0,6.11,6.09,3.82,4662
0.32,2.0,1.0,5.0,62.0,55.0,4.41,4.37,2.72,804
0.3,4.0,5.0,5.0,62.7,56.0,4.27,4.28,2.68,407
1.05,3.0,5.0,3.0,58.3,57.0,6.72,6.67,3.9,2911
1.12,3.0,4.0,2.0,62.2,60.0,6.65,6.59,4.12,5363
1.16,2.0,3.0,3.0,61.9,56.0,6.73,6.77,4.18,4880
1.07,3.0,2.0,2.0,61.7,58.0,6.54,6.61,4.06,5042
0.71,1.0,5.0,6.0,63.8,56.0,5.7,5.65,3.62,2572
1.01,3.0,1.0,4.0,62.9,61.0,6.39,6.33,4.0,7964
1.02,2.0,1.0,3.0,62.1,55.0,6.51,6.4,4.01,4798
1.09,2.0,4.0,2.0,62.5,56.0,6.58,6.53,4.1,5219
0.3,2.0,4.0,6.0,61.1,56.0,4.33,4.37,2.66,650
1.56,3.0,3.0,3.0,61.7,59.0,7.51,7.43,4.61,8858
0.72,4.0,3.0,2.0,63.6,56.0,5.69,5.72,3.63,2170
1.0,3.0,1.0,5.0,62.9,59.0,6.38,6.27,3.98,6359
1.01,1.0,1.0,2.0,63.6,60.0,6.32,6.38,4.04,5132
0.41,4.0,4.0,4.0,63.5,56.0,4.7,4.69,2.98,1061
1.24,4.0,4.0,4.0,62.6,54.0,6.84,6.88,4.29,7092
0.71,4.0,1.0,5.0,60.7,56.0,5.81,5.82,3.53,2795
1.12,4.0,4.0,2.0,62.3,55.0,6.64,6.69,4.15,5236
2.09,3.0,4.0,3.0,62.1,58.0,8.17,8.22,5.09,17001
1.21,2.0,0.0,5.0,60.9,60.0,6.91,6.86,4.19,10353
1.26,4.0,3.0,5.0,63.3,57.0,6.88,6.93,4.37,8040
0.3,3.0,0.0,7.0,60.7,59.0,4.34,4.33,2.63,950
1.53,3.0,6.0,6.0,61.6,58.0,7.4,7.37,4.55,9322
1.0,0.0,5.0,2.0,56.4,61.0,6.58,6.55,3.7,3920
0.41,4.0,1.0,4.0,62.9,56.0,4.72,4.78,2.99,931
2.1,2.0,5.0,2.0,60.8,60.0,8.24,8.35,5.04,17250
0.3,3.0,1.0,5.0,62.0,58.0,4.29,4.26,2.65,844
1.5,4.0,3.0,4.0,61.7,63.0,7.31,7.24,4.49,12862
1.52,2.0,1.0,4.0,62.4,54.0,7.32,7.39,4.59,16916
0.38,4.0,4.0,2.0,61.2,62.0,4.62,4.66,2.84,633
2.0,2.0,6.0,5.0,61.0,57.0,8.08,8.13,4.94,14323
0.96,0.0,4.0,0.0,69.2,56.0,5.97,5.83,4.08,1739
0.91,4.0,2.0,2.0,63.3,60.0,6.1,6.06,3.85,3195
1.04,2.0,1.0,7.0,62.4,56.0,6.51,6.47,4.05,9897
0.57,2.0,0.0,4.0,61.1,57.0,5.33,5.37,3.27,2043
0.45,1.0,2.0,4.0,58.6,62.2,5.0,5.05,2.95,1144
1.03,3.0,4.0,4.0,61.2,58.0,6.55,6.52,4.0,5849
0.52,2.0,0.0,2.0,60.9,57.0,5.21,5.17,3.16,1720
0.32,3.0,3.0,1.0,59.4,60.0,4.47,4.45,2.65,952
1.02,4.0,3.0,5.0,62.1,59.0,6.41,6.47,4.0,6058
0.32,3.0,1.0,2.0,62.3,58.0,4.37,4.4,2.73,561
1.19,4.0,6.0,3.0,63.4,56.8,6.7,6.79,4.27,4329
0.38,2.0,1.0,7.0,61.9,57.0,4.63,4.65,2.87,1100
1.28,3.0,4.0,2.0,62.0,62.0,6.93,6.87,4.28,6595
0.31,2.0,1.0,5.0,61.0,54.0,4.41,4.37,2.68,872
0.58,3.0,3.0,7.0,61.5,60.0,5.37,5.33,3.29,1975
1.7,1.0,6.0,5.0,63.6,59.0,7.53,7.48,4.77,8134
0.31,3.0,3.0,6.0,60.7,58.0,4.37,4.4,2.66,816
0.64,2.0,5.0,3.0,61.2,55.0,5.54,5.6,3.41,1257
0.28,4.0,1.0,7.0,63.2,56.0,4.17,4.21,2.65,669
0.7,4.0,2.0,2.0,61.1,59.0,5.68,5.78,3.5,2264
0.7,2.0,3.0,3.0,61.3,58.0,5.67,5.69,3.48,2234
1.52,4.0,6.0,5.0,62.6,58.0,7.28,7.31,4.57,7467
1.41,1.0,4.0,5.0,63.8,60.0,7.12,7.04,4.52,9254
0.31,2.0,1.0,5.0,61.4,54.0,4.38,4.41,2.7,680
0.56,2.0,0.0,6.0,61.9,56.0,5.28,5.32,3.28,3465
0.56,2.0,1.0,4.0,61.3,55.0,5.29,5.32,3.25,1930
0.33,2.0,3.0,7.0,61.6,54.0,4.44,4.49,2.75,730
0.32,3.0,4.0,6.0,61.4,58.0,4.41,4.38,2.7,936
0.3,3.0,2.0,1.0,60.7,58.0,4.33,4.37,2.64,947
0.41,2.0,2.0,4.0,60.6,57.0,4.84,4.79,2.92,1076
0.72,2.0,2.0,3.0,61.8,57.0,5.75,5.78,3.56,2456
1.02,4.0,2.0,2.0,63.2,59.0,6.38,6.35,4.02,5398
1.57,2.0,5.0,2.0,62.0,59.0,7.41,7.45,4.61,9095
0.72,4.0,3.0,2.0,62.8,59.0,5.69,5.74,3.59,2265
1.0,3.0,1.0,2.0,62.6,60.0,6.35,6.3,3.97,5544
0.31,1.0,2.0,7.0,63.6,55.0,4.29,4.33,2.74,660
1.0,2.0,5.0,2.0,61.4,56.0,6.45,6.39,3.94,4200
0.3,3.0,4.0,1.0,62.9,58.0,4.29,4.26,2.69,1013
0.4,2.0,1.0,7.0,62.2,56.0,4.71,4.78,2.95,1158
1.11,3.0,4.0,5.0,62.0,59.0,6.66,6.59,4.11,5395
0.92,2.0,1.0,2.0,61.4,55.0,6.29,6.25,3.85,4183
1.21,4.0,3.0,3.0,59.3,59.0,6.97,7.0,4.14,5364
0.39,4.0,2.0,2.0,60.0,57.0,4.76,4.8,2.86,704
0.31,3.0,5.0,4.0,60.8,59.0,4.37,4.41,2.67,489
0.5,1.0,5.0,5.0,64.6,59.0,4.9,4.95,3.18,987
0.9,1.0,6.0,2.0,64.0,61.0,6.0,5.96,3.83,2873
0.3,4.0,1.0,7.0,60.8,60.0,4.27,4.31,2.61,789
1.01,1.0,3.0,5.0,60.3,57.0,6.46,6.51,3.91,5655
0.85,2.0,6.0,5.0,61.7,55.0,6.08,6.11,3.76,2442
0.4,4.0,1.0,2.0,62.8,59.0,4.7,4.73,2.96,707
0.72,2.0,1.0,2.0,62.3,57.0,5.7,5.76,3.57,2831
0.79,3.0,2.0,5.0,60.7,60.0,5.95,5.97,3.62,3089
0.51,4.0,3.0,4.0,59.6,58.0,5.21,5.22,3.11,1741
0.76,3.0,3.0,4.0,59.6,57.0,6.01,5.91,3.55,2937
2.09,2.0,4.0,2.0,60.6,57.0,8.34,8.29,5.04,14383
0.96,3.0,0.0,3.0,60.0,61.0,6.36,6.32,3.81,4274
1.22,2.0,4.0,2.0,62.2,54.0,6.83,6.86,4.26,6727
2.08,3.0,5.0,3.0,61.2,58.0,8.24,8.16,5.02,15321
0.5,3.0,1.0,5.0,61.8,58.0,5.07,5.09,3.14,1624
0.3,4.0,4.0,2.0,62.9,58.0,4.24,4.28,2.68,432
1.02,3.0,4.0,2.0,62.0,60.0,6.37,6.4,3.96,4796
1.51,4.0,4.0,5.0,63.1,57.0,7.24,7.21,4.56,8219
0.71,2.0,3.0,4.0,61.8,57.0,5.69,5.73,3.53,3431
0.78,2.0,2.0,2.0,61.0,55.0,6.0,5.96,3.65,3036
1.72,4.0,1.0,2.0,62.2,58.0,7.63,7.7,4.77,15948
1.53,1.0,4.0,1.0,63.1,57.0,7.25,7.34,4.6,13248
0.9,0.0,5.0,5.0,64.1,66.0,6.04,5.98,3.85,2921
0.4,3.0,1.0,4.0,62.5,58.0,4.69,4.72,2.94,1053
1.02,2.0,4.0,2.0,62.5,57.0,6.41,6.46,4.02,4746
2.24,4.0,4.0,3.0,62.3,57.0,8.3,8.36,5.19,16077
0.54,3.0,3.0,2.0,61.7,59.0,5.2,5.17,3.2,1389
0.32,3.0,1.0,5.0,61.2,59.0,4.43,4.4,2.7,900
1.59,2.0,4.0,4.0,60.7,56.0,7.54,7.58,4.59,13839
1.07,2.0,2.0,2.0,62.7,56.0,6.47,6.53,4.08,5982
0.74,4.0,4.0,4.0,61.4,56.0,5.81,5.84,3.57,2956
1.21,3.0,3.0,5.0,61.5,58.0,6.84,6.81,4.2,7792
0.34,2.0,4.0,5.0,60.5,56.0,4.54,4.58,2.76,537
1.34,4.0,3.0,3.0,63.2,57.0,6.98,6.95,4.4,5245
1.02,0.0,2.0,6.0,64.6,59.0,6.31,6.26,4.06,7960
0.42,2.0,3.0,5.0,62.1,56.0,4.84,4.79,2.99,1087
0.65,3.0,3.0,2.0,61.9,58.0,5.54,5.51,3.42,1612
0.58,2.0,2.0,5.0,61.9,60.0,5.32,5.35,3.3,1811
1.05,2.0,2.0,3.0,60.9,56.0,6.56,6.64,4.02,4591
0.34,2.0,2.0,5.0,61.6,57.0,4.53,4.47,2.77,880
1.54,3.0,6.0,7.0,61.1,59.0,7.45,7.4,4.54,8652
1.16,2.0,0.0,5.0,62.1,57.0,6.73,6.7,4.17,8185
0.54,3.0,1.0,6.0,62.7,58.0,5.16,5.21,3.25,2370
1.3,0.0,6.0,2.0,66.0,57.1,6.73,6.82,4.45,5488
2.01,4.0,4.0,2.0,60.6,62.0,8.05,8.08,4.89,16582
0.41,2.0,1.0,5.0,62.1,56.0,4.76,4.74,2.95,999
1.0,3.0,1.0,5.0,62.9,58.0,6.36,6.29,3.98,6400
1.51,2.0,3.0,7.0,61.8,57.0,7.31,7.36,4.53,14982
0.33,2.0,0.0,2.0,60.9,56.0,4.46,4.5,2.73,736
0.34,2.0,3.0,6.0,61.7,56.0,4.5,4.55,2.79,863
1.21,3.0,3.0,5.0,62.8,59.0,6.84,6.76,4.27,8402
0.35,2.0,5.0,7.0,62.4,54.0,4.51,4.53,2.82,590
0.72,2.0,3.0,5.0,62.8,56.0,5.74,5.7,3.59,2805
0.76,2.0,4.0,2.0,61.2,57.0,5.88,5.91,3.61,2765
0.9,4.0,0.0,2.0,59.5,57.0,6.19,6.34,3.73,4419
1.51,3.0,3.0,6.0,62.2,58.0,7.33,7.3,4.55,15420
1.4,4.0,5.0,3.0,62.4,59.0,7.12,7.17,4.46,6677
0.31,2.0,1.0,2.0,61.1,55.0,4.36,4.41,2.68,516
0.71,4.0,3.0,4.0,63.5,55.0,5.66,5.64,3.59,2803
0.71,2.0,2.0,4.0,61.4,57.0,5.72,5.73,3.52,3710
0.9,3.0,1.0,5.0,63.0,58.0,6.16,6.13,3.87,4625
0.3,4.0,1.0,2.0,62.9,56.0,4.24,4.31,2.69,526
1.01,4.0,4.0,5.0,62.6,61.0,6.35,6.4,3.99,4821
1.04,1.0,6.0,5.0,57.4,60.0,6.76,6.72,3.87,3844
1.51,0.0,4.0,5.0,65.0,64.0,7.1,7.03,4.59,9452
1.01,3.0,1.0,3.0,59.6,61.0,6.59,6.56,3.92,4434
1.01,4.0,2.0,2.0,59.8,59.0,6.39,6.43,3.83,4890
0.81,3.0,5.0,7.0,62.9,59.0,5.95,5.84,3.71,3084
0.93,0.0,3.0,3.0,66.1,58.1,6.0,6.04,3.98,3172
1.02,2.0,0.0,2.0,62.2,56.0,6.43,6.47,4.0,6340
0.9,1.0,5.0,5.0,58.5,66.0,6.23,6.25,3.65,3353
0.36,3.0,1.0,3.0,62.6,57.0,4.54,4.5,2.83,648
0.77,0.0,0.0,3.0,65.1,63.0,5.71,5.65,3.7,1651
0.49,1.0,2.0,4.0,59.2,60.9,5.08,5.18,3.04,1294
0.41,3.0,0.0,7.0,61.9,59.0,4.75,4.78,2.95,1105
0.35,2.0,0.0,5.0,62.3,56.0,4.54,4.51,2.82,945
0.31,3.0,2.0,1.0,60.8,59.0,4.36,4.39,2.66,874
1.02,4.0,2.0,3.0,58.7,63.0,6.49,6.46,3.8,3875
1.57,3.0,6.0,3.0,59.6,56.0,7.59,7.5,4.5,6031
1.03,2.0,2.0,7.0,61.6,56.0,6.53,6.46,4.0,8860
0.28,2.0,2.0,7.0,61.8,56.0,4.21,4.24,2.61,642
1.06,4.0,3.0,7.0,62.9,56.0,6.56,6.6,4.14,7695
0.9,3.0,4.0,5.0,61.6,58.0,6.26,6.18,3.83,4032
1.02,2.0,4.0,0.0,62.1,56.0,6.45,6.4,3.99,3987
0.62,2.0,3.0,7.0,61.6,56.0,5.45,5.48,3.37,2861
0.32,3.0,3.0,7.0,61.2,59.0,4.39,4.44,2.7,730
1.5,3.0,3.0,5.0,59.9,58.0,7.38,7.34,4.41,11189
2.06,2.0,5.0,5.0,62.2,55.0,8.15,8.19,5.08,18779
0.42,4.0,1.0,2.0,62.8,59.0,4.74,4.78,2.99,773
0.9,1.0,0.0,5.0,62.6,65.0,6.1,6.04,3.8,4334
1.0,2.0,4.0,3.0,58.3,61.0,6.56,6.61,3.84,4390
0.91,3.0,2.0,2.0,61.0,59.0,6.23,6.19,3.79,4026
1.16,2.0,3.0,1.0,62.3,55.0,6.79,6.73,4.21,10082
1.01,2.0,1.0,4.0,61.6,57.0,6.45,6.41,3.96,7565
0.74,3.0,1.0,4.0,60.0,57.0,5.94,5.89,3.55,3133
0.71,3.0,5.0,4.0,62.5,61.0,5.68,5.64,3.54,2202
2.27,0.0,6.0,0.0,67.6,55.0,8.05,8.0,5.43,5733
0.29,2.0,1.0,4.0,61.2,56.0,4.27,4.29,2.61,619
1.7,3.0,3.0,5.0,59.0,58.0,7.85,7.8,4.62,15941
1.08,2.0,1.0,2.0,62.6,57.0,6.53,6.56,4.1,5096
2.06,3.0,4.0,2.0,62.4,59.0,8.11,8.07,5.05,14863
0.62,3.0,2.0,5.0,61.4,59.0,5.5,5.47,3.37,2065
1.19,3.0,3.0,3.0,62.4,59.0,6.74,6.71,4.2,4078
0.4,2.0,1.0,5.0,62.2,56.0,4.74,4.72,2.94,975
0.52,2.0,1.0,5.0,62.2,54.0,5.13,5.16,3.2,1825
1.04,1.0,2.0,3.0,58.5,61.0,6.63,6.68,3.89,4257
0.5,1.0,5.0,7.0,64.8,56.0,4.92,4.99,3.21,1280
1.6,1.0,1.0,2.0,63.6,58.0,7.44,7.38,4.71,12581
0.9,3.0,3.0,2.0,62.0,61.0,6.13,6.07,3.78,3669
0.33,2.0,4.0,7.0,60.9,57.0,4.48,4.52,2.74,666
0.27,3.0,2.0,1.0,61.7,57.0,4.21,4.12,2.57,820
1.53,3.0,4.0,2.0,62.4,60.0,7.34,7.31,4.57,8365
0.46,3.0,1.0,5.0,62.2,58.0,4.99,4.95,3.09,1302
0.33,4.0,1.0,2.0,59.1,58.0,4.51,4.56,2.68,579
0.73,2.0,5.0,4.0,60.7,56.0,5.85,5.81,3.54,2397
0.54,4.0,2.0,3.0,61.2,57.4,5.23,5.25,3.21,1311
0.54,2.0,0.0,5.0,61.6,55.0,5.25,5.27,3.24,2307
0.9,2.0,3.0,2.0,60.2,56.0,6.24,6.29,3.77,3894
0.58,3.0,3.0,4.0,61.5,58.0,5.41,5.35,3.31,1984
1.09,4.0,2.0,5.0,61.4,54.0,6.66,6.7,4.1,6990
0.4,3.0,3.0,2.0,62.0,59.0,4.7,4.72,2.92,702
0.51,2.0,2.0,7.0,61.7,56.0,5.12,5.15,3.17,1998
0.32,2.0,2.0,5.0,61.3,56.0,4.41,4.43,2.71,645
1.13,3.0,0.0,3.0,60.9,59.0,6.65,6.72,4.07,5133
0.88,0.0,2.0,2.0,56.6,65.0,6.39,6.32,3.6,2882
0.7,4.0,2.0,2.0,62.4,56.0,5.63,5.69,3.53,2573
2.01,0.0,3.0,3.0,65.9,57.0,7.85,7.78,5.15,10887
1.06,2.0,3.0,3.0,62.2,57.0,6.51,6.49,4.04,4467
1.05,2.0,4.0,2.0,62.5,56.0,6.43,6.52,4.05,4937
0.47,2.0,4.0,1.0,61.9,56.0,4.99,5.02,3.1,1865
0.27,4.0,2.0,6.0,61.8,56.0,4.15,4.17,2.57,682
1.16,3.0,2.0,3.0,62.1,59.0,6.71,6.76,4.18,5072
0.51,4.0,2.0,5.0,60.5,63.0,5.17,5.11,3.11,1781
0.51,3.0,3.0,5.0,62.2,57.0,5.15,5.1,3.19,1546
0.71,2.0,1.0,5.0,62.2,56.0,5.7,5.75,3.56,3103
1.3,3.0,5.0,4.0,62.2,59.0,6.97,6.91,4.32,6931
0.36,2.0,0.0,4.0,61.7,55.0,4.58,4.6,2.83,1131
