net_profit_to_total_assets,total_liabilities_to_total_assets,working_capital_to_total_assets,current_assets_to_short_term_liabilities,liquidity_days_ratio,retained_earnings_to_total_assets,ebit_to_total_assets,book_value_equity_to_total_liabilities,sales_to_total_assets,equity_to_total_assets,extended_profit_to_total_assets,gross_profit_to_short_term_liabilities,gross_profit_plus_depreciation_to_sales,gross_profit_plus_interest_to_total_assets,liabilities_days_ratio,gross_profit_plus_depreciation_to_total_liabilities,total_assets_to_total_liabilities,gross_profit_to_total_assets,gross_profit_to_sales,inventory_days_ratio,sales_growth_ratio,operating_profit_to_total_assets,net_profit_to_sales,three_year_gross_profit_to_total_assets,equity_minus_share_capital_to_total_assets,net_profit_plus_depreciation_to_total_liabilities,operating_profit_to_financial_expenses,working_capital_to_fixed_assets,log_total_assets,net_liabilities_to_sales,gross_profit_plus_interest_to_sales,current_liabilities_days_ratio,operating_expenses_to_short_term_liabilities,operating_expenses_to_total_liabilities,sales_profit_to_total_assets,total_sales_to_total_assets,current_assets_minus_inventories_to_long_term_liabilities,constant_capital_to_total_assets,sales_profit_to_sales,liquid_assets_to_short_term_liabilities,liabilities_to_adjusted_operating_profit,operating_profit_to_sales,receivables_plus_inventory_turnover_days,receivables_days_ratio,net_profit_to_inventory,current_assets_minus_inventory_to_short_term_liabilities,inventory_days_cost_ratio,ebitda_to_total_assets,ebitda_to_sales,current_assets_to_total_liabilities,short_term_liabilities_to_total_assets,short_term_liabilities_days_cost_ratio,equity_to_fixed_assets,constant_capital_to_fixed_assets,working_capital_absolute,gross_margin,adjusted_liquidity_ratio,total_costs_to_total_sales,long_term_liabilities_to_equity,inventory_turnover_ratio,receivables_turnover_ratio,short_term_liabilities_days_ratio,sales_to_short_term_liabilities,sales_to_fixed_assets,__target__
0.090458,0.29988,0.33717,2.3154,30.825,0.0,0.11368,2.3347,1.2699,0.70012,0.15605,0.4435,0.11348,0.11368,759.49,0.48058,3.3347,0.11368,0.089516,68.148,0.98113,0.15412,0.071231,0.70253,0.62667,0.40315,3.6377,0.82944,4.1344,0.17036,0.093728,83.315,4.381,3.7446,0.147,1.2699,21.055,0.71705,0.11575,0.35134,0.054163,0.12136,144.7,76.548,0.38151,1.3904,77.069,0.12368,0.097391,1.9791,0.25632,0.22826,1.7223,1.7639,4594.7,0.11575,0.1292,0.91158,0.024177,5.356,4.7682,73.671,4.9545,3.124,0
0.1205,0.25012,0.79162,5.8368,33.449,0.0,0.14748,2.998,2.9384,0.74988,0.15949,0.9011,0.05554,0.14748,559.41,0.65247,3.998,0.14748,0.05019,62.772,1.0248,0.15186,0.04101,0.16495,0.61464,0.54463,12.647,17.704,3.46,0.036081,0.052574,21.291,17.143,11.217,0.13268,2.9384,3.6564,0.74988,0.045154,1.0457,0.049752,0.05168,97.403,34.631,0.23846,2.7492,65.74,0.13614,0.04633,3.8192,0.16367,0.058332,16.77,16.77,2283.0,0.045155,0.1607,0.95057,0.0,5.8147,10.54,20.33,17.954,65.716,0
0.11786,0.01503,0.80229,54.38,390.06,0.2569,0.14592,65.235,1.1772,0.98047,0.14592,9.7087,0.24964,0.14592,34.514,10.575,66.535,0.14592,0.22919,131.72,0.99882,0.096043,0.18512,0.31841,0.98047,8.7087,1.7757,4.3918,5.1524,-0.64223,0.22919,10.143,35.987,6.3902,0.096043,0.68713,3.6564,0.98047,0.15085,28.246,0.00453,0.15085,225.18,93.458,0.51297,39.093,155.06,0.083018,0.13039,54.38,0.01503,0.027788,5.3671,5.3671,113970.0,0.1505,0.12021,0.8495,0.0,2.771,3.9055,8.6162,42.362,3.4852,0
0.085379,0.62678,0.10109,1.2337,-6.9649,0.071049,0.10574,0.59545,1.659,0.37322,0.13578,0.24449,0.081274,0.10574,1696.8,0.21512,1.5955,0.10574,0.063738,28.41,1.0063,0.13266,0.051465,0.5018,0.29374,0.18263,4.4161,0.21675,5.355,0.35199,0.076001,103.39,3.5302,2.4359,0.13217,1.659,2.6028,0.52861,0.079671,0.10125,0.12916,0.079967,107.76,79.353,0.66121,0.93519,30.869,0.10357,0.062431,0.85131,0.43249,0.28327,0.80019,1.1334,22894.0,0.079671,0.22876,0.9365,0.41636,12.848,4.5997,95.155,3.8358,3.5569,0
0.20558,0.70902,0.30173,1.6322,-0.63311,-0.072768,0.26126,0.4104,3.2056,0.29098,0.31713,0.54743,0.103,0.26126,783.79,0.46569,1.4104,0.26126,0.081501,1.5333,1.3406,0.31713,0.06413,0.30293,0.13281,0.38715,5.6759,1.3651,2.9607,0.22118,0.081865,60.266,6.0565,4.0766,0.31519,3.2056,3.3988,0.51621,0.098324,0.61442,0.061219,0.098931,55.309,53.775,15.266,1.604,1.7005,0.24821,0.07743,1.0987,0.47724,0.16511,1.3165,2.3354,275.64,0.098324,0.70649,0.9188,0.77401,238.05,6.7875,54.34,6.7169,14.503,0
0.38604,0.48647,0.47081,1.9678,9.661,0.24989,0.38604,1.0556,3.2335,0.51353,0.41445,0.79355,0.12151,0.38604,451.94,0.80762,2.0556,0.38604,0.11939,39.3,1.2304,0.41435,0.11939,1.1004,0.44178,0.80762,14.588,11.022,3.2793,0.13249,0.12235,63.091,5.7853,5.7853,0.41913,3.2335,3.6564,0.51353,0.12962,0.21662,0.0385,0.12814,96.164,56.864,1.1088,1.2521,45.153,0.4075,0.12603,1.9678,0.48647,0.17285,12.022,12.022,895.72,0.12962,0.75174,0.88105,0.0,9.2875,6.4188,54.913,6.6468,75.699,0
0.11027,0.15818,0.66862,5.2481,76.988,0.0,0.1367,5.3219,1.1591,0.84182,0.14271,0.86855,0.12098,0.1367,411.72,0.88653,6.3219,0.1367,0.11794,141.74,1.169,0.13948,0.095131,0.24384,0.83648,0.7194,23.216,3.8429,4.051,-0.10056,0.11798,56.639,6.4443,6.4122,0.14481,1.1591,476.92,0.84261,0.12493,1.7606,0.03687,0.12033,172.85,31.114,0.24498,2.3884,161.97,0.13595,0.11729,5.222,0.15739,0.15518,4.8384,4.8429,7519.2,0.12493,0.13099,0.88265,0.000936,2.5752,11.731,49.563,7.3644,6.662,0
0.048163,0.48215,0.2288,2.6365,1.6362,0.0,0.068235,1.074,1.2509,0.51785,0.072436,0.48806,0.080855,0.068235,1740.0,0.20977,2.074,0.068235,0.05455,65.042,0.99422,0.068196,0.038503,0.35509,0.42041,0.16814,16.234,0.36237,4.7102,0.34871,0.057815,43.245,8.4402,2.4474,0.070865,1.2509,0.56069,0.77771,0.056652,0.3336,0.15897,0.054519,93.948,28.905,0.21607,1.0421,68.948,0.035292,0.028214,0.7645,0.13981,0.11848,0.82017,1.2317,11740.0,0.056652,0.093006,0.94622,0.50181,5.6117,12.627,40.795,8.9471,1.9811,0
-0.098989,0.15243,0.8026,18.979,72.14,0.0,-0.098989,5.5605,1.0208,0.84757,-0.095971,-2.2175,-0.09697,-0.098989,-562.04,-0.64941,6.5605,-0.098989,-0.09697,238.76,0.7572,0.0,-0.09697,-0.1531,0.79368,-0.64941,0.0,5.2538,2.9674,0.11577,-0.19394,24.213,15.074,4.4147,0.037812,1.0208,1.6652,0.95536,0.037041,0.76723,0.09118899999999999,0.0,290.69,51.93,-0.14824,4.0207,362.2,0.0,0.0,5.5583,0.04464,0.066338,5.5483,6.2538,744.61,0.34081,-0.11679,0.66215,0.12717,1.5287,7.0287,15.961,22.868,6.6823,0
0.042817,0.60765,0.41913,5.2878,31.354,0.10443,0.043283,0.54267,1.0377,0.32975,0.043283,0.4428,0.042456,0.043283,2893.1,0.12616,1.6457,0.043283,0.023971,50.825,1.4232,0.066317,0.023712,0.12232,0.32975,0.12539,0.38113,0.86755,5.0531,0.32273,0.023971,20.505,17.8,0.10914,0.066317,1.8238,0.5206,0.83965,0.036727,0.44971,0.20038,0.036727,95.597,44.772,0.17029,2.7156,52.743,0.032938,0.018242,0.85063,0.09775,0.056178,0.68255,1.738,47369.0,0.03637,0.12984,0.96363,1.5463,7.1816,8.1524,19.759,18.472,3.7375,0
0.024515,0.51396,0.2156,1.4367,-24.615,0.024515,0.034535,0.94567,1.0003,0.48604,0.034535,0.069957,0.032756,0.034535,3186.0,0.11456,1.9457,0.034535,0.019212,6.4449,1.2814,0.034833,0.013638,0.034535,0.48604,0.095067,0.97606,0.74157,5.0153,0.2678,0.019212,100.27,3.64,0.067773,0.034833,1.8615,33.372,0.50634,0.019378,0.68395,0.28553,0.019378,75.46,69.016,0.77237,1.3724,6.4472,0.010487,0.005834,1.38,0.49366,0.27473,1.6717,1.7416,22332.0,0.000345,0.050438,0.99965,0.04177,56.634,5.2887,100.24,3.6413,6.1827,1
0.085255,0.2113,0.46189,3.1859,63.047,0.2514,0.10589,2.912,1.0959,0.61531,0.10589,0.50113,0.11253,0.10589,598.39,0.60997,4.7325,0.10589,0.092452,88.054,1.2258,0.09639,0.074435,0.3092,0.61531,0.51231,0.92226,1.4134,4.3617,-0.12499,0.092452,73.794,4.9462,0.45616,0.09639,1.1801,3.6564,0.61531,0.084157,1.7086,0.058188,0.084157,99.479,11.424,0.30855,1.8783,96.497,0.07339,0.064077,3.1859,0.2113,0.20218,1.8828,1.8828,10622.0,0.087489,0.13855,0.91251,0.0,4.1452,31.95,67.338,5.4204,3.5047,0
0.18745,0.0179,0.71415,41.338,130.19,0.0,0.23149,54.867,1.5796,0.9821,0.23149,13.075,0.15558,0.23149,26.585,13.73,55.867,0.23149,0.14655,50.619,1.2442,0.19792,0.11867,0.49125,0.97657,11.269,214880.0,2.6633,4.4336,-0.12285,0.14655,4.6741,78.09,77.237,0.19708,1.5796,3.6564,0.9821,0.12477,11.988,0.002812,0.1253,120.07,69.452,0.85572,28.965,57.835,0.18366,0.11627,40.887,0.017704,0.012806,3.6626,3.6626,19383.0,0.12477,0.19087,0.85664,0.0,7.2108,5.2554,4.0909,89.222,5.8909,0
-0.028671,0.1901,0.34763,2.8287,7.6825,0.0,0.016057,4.2604,2.1206,0.8099,0.016329,0.084465,0.028336,0.016057,1154.7,0.3161,5.2604,0.016057,0.007572,51.975,1.0394,0.016049,-0.01352,0.14804,0.43245,0.080812,59.056,0.75202,2.1221,0.025609,0.0077,32.969,11.071,11.071,0.016057,2.1206,3.6564,0.8099,0.007572,0.72318,0.10547,0.007568,68.891,16.916,-0.094945,1.2402,52.372,-0.027984,-0.013196,2.8287,0.1901,0.090326,1.752,1.752,46.05,0.007568,-0.035401,0.99243,0.0,7.0225,21.577,32.719,11.155,4.5875,0
-0.28451,2.2032,-1.1333,0.2384,-148.41,-1.4352,-0.28451,-0.59031,0.98269,-1.3005,-0.28451,-0.1912,-0.056913,-0.28451,-4377.2,-0.083387,0.4539,-0.28451,-0.088136,20.211,1.3723,0.014912,-0.088136,-1.4352,-1.3005,-0.083387,0.045396,-1.7563,4.0054,0.66771,-0.088136,165.34,2.2075,0.006769,0.014912,3.3215,0.2461,-0.58541,0.00462,0.032526,0.62602,0.00462,34.639,14.427,-1.5917,0.11827,19.862,-0.085878,-0.026604,0.16102,1.488,0.45299,-2.0155,-0.90725,-11476.0,-0.017616,0.21876,1.0176,-0.54987,18.059,25.3,168.25,2.1693,5.0027,0
0.046658,0.35585,0.15667,1.7372,-1.2986,0.078109,0.058747,1.7954,1.0626,0.6389,0.058747,0.27641,0.099515,0.058747,926.79,0.39383,2.8101,0.058747,0.041715,41.658,1.1321,0.082234,0.033131,0.099629,0.6389,0.35986,0.62047,0.24838,5.5769,0.25208,0.041715,58.533,6.2358,0.23109,0.082234,1.414,1.4547,0.78222,0.058392,0.006021,0.071497,0.058392,95.36,53.702,0.29029,0.98092,44.265,0.000834,0.000592,1.0375,0.21254,0.16036,1.0129,1.2401,59144.0,0.058903,0.073029,0.9411,0.22432,8.7619,6.7968,55.085,6.6261,2.2326,0
0.057187,0.59409,-0.05086,0.83859,-93.594,-0.022728,0.071639,0.68325,0.7124,0.40591,0.090879,0.22737,0.18712,0.071639,1626.7,0.22438,1.6833,0.071639,0.10056,48.612,1.4153,0.087462,0.080273,0.16187,0.039272,0.20006,4.5459,-0.069124,4.864,0.81043,0.10483,184.66,1.9766,1.0483,0.089605,0.7124,0.62649,0.67622,0.12578,0.053561,0.13279,0.12277,126.73,78.117,0.60272,0.53746,55.606,0.025797,0.036211,0.44476,0.31509,0.50592,0.55168,0.91906,-3718.9,0.12578,0.14089,0.90014,0.66593,7.5084,4.6725,161.43,2.261,0.96824,0
-0.17872,0.51112,0.39819,1.779,-23.619,-0.05792,-0.17872,0.95647,2.9127,0.48888,-0.17872,-0.34966,-0.03645,-0.17872,-1757.2,-0.20771,1.9565,-0.17872,-0.061358,74.718,1.1175,-0.17872,-0.061358,-0.17872,-0.23664,-0.20771,0.97606,4.3907,1.9175,0.10242,-0.061358,60.348,6.0483,6.0483,-0.17872,2.9127,3.6564,0.48888,-0.061358,0.41637,-0.16048,-0.061358,87.28,12.562,-0.29974,0.61249,70.399,-0.25127,-0.086267,1.779,0.51112,0.16534,5.3907,5.3907,32.93,-0.061358,-0.36557,1.0614,0.0,4.885,29.057,64.051,5.6986,32.117,1
0.22383,0.11067,0.37458,5.5092,13.859,0.019097,0.22383,8.0362,0.73269,0.88933,0.23135,2.6945,0.34778,0.22383,158.52,2.3025,9.0362,0.22383,0.30549,163.52,0.9402,0.21552,0.30549,0.3133,0.43792,2.3025,28.653,0.69066,4.1349,0.1224,0.31135,40.842,8.9368,6.7082,-0.009688,0.73269,4.7873,0.91637,-0.013222,0.48077,0.014965,0.29416,208.09,44.573,0.68192,1.5579,161.38,0.18455,0.25187,4.1354,0.083069,0.1119,1.6398,1.6896,5110.7,-0.013222,0.25168,0.77032,0.030396,2.2322,8.1888,41.382,8.8202,1.3509,0
-0.040164,0.7184,-0.039542,0.90918,-69.436,-0.025626,-0.042413,0.11961,0.99507,0.085927,-0.042413,-0.097412,-0.008379,-0.042413,-35991.0,-0.010141,1.392,-0.042413,-0.048775,47.274,1.2042,0.005216,-0.046189,-0.02708,0.085927,-0.007011,0.059686,-0.065451,4.4576,0.80566,-0.048775,181.86,2.0071,0.00726,0.005216,0.88483,1.0008,0.36893,0.005998,0.063028,0.58545,0.005998,154.64,107.37,-0.35662,0.65051,47.041,-0.029911,-0.034398,0.55102,0.4354,0.49824,0.14223,0.61067,-1134.2,-0.004951,-0.46741,1.005,3.2936,7.721,3.3995,182.76,1.9972,1.4393,0
0.16615,0.37404,0.32511,1.9081,40.164,0.32569,0.20521,1.5886,1.1216,0.59418,0.20521,0.57318,0.1366,0.20521,583.14,0.62592,2.6735,0.20521,0.11973,29.476,0.97409,0.20436,0.096941,0.40506,0.59418,0.5215,1.3373,1.026,4.3708,0.14898,0.11973,85.514,4.2683,0.54636,0.20436,1.7517,34.012,0.61019,0.11923,0.3858,0.052717,0.11923,116.06,86.587,1.2004,1.5215,33.06,0.17545,0.10237,1.8264,0.35802,0.23429,1.8751,1.9257,7635.5,0.10841,0.27963,0.89159,0.026954,12.383,4.2154,76.244,4.7873,5.409,0
0.092838,0.40839,0.75443,5.0225,180.03,0.005316,0.12885,1.4486,1.0832,0.59161,0.12894,0.68701,0.13218,0.12885,1041.1,0.35059,2.4486,0.12885,0.11895,14.829,1.6874,0.075856,0.085709,0.15233,0.4211,0.26241,871.3,13.003,3.6977,0.1819,0.11903,67.988,5.3686,2.4655,0.076303,1.0832,3.6564,0.59161,0.070443,2.2683,0.15095,0.070031,174.06,159.23,2.1096,4.7879,15.953,0.061529,0.056804,2.3066,0.18755,0.18627,10.197,10.197,3760.9,0.070443,0.15692,0.88741,0.0,24.613,2.2922,63.199,5.7754,18.67,0
0.1262,0.10931,0.85953,24.884,818.92,0.0,0.1262,8.1483,0.51703,0.89069,0.1262,3.5068,0.24409,0.1262,316.14,1.1545,9.1483,0.1262,0.24409,0.0,0.93901,0.0,0.24409,0.16319,0.71013,1.1545,0.97606,8.2266,3.7434,0.034427,0.52626,34.784,10.493,3.4547,0.036218,0.51703,3.6564,0.89069,0.07005,2.5566,0.09118899999999999,0.0,567.25,567.25,0.255145,24.884,0.0,0.0,0.0,8.1925,0.035988,0.095297,8.5248,8.5248,4760.3,0.26961,0.14169,0.73223,0.0,9.0395,0.64346,25.406,14.367,4.9485,0
0.007613,0.80335,-0.12592,0.83359,-94.796,0.0,0.021218,0.24479,2.163,0.19665,0.10928,0.028041,0.022313,0.021218,6075.2,0.06008,1.2448,0.021218,0.009809,66.472,0.92213,0.080783,0.00352,0.03798,0.10583,0.043144,0.91735,-0.34101,2.7408,0.35804,0.026367,132.66,2.7513,2.5914,0.081216,2.163,3.6564,0.19665,0.037547,0.066254,0.24834,0.037347,97.976,31.505,0.019326,0.313,69.065,0.053736,0.024843,0.78516,0.75667,0.36346,0.53258,0.53258,-69.319,0.037547,0.038712,0.99032,0.0,5.4911,11.585,127.68,2.8586,5.858,0
-0.15943,0.88874,-0.015,0.98312,-153.94,0.0,-0.15943,0.12519,2.2336,0.11126,-0.15943,-0.17939,-0.052315,-0.15943,-2776.1,-0.13148,1.1252,-0.15943,-0.071377,130.98,0.79217,0.0,-0.071377,0.20699,-0.050039,-0.13148,0.97606,-0.1188,3.7585,0.39459,-0.14275,165.69,2.2029,2.2029,0.005267,2.2336,3.6564,0.11126,0.002358,0.011078,0.69576,0.0,141.17,10.191,-0.1989,0.081247,149.43,-0.042579,-0.019063,0.98312,0.88874,0.45394,0.8812,0.8812,-86.017,0.12346,-1.4329,0.87714,0.0,2.7867,35.817,145.23,2.5132,17.69,0
0.22868,0.96779,0.25554,1.3618,-34.081,-0.28618,0.28696,0.03328,3.7321,0.032208,0.33947,0.40625,0.083905,0.28696,1128.1,0.32357,1.0333,0.28696,0.076889,17.304,0.89026,0.28078,0.061273,0.23599,-0.057499,0.26334,5.347,6.709,2.5243,0.25931,0.08768,75.27,4.8492,3.5393,0.3068,3.7321,3.0027,0.29363,0.082205,0.56685,0.10509,0.075233,54.915,37.611,1.2924,1.1113,18.854,0.25459,0.068217,0.99392,0.70637,0.20622,0.84558,7.7091,85.459,0.082206,7.1001,0.92563,8.1169,21.093,9.7046,69.083,5.2835,97.983,0
0.099307,0.32078,0.10387,1.3238,-17.564,0.16099,0.10624,2.1174,1.0399,0.67922,0.10624,0.33119,0.062052,0.10624,856.38,0.42621,3.1174,0.10624,0.048219,34.086,1.3213,0.084325,0.045072,0.17629,0.67922,0.4046,0.39799,0.18054,4.1183,0.12693,0.048219,55.26,6.6051,0.26288,0.084325,2.2384,3.6564,0.67922,0.038272,0.1282,0.091862,0.038272,63.536,29.45,0.48264,0.68238,35.446,0.053846,0.024439,1.3238,0.32078,0.1514,1.1805,1.1805,1364.0,0.038364,0.14621,0.96164,0.0,10.708,12.394,53.14,6.8686,3.8294,0
-0.057638,0.93084,0.065185,1.0701,14.298,-0.73633,-0.057638,0.074301,1.4235,0.069162,0.043551,-0.061973,-0.039197,-0.057638,-6089.4,-0.059941,1.0743,-0.057638,-0.040491,0.34652,2.064,0.038616,-0.040491,-0.2913,-0.043716,-0.059941,0.38163,13.68,3.9474,0.36799,-0.02974,244.39,1.4935,1.4922,0.034441,1.4235,3.6564,0.069162,0.024195,0.44702,0.7669,0.027128,148.59,148.24,-42.651,1.0686,0.35511,0.036773,0.025834,1.0692,0.93005,0.66957,14.515,14.515,577.48,0.024195,-0.83337,1.0402,0.0,1053.3,2.4622,238.48,1.5305,298.75,0
-0.12816,0.77822,-0.42784,0.15571,-438.19,0.0,-0.12816,0.28491,0.3155,0.22172,-0.10933,-0.25291,-0.32461,-0.12816,-2773.6,-0.1316,1.285,-0.12816,-0.40622,72.716,0.58655,-0.11328,-0.40622,-0.32615,0.11306,-0.1316,-6.0164,-0.46449,4.254,2.4666,-0.34654,432.82,0.84643,0.55115,-0.11178,0.31957,0.060415,0.48735,-0.35429,0.000106,-0.29634,-0.35906,91.22,18.504,-2.039,0.12414,53.686,-0.13903,-0.44067,0.10139,0.50674,1.1858,0.24071,0.5291,-7678.0,-0.35447,-0.57803,1.3422,1.198,5.0195,19.725,586.24,0.62261,0.34253,1
0.089322,0.30462,0.47238,2.9812,-28.483,0.22695,0.11193,2.2272,1.122,0.67845,0.11193,0.46945,0.12134,0.11193,619.44,0.58924,3.2828,0.11193,0.075663,140.14,1.1544,0.13985,0.060381,0.28364,0.67845,0.51502,1.0607,1.6334,4.6802,0.18067,0.075663,66.004,5.53,0.4591,0.13985,1.5199,2.158,0.74465,0.094537,0.17087,0.048285,0.094537,165.33,25.193,0.15727,0.59912,157.23,0.072285,0.048864,2.3334,0.23842,0.18083,2.346,2.5749,22619.0,0.10872,0.13166,0.89128,0.097565,2.6046,14.488,58.828,6.2045,5.1152,0
0.022718,0.43629,0.068409,1.1713,-5.9683,0.071408,0.022718,1.2506,1.0021,0.54561,0.022718,0.056883,0.023718,0.022718,1799.1,0.20288,2.292,0.022718,0.006087,12.036,1.071,0.036905,0.006087,0.071408,0.54561,0.20288,0.0991,0.12853,4.819,0.09243,0.006087,39.143,9.3248,0.084589,0.036905,3.7769,9.337,0.58253,0.009889,0.24375,0.13967,0.009889,36.23,24.194,0.1846,0.86315,12.062,-0.02889,-0.007742,1.0722,0.39937,0.10724,1.0252,1.0945,4508.9,0.0021,0.041637,0.9979,0.067666,30.325,15.086,39.061,9.3444,7.0119,0
0.012047,0.097347,0.61904,7.3591,75.189,0.000738,0.017406,9.2725,1.4971,0.90265,0.029893,0.1788,0.033628,0.017406,705.75,0.51718,10.273,0.017406,0.011626,75.207,1.1604,0.007347,0.008047,0.37261,0.89093,0.46213,0.58832,2.1827,3.63,-0.041125,0.014483,23.442,15.57,15.57,-0.018547,1.4971,3.6564,0.90265,-0.012388,1.6414,0.080544,0.004907,135.7,60.49,0.039052,4.1902,74.286,-0.025594,-0.017095,7.3591,0.097347,0.064226,3.1827,3.1827,2640.7,-0.012388,0.013346,0.98881,0.0,4.8533,6.0341,23.733,15.379,5.2788,0
0.00562,0.74835,-0.020579,0.94849,-36.088,0.0,0.014566,0.33628,1.0117,0.25165,0.018518,0.036457,0.30694,0.014566,879.64,0.41494,1.3363,0.014566,0.014398,20.654,1.1903,0.01465,0.005555,0.042555,0.24019,0.40299,3.7072,-0.033137,3.6396,0.58296,0.018304,132.12,2.7626,1.475,-0.092118,1.0117,3.6564,0.25165,-0.091054,0.40478,0.080311,0.01448,78.378,57.724,0.098161,0.80521,18.931,-0.28131,-0.27806,0.50641,0.39955,0.36198,0.40522,0.40522,-89.749,-0.091054,0.022331,0.98743,0.0,17.672,6.3232,144.15,2.532,1.629,0
0.013134,0.65923,-0.16336,0.73878,-183.87,-0.056082,0.01657,0.45134,1.0345,0.29753,0.01657,0.026496,0.057346,0.01657,4127.7,0.088427,1.5169,0.01657,0.016301,90.807,1.3636,0.034814,0.012921,-0.054095,0.29753,0.083214,0.35428,-0.30365,4.2853,0.64383,0.016301,232.29,1.5713,0.05281,0.034814,1.023,6.1771,0.33139,0.034248,0.11046,0.28317,0.034248,141.09,50.284,0.051935,0.33439,93.936,-0.00691,-0.006797,0.70084,0.62537,0.63641,0.55305,0.61598,-3150.7,0.033313,0.044143,0.96669,0.11378,4.0195,7.2588,224.55,1.6255,1.8895,0
0.19259,0.25723,0.39136,4.2642,24.105,0.0,0.19259,2.8875,2.7914,0.74277,0.20417,1.6064,0.097835,0.19259,343.79,1.0617,3.8875,0.19259,0.068995,28.076,1.2659,0.20048,0.068995,0.53039,0.74193,1.0617,17.32,0.80075,4.4898,0.090459,0.072618,16.693,21.865,10.191,0.16993,2.7914,9.2325,0.77489,0.060874,0.093606,0.030516,0.071819,65.383,37.307,0.89696,2.4733,29.896,0.11997,0.042978,1.9875,0.11989,0.045735,1.5197,1.5855,12087.0,0.060874,0.25929,0.93196,0.043242,13.0,9.7837,15.677,23.282,5.7114,0
0.020177,0.68507,-0.28374,0.50508,-1632.0,-0.44874,0.020177,0.45971,1.8039,0.31493,0.031568,0.035193,0.39293,0.020177,352.77,1.0347,1.4597,0.020177,0.011185,17.86,0.93394,0.0,0.011185,-0.26219,-0.021712,1.0347,0.0,-0.39939,3.3974,0.37934,0.023288,271.31,1.3453,1.1259,0.067431,1.8039,6.0455,0.34823,0.03738,0.00605,0.033161,0.0,57.889,40.028,0.22858,0.35112,41.772,-0.68863,-0.38174,0.42269,0.57331,0.74331,0.4433,0.49017,-708.42,0.57244,0.064066,0.43026,0.10573,20.436,9.1185,116.0,3.1465,2.5392,0
0.026719,0.70166,-0.035518,0.9446,-23.472,0.0,0.026719,0.4252,2.2275,0.29834,0.041378,0.041674,0.044584,0.026719,2578.8,0.14154,1.4252,0.026719,0.011995,16.29,1.1081,0.040716,0.011995,0.25417,0.026719,0.14154,2.7776,-0.09006,4.1479,0.31284,0.017728,106.59,3.4244,3.129,0.032001,2.2275,8.325,0.35915,0.014366,0.012914,0.20642,0.018279,97.88,81.591,0.014366,0.78954,16.527,-0.031875,-0.01431,0.86313,0.64114,0.29202,0.75649,0.91067,-499.33,0.014366,0.089557,0.98808,0.20381,22.407,4.4736,105.06,3.4743,5.6481,0
0.060475,0.68853,0.20551,1.305,42.333,0.06349,0.060773,0.45237,1.1895,0.31147,0.060773,0.090192,0.088191,0.060773,3473.3,0.10509,1.4524,0.060773,0.074073,55.852,2.3811,0.086538,0.073709,0.064736,0.31147,0.10465,1.2546,1.7032,5.2888,0.61314,0.074073,356.58,1.0236,0.12568,0.086538,0.82189,51.241,0.32618,0.10548,0.27559,0.2307,0.10548,308.58,252.73,0.4817,1.1187,66.437,0.074955,0.091357,1.2771,0.67382,0.97692,2.5813,2.7032,39961.0,0.15933,0.19416,0.84067,0.04723,6.5351,1.4442,299.77,1.2176,6.7994,0
0.10988,0.21065,0.46788,3.2211,200.36,0.0,0.10988,3.7471,1.3154,0.78935,0.12244,0.52163,0.19391,0.10988,301.45,1.2108,4.7471,0.10988,0.083537,30.563,1.0202,0.0,0.083537,0.41955,0.76758,1.2108,0.0,1.4555,3.6708,0.029993,0.18586,99.645,3.663,3.663,0.009576,1.3154,3.6564,0.78935,0.00728,0.85585,0.048367,0.0,138.26,107.69,0.99763,2.6982,52.101,-0.14518,-0.11037,3.2211,0.21065,0.273,2.4555,2.4555,2192.4,0.41338,0.13921,0.59878,0.0,11.942,3.3892,58.454,6.2443,4.0919,0
0.084989,0.59825,0.094226,1.4935,0.070445,0.22128,0.10702,0.64381,1.0939,0.38516,0.10702,0.56055,0.12682,0.10702,1241.6,0.29397,1.6716,0.10702,0.077174,23.669,1.1554,0.12681,0.061289,0.28635,0.38516,0.25715,1.0004,0.13181,5.1349,0.42404,0.077174,54.972,6.6397,0.21197,0.12681,1.3987,0.47926,0.79249,0.091447,0.074912,0.10052,0.091447,71.289,47.62,0.94514,1.0225,25.893,0.057962,0.041798,0.47663,0.19091,0.15061,0.53879,1.1086,12854.0,0.08588,0.22066,0.91412,1.0576,15.421,7.6649,50.251,7.2635,1.9398,0
0.097422,0.43991,-0.049922,0.69595,-26.752,0.21746,0.10121,1.2071,1.1226,0.53102,0.10121,0.61644,0.13303,0.10121,1182.4,0.30869,2.2732,0.10121,0.099154,5.0339,0.71526,0.1277,0.095438,0.22891,0.53102,0.30007,1.4044,-0.056363,4.2323,0.41634,0.099154,65.908,5.538,0.29029,0.1277,1.048,0.36338,0.80674,0.1251,0.096977,0.08912,0.1251,35.166,30.132,6.92,0.61021,5.6511,0.093118,0.091222,0.25976,0.16419,0.18057,0.59953,0.91082,-852.26,0.10921,0.18346,0.89079,0.51923,72.508,12.113,58.71,6.217,1.1525,0
