s12,s13,s14,s15,s16,s21,s23,s24,s25,s26,s31,s32,s34,s35,s36,s41,s42,s43,s45,s46,s51,s52,s53,s54,s56,s61,s62,s63,s64,s65,__target__
-0.002507,-6.8e-05,-0.002694,0.000838,-0.000931,-0.000155,-0.001084,0.000223,-0.00089,-0.000152,-0.003103,-0.004752,-0.000332,-0.000461,0.002132,0.000333,-0.000355,0.000323,0.00218,0.002152,-0.001241,-0.000523,0.002364,-0.00227,-0.002174,-0.001085,6.2e-05,0.001055,0.00161,-0.002296,1
-0.00277,0.000778,-0.004462,0.001223,0.000724,0.000844,-0.001896,0.000528,-0.001785,-0.000941,-0.003977,-0.005571,-0.001679,0.00052,0.004047,-1.9e-05,-9.9e-05,0.001186,0.004171,0.001741,-0.00279,-0.000952,0.002777,-0.004604,-0.003484,-0.000342,0.001576,0.002291,0.002639,-0.003663,0
-0.001974,-0.000559,-0.00254,0.000605,8.1e-05,-2.7e-05,-0.000747,-0.000342,-0.000795,-0.000716,-0.002526,-0.00487,-0.000581,-0.000501,0.002152,-0.000451,0.000443,0.000465,0.00229,0.002297,-0.001215,-0.000726,0.002247,-0.002287,-0.00232,-0.000822,0.000587,0.001146,0.001937,-0.001634,1
-0.003335,-0.001523,-0.0045,0.001255,0.000257,-0.000486,-0.000941,-0.000572,0.000913,-0.000471,-0.006006,-0.006311,-0.000801,-0.000588,0.004204,-0.000324,0.00052,-0.000384,0.00315,0.003046,-0.001761,-0.001259,0.002733,-0.004284,-0.004358,-0.000712,0.001923,0.00169,0.002964,-0.004103,0
-0.00246,3e-05,-0.003004,0.000871,-0.000695,-0.00016,-0.00107,0.000137,-0.000757,-3e-06,-0.003465,-0.004454,-0.000173,-0.000532,0.0022,0.000242,-0.000352,0.000351,0.002101,0.002048,-0.001362,-0.000517,0.002153,-0.002132,-0.00223,-0.001079,0.000205,0.000969,0.001706,-0.002301,1
-0.002265,0.000412,-0.001051,-0.002132,-0.000857,0.002478,0.000387,-0.002472,-0.001563,-0.000297,-0.001869,-0.003551,-0.001591,-0.000358,0.002454,0.000419,2.7e-05,0.000522,0.001842,0.002694,-0.00146,-0.000926,0.002247,-0.002312,-0.002211,-0.000943,0.000357,0.001521,0.001633,-0.001845,0
-0.002339,-0.000581,-0.003172,0.000407,-0.000955,-0.001026,-0.000792,-0.000272,-0.001005,-0.000453,-0.002202,-0.004058,-0.000804,-0.00069,0.002584,-0.000295,0.00023,0.00078,0.002343,0.002083,-0.001295,-0.000785,0.001843,-0.001977,-0.002222,-0.000823,0.000866,0.001073,0.002197,-0.001722,1
-0.003043,0.000204,-0.001725,-0.0019,-0.001194,0.000958,0.000441,-0.002371,-0.00116,-0.000115,-0.003301,-0.004217,-0.000476,-0.000369,0.002025,0.000323,-0.000264,0.000487,0.002096,0.002155,-0.001289,-0.000584,0.001985,-0.002186,-0.002299,-0.001213,5.4e-05,0.000934,0.001851,-0.002363,1
-0.001593,-0.000884,-0.00276,0.000929,0.000141,-0.000452,-0.000502,-0.000535,-0.000284,0.000273,-0.002146,-0.00497,-0.000731,-0.000526,0.00246,0.000276,0.000305,0.000422,0.001623,0.002214,-0.001217,-0.000662,0.002315,-0.001983,-0.002381,-0.001022,0.000533,0.001262,0.002107,-0.001612,1
-0.002585,0.000387,-0.002587,0.000686,-0.000102,0.000796,-0.001175,0.000121,-0.001264,-0.000286,-0.002792,-0.003987,-0.001264,-0.000665,0.002147,0.000286,-0.000298,0.000389,0.00248,0.00219,-0.001287,-0.000841,0.001706,-0.002342,-0.002211,-0.000881,0.000266,0.001481,0.001411,-0.002102,1
-0.003635,0.000913,-0.004084,0.001489,-0.000935,0.00062,-0.001542,0.000279,-0.001563,-0.000217,-0.006603,-0.005549,-0.001656,-0.000805,0.003451,6.9e-05,-0.000412,0.000615,0.004252,0.002096,-0.002237,-0.001255,0.002757,-0.004822,-0.004192,-0.000882,0.000997,0.002383,0.002242,-0.003962,0
-0.00202,-0.000467,-0.003242,0.000576,-0.000778,-0.001091,-0.000545,-0.000228,-0.000944,-0.000545,-0.002204,-0.004206,-0.000749,-0.000593,0.002431,-0.000284,0.000499,0.000679,0.002353,0.002379,-0.001088,-0.000688,0.001969,-0.001867,-0.002207,-0.000936,0.000945,0.001154,0.00214,-0.001729,0
-0.001976,-0.000629,-0.000848,-0.002057,0.00019,0.001522,0.001209,-0.002154,-0.000738,-0.000681,-0.002385,-0.004915,-0.000634,-0.000431,0.00209,-0.000486,0.000242,0.000342,0.00223,0.002283,-0.00119,-0.000676,0.002338,-0.002105,-0.002306,-0.000914,0.000506,0.001156,0.002019,-0.001588,1
-0.002551,0.000423,-0.001362,-0.002201,-0.000731,0.002549,0.0002,-0.002457,-0.001225,-0.000408,-0.002777,-0.003801,-0.001365,-0.000569,0.002147,0.000266,-0.000195,0.000609,0.002271,0.002355,-0.001334,-0.000858,0.001772,-0.002288,-0.002212,-0.001001,0.000153,0.001459,0.001527,-0.002167,0
-0.002503,2.8e-05,-0.00462,0.00206,0.001216,0.000838,-0.001305,-0.000695,0.000258,4.2e-05,-0.005461,-0.005852,-0.000897,-0.000627,0.004387,-0.000326,1.4e-05,-4.8e-05,0.003102,0.002743,-0.002164,-0.001022,0.003345,-0.004181,-0.004313,-0.000816,0.001689,0.001961,0.002783,-0.003709,0
-0.001904,-0.00079,-0.002638,0.00082,-0.000176,0.000134,-0.000884,-0.000186,-0.000343,-7.1e-05,-0.002701,-0.005064,-0.001411,-0.000537,0.002208,3.2e-05,0.000331,0.000247,0.001745,0.002066,-0.001294,-0.000724,0.002017,-0.001922,-0.002206,-0.000884,0.000495,0.001269,0.002047,-0.001372,1
-0.00408,-0.000655,-0.004894,0.001566,-0.000709,0.000179,-0.001818,0.000208,-0.001264,-0.000298,-0.006794,-0.00664,-0.000596,-0.00086,0.004191,-8.6e-05,-0.000536,7.2e-05,0.003683,0.002673,-0.001957,-0.00078,0.003194,-0.003543,-0.00432,-0.000838,0.000169,0.002128,0.002583,-0.003957,0
-0.003922,-0.000779,-0.005875,0.001135,-0.001622,-0.001671,-0.000983,2e-05,-0.002036,-0.000472,-0.004642,-0.006392,-0.000967,-0.000965,0.003444,-0.00104,0.000578,0.000654,0.00437,0.002871,-0.002243,-0.001508,0.00315,-0.004044,-0.004557,-0.000523,0.002021,0.001274,0.002906,-0.003202,0
-0.003561,2.6e-05,-0.004258,0.001791,0.00233,0.001401,-0.001396,5.4e-05,-0.000163,0.000457,-0.00512,-0.005779,9.1e-05,-0.000446,0.004472,-0.000401,-0.000444,0.000336,0.003032,0.00254,-0.002357,-0.001246,0.003089,-0.003998,-0.004335,-0.001397,0.001858,0.00161,0.002694,-0.004166,0
-0.001886,-0.000196,-0.001134,-0.002318,-0.001943,0.002311,0.000583,-0.003305,-0.002189,-0.000649,-0.001853,-0.004021,-0.001679,-0.000629,0.002793,0.000267,0.000226,0.000265,0.002266,0.002315,-0.000963,-0.001205,0.001771,-0.002586,-0.001839,-0.00072,0.0,0.001718,0.00153,-0.002059,0
-0.003797,0.001097,-0.004748,0.001617,0.000657,0.001953,-0.001965,6e-05,-0.002298,-3.9e-05,-0.005467,-0.004823,-0.002657,0.000133,0.003454,-0.000351,-0.000226,0.00078,0.003982,0.002581,-0.002035,-0.001257,0.002243,-0.004514,-0.004442,-0.000812,0.001259,0.002015,0.002476,-0.004171,0
-0.002534,-0.00017,-0.002838,0.0011,0.000681,0.000604,-0.000905,0.000145,-0.000407,0.000427,-0.002732,-0.004218,0.000279,-0.000282,0.002616,9e-05,-0.00036,0.000165,0.001665,0.002152,-0.001298,-0.000555,0.002069,-0.001885,-0.002215,-0.001243,0.00056,0.001058,0.001698,-0.002285,1
-0.002328,-0.000477,-0.002755,0.001295,0.001317,0.00048,-0.000675,1.1e-05,-0.000281,0.000451,-0.002274,-0.004169,-8.1e-05,-0.000503,0.002312,0.000373,4e-05,0.000493,0.001462,0.001965,-0.001436,-0.000773,0.001975,-0.001927,-0.002166,-0.00136,0.000645,0.001298,0.001702,-0.001947,1
-0.002777,0.000245,-0.000985,-0.001783,-0.00085,0.002471,0.000361,-0.002129,-0.001415,-0.000449,-0.002511,-0.003387,-0.001358,-0.00035,0.002617,0.000502,-0.000168,0.000519,0.002131,0.002564,-0.001493,-0.000919,0.002135,-0.002139,-0.002163,-0.000806,0.000233,0.001536,0.001756,-0.001715,0
-0.001841,-0.000936,-0.002916,0.001119,0.00061,-0.000282,-0.000477,-0.000446,-0.000163,0.00017,-0.002742,-0.004894,-0.000621,-0.000561,0.002497,0.000324,0.000162,0.000384,0.001651,0.002193,-0.001265,-0.000579,0.002293,-0.002056,-0.002391,-0.001077,0.000691,0.001336,0.00188,-0.001808,1
-0.001918,-0.000872,-0.002732,0.001197,-0.000222,-0.000543,-0.000559,-0.000413,-0.000206,-4.9e-05,-0.002786,-0.005118,-0.001135,-0.000612,0.002424,0.000121,0.000353,0.00028,0.00182,0.002034,-0.001157,-0.000528,0.002177,-0.002238,-0.002366,-0.00102,0.000604,0.001322,0.002064,-0.001581,1
-0.002068,-0.000359,-0.003112,0.000638,-0.000547,-0.000819,-0.00056,-0.000232,-0.001065,-0.000488,-0.002286,-0.004449,-0.000608,-0.000547,0.002201,-0.000461,0.0006,0.000641,0.002292,0.002357,-0.001108,-0.000545,0.002135,-0.001939,-0.002272,-0.000811,0.000893,0.00111,0.00201,-0.001728,1
-0.002399,-0.001019,-0.001216,-0.001149,0.000692,0.002582,0.000658,-0.002921,-0.000184,0.000121,-0.002856,-0.004011,-4.4e-05,-0.000409,0.002639,0.000134,-0.000131,4.2e-05,0.001677,0.002066,-0.001246,-0.000335,0.002345,-0.001699,-0.002296,-0.001091,0.000456,0.001296,0.001679,-0.002308,1
-0.002768,0.000632,-0.001507,-0.001966,-0.000736,0.002694,0.000216,-0.00236,-0.001551,-0.000245,-0.0024,-0.003692,-0.001375,-0.000503,0.00213,0.000262,4e-06,0.00061,0.002202,0.002481,-0.001219,-0.00079,0.001779,-0.002173,-0.002146,-0.000957,0.000282,0.001421,0.001588,-0.00197,0
-0.001877,-0.000831,-0.001212,-0.00159,-0.0004,0.001849,0.000974,-0.001831,-0.000339,-0.000146,-0.002516,-0.005126,-0.001484,-0.000511,0.002258,7.7e-05,0.000235,0.000235,0.001753,0.002319,-0.001179,-0.000728,0.002157,-0.001845,-0.002092,-0.000866,0.000435,0.00116,0.00197,-0.001363,1
-0.002777,-0.000804,-0.004528,0.001312,-0.000214,-7.6e-05,-0.00153,-0.000327,-0.000788,-0.0003,-0.006047,-0.007167,-0.002649,-1.6e-05,0.00389,-0.000818,9.4e-05,0.000444,0.003163,0.00238,-0.0022,-0.000884,0.002869,-0.003988,-0.004227,-0.000944,0.001942,0.002126,0.003489,-0.003059,0
-0.004033,0.000221,-0.004786,0.001891,-0.000256,0.000491,-0.001535,7e-05,-0.000882,-4e-06,-0.006421,-0.006236,-0.000206,-0.000836,0.004273,-0.000388,-0.00067,-8.4e-05,0.003782,0.00253,-0.002092,-0.00084,0.003285,-0.003845,-0.004069,-0.000979,0.001083,0.001888,0.002615,-0.004091,0
-0.002999,-0.000812,-0.005989,0.002589,0.00069,0.000755,-0.001466,-4.9e-05,-0.000383,0.00013,-0.006203,-0.007219,-1.8e-05,-0.001008,0.004294,-0.000274,8.9e-05,-0.000444,0.003595,0.002944,-0.002154,-0.000822,0.003259,-0.003378,-0.004306,-0.00119,0.001067,0.001761,0.00247,-0.004091,0
-0.004525,0.000109,-0.004969,0.001024,-0.000614,0.000535,-0.001572,0.000551,-0.001977,-0.000236,-0.006841,-0.005554,-0.001559,-0.000454,0.003464,7.7e-05,-0.000314,0.000512,0.004171,0.002087,-0.001965,-0.001181,0.002568,-0.004373,-0.004298,-0.000856,0.001051,0.002004,0.002259,-0.004506,0
-0.002351,0.000564,-0.001172,-0.002674,-0.000624,0.001649,0.000769,-0.00236,-0.001082,-9.3e-05,-0.00247,-0.003553,-0.000764,-0.000227,0.001943,0.000299,-0.000304,0.000315,0.002093,0.001625,-0.001212,-0.001082,0.002366,-0.002609,-0.002193,-0.001362,0.000282,0.00103,0.001896,-0.00199,0
-0.002229,-0.000338,-0.002857,0.001066,3.6e-05,0.000296,-0.001049,7.4e-05,-0.000451,6.8e-05,-0.002931,-0.004481,0.000282,-0.000397,0.002682,0.000202,-0.000247,1.7e-05,0.001907,0.002374,-0.001225,-0.000552,0.002234,-0.001969,-0.002151,-0.001177,0.00033,0.001043,0.001697,-0.002262,0
-0.001694,-0.000781,-0.001279,-0.001719,-0.000493,0.001311,0.001378,-0.002213,-0.000298,-5.3e-05,-0.002427,-0.005038,-0.001314,-0.000583,0.002295,2e-05,0.000393,0.000198,0.001805,0.002022,-0.00115,-0.000655,0.00217,-0.002136,-0.002295,-0.001014,0.000623,0.001318,0.002134,-0.00159,1
-0.002197,-0.000754,-0.002805,0.001097,0.0012,0.00081,-0.000689,-0.000177,-0.000178,0.000264,-0.002499,-0.004281,-0.000165,-0.000574,0.00254,0.00038,0.000155,0.000383,0.001486,0.002121,-0.001265,-0.000601,0.002253,-0.001831,-0.002359,-0.00119,0.000627,0.001361,0.001813,-0.002202,0
-0.002536,0.000459,-0.002785,0.000876,-0.000601,0.00034,-0.001119,0.000353,-0.001194,-0.00012,-0.003206,-0.003864,-0.000892,-0.000419,0.00193,0.000352,-0.000163,0.000425,0.002372,0.00199,-0.001253,-0.000763,0.001903,-0.00255,-0.002247,-0.001039,0.00012,0.001096,0.001578,-0.002348,1
-0.004136,0.000561,-0.00449,0.00181,0.000384,0.001307,-0.002519,-0.000362,-0.002872,0.000143,-0.004575,-0.004422,-0.00267,0.000407,0.004087,0.00033,-0.000215,0.000825,0.00404,0.003221,-0.002439,-0.001185,0.002802,-0.004232,-0.004506,-0.00065,0.001543,0.002572,0.002432,-0.003616,0
-0.00311,-0.00021,-0.004519,0.00223,0.001783,0.001102,-0.001154,-0.000568,0.000172,0.000138,-0.005926,-0.00611,-0.000644,-0.000574,0.00437,-0.000138,0.000171,0.000225,0.002943,0.002799,-0.002228,-0.000852,0.003294,-0.004082,-0.004614,-0.000826,0.001862,0.001827,0.002691,-0.004123,0
-0.00246,-0.000678,-0.001288,-0.00123,0.000836,0.002607,0.000911,-0.002697,-0.000216,0.000115,-0.002246,-0.004415,-4.7e-05,-0.000407,0.00252,0.00024,-1.2e-05,0.000198,0.001648,0.002223,-0.001388,-0.000497,0.002337,-0.002032,-0.002316,-0.001174,0.000489,0.001216,0.001777,-0.002237,1
-0.002638,0.000792,-0.00516,0.001854,0.001426,0.002115,-0.001097,6.9e-05,-0.002691,-0.000484,-0.004662,-0.00446,-0.00228,0.000386,0.003363,-0.000511,-7.7e-05,0.00034,0.003436,0.002301,-0.002122,-0.00173,0.002182,-0.004129,-0.004252,-0.001073,0.00096,0.002122,0.002136,-0.003549,0
-0.002319,-0.00013,-0.002867,0.000823,-0.000737,-0.000209,-0.001006,8.7e-05,-0.000721,-2.3e-05,-0.003485,-0.004828,-0.000215,-0.000752,0.002216,0.000284,-0.000196,8.5e-05,0.002308,0.002039,-0.001247,-0.000379,0.002291,-0.002135,-0.002204,-0.001039,0.000246,0.001103,0.001638,-0.002265,1
-0.003097,-0.000111,-0.001595,-0.001929,-0.001171,0.000756,0.000359,-0.002501,-0.000938,6.7e-05,-0.003061,-0.004501,-0.000173,-0.000307,0.002073,0.00035,-0.000262,0.000332,0.00212,0.002172,-0.001297,-0.000689,0.002169,-0.00226,-0.002239,-0.001283,0.00022,0.000917,0.001763,-0.002434,1
-0.003342,-0.000759,-0.004072,0.000559,0.000735,0.000489,-0.001671,0.000142,-0.001594,-0.001054,-0.005332,-0.007323,-0.001583,-0.000366,0.003544,-0.00119,0.000597,0.0002,0.003768,0.002948,-0.001971,-0.000976,0.003108,-0.003689,-0.004195,-0.000448,0.00172,0.002111,0.00338,-0.003287,0
-0.004426,0.000791,-0.005086,0.001833,-0.001028,0.000158,-0.001959,0.000462,-0.001961,-9.9e-05,-0.006542,-0.005514,-0.000785,-0.000123,0.003608,-6.5e-05,-0.000642,0.000573,0.003834,0.001995,-0.002265,-0.000997,0.002793,-0.004555,-0.004506,-0.001126,0.000811,0.001574,0.002392,-0.004512,0
-0.00227,-0.000702,-0.003118,0.00023,-0.000652,-0.000293,-0.001087,-0.000166,-0.000954,-0.000202,-0.002282,-0.003914,-0.001148,-0.000873,0.002756,-0.000465,1e-05,0.000846,0.002217,0.002017,-0.00139,-0.00087,0.001676,-0.001769,-0.002033,-0.000736,0.000887,0.000875,0.002306,-0.001766,1
-0.002627,-0.000373,-0.00309,0.00097,0.000444,0.000536,-0.001066,7.9e-05,-0.000567,0.000142,-0.003045,-0.004678,0.000316,-0.000278,0.002718,0.0003,-0.000395,6.3e-05,0.001695,0.002356,-0.001267,-0.000676,0.00218,-0.001938,-0.002131,-0.001335,0.000576,0.001047,0.001968,-0.002097,0
-0.002601,-0.000889,-0.00455,0.001519,-0.000135,-0.000899,-0.001075,-0.000488,0.000195,8e-05,-0.004643,-0.006788,-0.001227,-0.000156,0.004061,-2.3e-05,0.000209,-0.000328,0.002811,0.002664,-0.001906,-0.001164,0.003509,-0.004374,-0.004437,-0.000702,0.001843,0.001689,0.003189,-0.003646,0
-0.003362,0.001351,-0.005399,0.001184,0.000157,0.002673,-0.002055,0.000598,-0.002054,-0.000551,-0.00516,-0.004813,-0.002052,0.000298,0.003787,-0.000173,-0.000278,0.000419,0.002879,0.001757,-0.002274,-0.001831,0.00219,-0.004025,-0.004441,-0.000963,0.000779,0.002266,0.001761,-0.003739,0
-0.00249,-0.000481,-0.002186,-0.001788,-0.000486,0.000641,0.001526,-0.002217,-0.001147,-0.000538,-0.00221,-0.003937,-0.000878,-0.000698,0.002634,-0.000172,0.000457,0.000606,0.002327,0.002448,-0.000968,-0.000834,0.002054,-0.001871,-0.002155,-0.001045,0.000959,0.001245,0.002135,-0.001601,0
-0.0018,-0.000562,-0.002345,0.0005,0.0003,5e-05,-0.000841,-0.000277,-0.000707,-0.000687,-0.002426,-0.004814,-0.000685,-0.000469,0.002139,-0.000363,0.00035,0.000337,0.002286,0.002241,-0.001228,-0.000626,0.002314,-0.002078,-0.002303,-0.000727,0.000431,0.001156,0.001915,-0.001662,1
-0.001951,-0.000671,-0.001169,-0.001195,0.000648,0.002367,0.000922,-0.00281,-2.6e-05,3.2e-05,-0.002401,-0.004433,-0.000212,-0.000404,0.002541,0.000371,0.000107,0.000338,0.001539,0.002342,-0.001302,-0.000492,0.002484,-0.001896,-0.002268,-0.001071,0.000617,0.001263,0.001808,-0.00206,1
-0.004575,0.001081,-0.004868,0.001482,-0.000344,0.000978,-0.002042,0.000317,-0.002083,-2.7e-05,-0.006107,-0.005712,-0.002056,-0.000248,0.003447,8.3e-05,-0.000405,0.00059,0.004201,0.0024,-0.0021,-0.001277,0.002379,-0.004908,-0.004444,-0.000914,0.000894,0.002063,0.002228,-0.004395,0
-0.004555,0.000351,-0.00506,0.001871,-0.000969,0.000442,-0.001904,0.000527,-0.001918,-0.000325,-0.006832,-0.005653,-0.001231,-0.000374,0.003403,1.6e-05,-0.00039,0.000493,0.003948,0.002273,-0.002048,-0.001087,0.002861,-0.004644,-0.004465,-0.000933,0.000771,0.002151,0.002044,-0.004429,0
-0.002718,-7e-06,-0.001163,-0.002688,-0.000538,0.00291,0.000561,-0.002286,-0.00116,-0.000405,-0.002675,-0.003795,-0.001295,-0.000487,0.002121,0.000325,-0.000503,0.000318,0.002503,0.001962,-0.001261,-0.001085,0.001987,-0.002636,-0.002155,-0.000978,0.000476,0.001707,0.001735,-0.001724,0
-0.001435,-0.000888,-0.000922,-0.001699,-0.000272,0.000917,0.001525,-0.002382,5e-06,5.9e-05,-0.002385,-0.005077,-0.000944,-0.000525,0.002399,0.000309,0.000421,5e-05,0.001777,0.002186,-0.001228,-0.000843,0.002378,-0.001831,-0.002197,-0.000954,0.000504,0.001229,0.00222,-0.001596,1
-0.001297,-0.000353,-0.002268,0.000536,0.000456,0.000613,-0.000868,-0.000209,-0.000557,-0.000486,-0.002416,-0.005172,-0.001002,-0.000601,0.002206,-0.000247,0.000412,0.000254,0.002089,0.002387,-0.001126,-0.000772,0.002284,-0.001921,-0.002163,-0.000836,0.000324,0.001191,0.001979,-0.001555,0
-0.003255,-8e-05,-0.001611,-0.002302,-0.001133,0.002044,0.000219,-0.00241,-0.001126,-0.000369,-0.002928,-0.00413,-0.00115,-0.000737,0.002096,0.000345,-0.000276,0.000339,0.002625,0.002088,-0.001215,-0.000829,0.001651,-0.002553,-0.00231,-0.001008,7.3e-05,0.001425,0.001402,-0.002177,1
-0.001587,-0.000216,-0.000689,-0.001929,0.000265,0.0019,0.001131,-0.001966,-0.000521,-0.000484,-0.002277,-0.005044,-0.00099,-0.000539,0.002181,-0.000255,0.000307,0.000191,0.002113,0.002497,-0.001169,-0.000795,0.002386,-0.0021,-0.002202,-0.000742,0.000373,0.001272,0.00193,-0.001507,1
-0.002984,-0.000679,-0.004623,0.002127,0.000216,-0.000702,-0.000831,-0.000791,8.5e-05,-9.4e-05,-0.005585,-0.007052,-0.001642,-0.0005,0.004248,-0.000399,0.000263,0.000259,0.003119,0.002557,-0.001975,-0.000846,0.003104,-0.004291,-0.004703,-0.000843,0.001974,0.001844,0.003176,-0.003602,0
-0.001636,-0.000463,-0.002689,0.000594,0.000415,0.000638,-0.000885,-6.7e-05,-0.000577,-0.000453,-0.002191,-0.005216,-0.00121,-0.000475,0.002188,-0.000276,7.9e-05,0.000247,0.001974,0.002368,-0.001183,-0.000834,0.002198,-0.002137,-0.002135,-0.000672,0.000439,0.00126,0.001859,-0.001538,1
-0.002983,0.000823,-0.000708,-0.002338,-0.000244,0.002785,0.000567,-0.00226,-0.001199,-0.000292,-0.002325,-0.003297,-0.001381,-0.000326,0.002256,0.000367,-0.000333,0.00053,0.002485,0.002058,-0.001389,-0.001047,0.002107,-0.002434,-0.002327,-0.000906,0.000422,0.001612,0.001658,-0.001816,1
-0.003133,-0.001138,-0.00466,0.001585,-0.000317,-0.001033,-0.001202,-0.000701,-0.000101,3e-05,-0.004807,-0.007601,-0.001602,-0.00047,0.004189,-0.000394,0.000473,0.000138,0.003416,0.002473,-0.002125,-0.000564,0.003041,-0.004253,-0.004578,-0.000609,0.00175,0.001604,0.003135,-0.003679,1
-0.002312,0.000506,-0.000879,-0.002235,-0.001729,0.002148,0.000269,-0.002569,-0.001808,-0.000605,-0.002058,-0.003915,-0.00155,-0.000104,0.00265,0.000461,7.9e-05,0.000517,0.002182,0.002531,-0.001632,-0.000907,0.002261,-0.002533,-0.002041,-0.00075,9.7e-05,0.001672,0.001564,-0.001704,1
-0.002552,-0.000106,-0.002931,0.001023,0.000621,0.000554,-0.000965,0.000286,-0.000453,0.000341,-0.002717,-0.004314,0.000395,-0.000169,0.002578,0.000219,-0.000354,0.000303,0.001682,0.002205,-0.001369,-0.000681,0.002122,-0.00184,-0.002188,-0.001519,0.000604,0.001052,0.001786,-0.00208,1
-0.002718,-0.001111,-0.0015,-0.001456,0.000566,0.002285,0.00063,-0.002641,-0.000255,0.000158,-0.002866,-0.004501,3.5e-05,-0.000368,0.002696,0.000214,-0.000269,8e-05,0.001696,0.0022,-0.001245,-0.00052,0.002286,-0.001738,-0.002282,-0.001031,0.000528,0.001132,0.001734,-0.00232,1
-0.003169,0.00034,-0.001241,-0.001894,-0.001064,0.002351,0.000622,-0.001713,-0.000745,-0.00039,-0.003016,-0.003274,-0.000663,-0.000181,0.002396,0.000297,-0.000144,0.000285,0.001792,0.001656,-0.001235,-0.001112,0.00242,-0.002211,-0.002176,-0.000993,0.000112,0.001558,0.001642,-0.001965,0
-0.002769,0.001115,-0.004837,0.001087,0.000976,0.000655,-0.001876,0.000446,-0.002227,-0.001115,-0.003838,-0.005491,-0.002049,0.000907,0.004068,0.000175,1.1e-05,0.001175,0.00412,0.00206,-0.002744,-0.001358,0.002798,-0.004276,-0.003516,-0.000458,0.001302,0.002482,0.002912,-0.003568,0
-0.002233,-0.00068,-0.003064,0.000227,-0.001038,-0.000716,-0.000964,-0.000244,-0.000864,-0.000372,-0.002003,-0.00393,-0.000942,-0.000741,0.002749,-0.000336,0.000218,0.000836,0.002248,0.002076,-0.001295,-0.000853,0.00174,-0.001978,-0.002101,-0.000866,0.00086,0.000955,0.002301,-0.001751,1
-0.001657,-0.001024,-0.001156,-0.001527,-0.000308,0.001075,0.001483,-0.002108,-7.9e-05,0.000108,-0.002315,-0.005034,-0.001189,-0.000432,0.0023,0.000154,0.000262,0.000301,0.001671,0.00215,-0.001209,-0.000845,0.002175,-0.002052,-0.002129,-0.000937,0.000456,0.001132,0.002142,-0.001549,0
-0.002065,0.000622,-0.001279,-0.002044,-0.000839,0.002594,0.000103,-0.002509,-0.001558,-0.000254,-0.002257,-0.003338,-0.001532,-0.000213,0.002433,0.000386,9.2e-05,0.000463,0.00198,0.002653,-0.001405,-0.000889,0.002099,-0.002257,-0.002267,-0.000932,0.000251,0.001501,0.001494,-0.001771,0
-0.002665,-0.000722,-0.001222,-0.001771,0.001107,0.002106,0.001345,-0.002297,-7e-05,8e-05,-0.002564,-0.003973,-0.000374,-0.000457,0.0024,0.000589,9.2e-05,0.000335,0.001447,0.002037,-0.001265,-0.000959,0.002308,-0.002462,-0.00221,-0.001393,0.000738,0.001297,0.001937,-0.001885,0
-0.002435,-0.000321,-0.002803,0.000963,-0.000495,-3.7e-05,-0.001109,0.000116,-0.000669,2.6e-05,-0.003198,-0.004612,4e-05,-0.000592,0.002461,0.000213,-0.000235,2.7e-05,0.00221,0.002272,-0.001262,-0.000465,0.002321,-0.002032,-0.002089,-0.001136,0.00017,0.001092,0.001636,-0.002229,1
-0.001715,-0.000662,-0.002664,0.000714,6.9e-05,0.000573,-0.000958,-6.3e-05,-0.000375,-0.000216,-0.00237,-0.005222,-0.00141,-0.000547,0.002188,-4.5e-05,0.00014,0.000296,0.001887,0.002378,-0.001282,-0.000761,0.002184,-0.001774,-0.002136,-0.000784,0.000312,0.001104,0.001922,-0.001553,1
-0.004405,0.000662,-0.004745,0.001864,-0.001119,0.000136,-0.001848,0.000455,-0.001697,-0.000244,-0.006736,-0.005732,-0.001275,-0.000715,0.003488,8e-05,-0.000434,0.000453,0.004026,0.002357,-0.001992,-0.000985,0.002986,-0.004563,-0.004411,-0.000946,0.00079,0.0021,0.002088,-0.004425,0
-0.003072,-0.00085,-0.005359,0.002254,0.000549,0.000777,-0.001746,-0.00027,-0.000639,0.000449,-0.006194,-0.005911,-0.000431,-0.001075,0.004412,-0.000383,-0.000522,-0.000425,0.004053,0.002714,-0.002173,-0.000575,0.00359,-0.003524,-0.004205,-0.000913,0.001211,0.002092,0.002484,-0.004007,0
-0.002594,0.000276,-0.002725,0.000819,-0.000378,0.000573,-0.001142,0.000205,-0.001169,-0.000335,-0.002981,-0.003962,-0.001061,-0.000558,0.001996,0.000309,-0.000165,0.000384,0.002428,0.001982,-0.001243,-0.000774,0.001741,-0.002551,-0.002184,-0.001048,0.000151,0.001208,0.00139,-0.002449,1
-0.001552,-0.000288,-0.002632,0.000856,0.000499,5.2e-05,-0.000624,-0.000417,8.6e-05,0.00015,-0.002132,-0.004394,-0.000459,-0.000493,0.00255,0.000459,0.00016,0.000172,0.001723,0.001998,-0.001278,-0.000738,0.002515,-0.002371,-0.002418,-0.000987,0.000885,0.001342,0.001972,-0.001796,1
-0.002442,0.000178,-0.003042,0.00099,-0.000731,-4.3e-05,-0.001241,0.000345,-0.001056,-2e-05,-0.003379,-0.004149,-0.000337,-0.000296,0.002126,0.000169,-0.000258,0.000235,0.002154,0.002012,-0.00125,-0.000592,0.002319,-0.002366,-0.002248,-0.001278,0.000131,0.000892,0.001679,-0.002366,1
