credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,__target__
527,1.0,1.0,58,3,137318.42,1,1.0,1.0,126144.96,0
661,1.0,1.0,44,1,141136.62,1,1.0,0.0,189742.78,1
659,0.0,1.0,31,4,118342.26,1,0.0,0.0,161574.19,0
698,2.0,0.0,50,1,0.0,4,1.0,0.0,88566.9,1
697,0.0,0.0,25,4,165686.11,2,1.0,0.0,15467.98,0
755,1.0,0.0,38,1,82083.52,1,0.0,1.0,10333.78,0
554,2.0,0.0,45,4,0.0,2,1.0,1.0,193412.05,0
720,1.0,1.0,23,0,187861.18,2,1.0,1.0,104120.17,0
582,2.0,1.0,25,9,148042.97,2,1.0,0.0,52341.15,0
612,1.0,1.0,42,5,141927.1,1,1.0,1.0,43018.98,0
451,0.0,0.0,31,7,140931.82,1,0.0,1.0,20388.77,0
519,0.0,1.0,36,9,0.0,2,0.0,1.0,145562.4,0
767,0.0,0.0,35,2,0.0,2,0.0,0.0,144251.38,0
847,1.0,0.0,35,5,111743.43,1,1.0,1.0,183584.14,0
712,0.0,0.0,37,1,106881.5,2,0.0,0.0,169386.81,0
611,0.0,0.0,61,3,131583.59,4,0.0,1.0,66238.23,1
643,2.0,1.0,34,3,83132.09,1,1.0,1.0,21360.88,0
474,0.0,1.0,26,6,0.0,2,0.0,0.0,152491.22,0
850,1.0,0.0,36,3,169025.83,1,1.0,0.0,174235.06,0
718,0.0,0.0,31,0,118100.59,2,1.0,0.0,103165.15,0
548,1.0,0.0,36,2,108913.84,2,1.0,1.0,140460.01,0
595,1.0,0.0,32,0,92466.21,1,1.0,0.0,4721.3,0
550,2.0,1.0,62,7,80927.56,1,0.0,1.0,64490.67,0
689,2.0,1.0,40,2,0.0,2,1.0,1.0,164768.82,0
637,1.0,0.0,36,10,145750.45,2,1.0,1.0,96660.76,0
669,0.0,1.0,26,4,0.0,2,1.0,1.0,197594.34,0
660,0.0,1.0,35,7,0.0,2,1.0,0.0,13218.6,0
726,1.0,0.0,51,8,107494.86,2,1.0,0.0,140937.91,1
715,0.0,0.0,38,0,0.0,2,1.0,1.0,332.81,0
637,1.0,0.0,55,1,123378.2,1,1.0,0.0,81431.99,1
520,2.0,0.0,35,4,115680.81,1,1.0,1.0,90280.7,0
725,0.0,1.0,66,4,86459.8,1,1.0,1.0,141476.56,0
678,0.0,0.0,55,5,0.0,1,0.0,1.0,196794.11,1
821,1.0,1.0,42,3,87807.29,2,1.0,1.0,64613.81,0
665,2.0,0.0,32,10,0.0,1,1.0,1.0,22487.45,0
521,0.0,0.0,39,6,0.0,2,0.0,1.0,27375.15,0
850,0.0,1.0,39,4,127771.35,2,0.0,1.0,151738.54,0
658,0.0,0.0,40,7,140596.95,1,0.0,1.0,135459.02,1
753,0.0,1.0,32,6,177729.13,1,1.0,1.0,161642.08,0
652,0.0,0.0,40,4,79927.36,2,1.0,1.0,33524.6,0
674,0.0,1.0,37,3,0.0,1,1.0,0.0,158049.9,0
587,1.0,0.0,44,5,125584.17,2,1.0,1.0,41852.24,1
652,1.0,0.0,37,9,145219.3,1,1.0,0.0,159132.83,0
617,0.0,1.0,34,1,61687.33,2,1.0,0.0,105965.25,0
600,0.0,0.0,37,4,0.0,3,1.0,0.0,7312.25,1
742,0.0,0.0,35,2,79126.17,1,1.0,1.0,126997.53,0
709,0.0,0.0,32,7,0.0,2,1.0,1.0,199418.02,0
710,0.0,1.0,33,10,118327.17,2,1.0,1.0,192928.82,0
757,0.0,1.0,57,3,89079.41,1,1.0,1.0,53179.21,1
571,0.0,1.0,40,10,112896.86,1,1.0,1.0,121402.53,0
526,1.0,1.0,50,5,124233.24,1,0.0,1.0,159456.87,1
473,2.0,1.0,48,8,0.0,2,1.0,0.0,71139.8,0
717,0.0,0.0,28,1,90537.16,1,0.0,1.0,74800.99,0
632,1.0,1.0,41,8,127205.32,4,1.0,0.0,93874.87,1
675,1.0,0.0,29,8,121326.42,1,1.0,0.0,133457.52,0
642,2.0,1.0,34,8,0.0,1,1.0,0.0,72085.1,0
733,0.0,1.0,48,5,0.0,1,0.0,1.0,117830.57,0
502,0.0,0.0,64,3,139663.37,1,0.0,1.0,100995.11,0
731,2.0,0.0,26,3,0.0,2,1.0,0.0,37697.29,0
785,2.0,1.0,41,7,0.0,2,1.0,1.0,199108.88,0
850,1.0,1.0,37,9,122506.38,1,0.0,1.0,199693.84,1
723,2.0,1.0,38,6,0.0,2,1.0,1.0,94415.6,0
777,1.0,0.0,37,10,121532.17,2,1.0,1.0,73464.88,0
845,0.0,0.0,28,9,0.0,2,1.0,1.0,56185.98,0
751,1.0,1.0,54,9,156367.6,2,0.0,1.0,116179.92,0
540,2.0,1.0,67,1,88382.01,1,0.0,1.0,59457.0,0
727,0.0,1.0,32,1,59271.82,1,1.0,1.0,46019.43,0
736,0.0,0.0,63,10,0.0,2,0.0,1.0,502.7,0
757,0.0,1.0,36,7,144852.06,1,0.0,0.0,130861.95,0
662,0.0,1.0,29,5,147092.65,1,1.0,0.0,10928.3,0
677,1.0,1.0,28,0,143988.0,2,1.0,0.0,8755.69,1
506,2.0,1.0,50,3,0.0,2,1.0,0.0,12016.79,0
625,0.0,1.0,41,6,97663.16,2,1.0,0.0,57128.78,0
631,0.0,1.0,29,7,0.0,2,0.0,1.0,125877.22,0
850,0.0,1.0,33,0,124781.67,1,0.0,1.0,33700.52,0
732,1.0,0.0,29,1,154333.82,1,1.0,1.0,138527.56,0
428,0.0,0.0,62,1,107735.93,1,0.0,1.0,58381.77,0
722,2.0,0.0,32,4,0.0,2,1.0,1.0,113666.48,0
601,1.0,1.0,42,1,98495.72,1,1.0,0.0,40014.76,1
607,0.0,0.0,21,0,0.0,2,1.0,0.0,116106.52,0
726,1.0,0.0,33,7,99046.31,2,1.0,1.0,56053.06,0
592,2.0,1.0,38,8,0.0,2,1.0,0.0,180426.2,0
581,0.0,1.0,37,7,0.0,2,1.0,1.0,74320.75,0
613,1.0,0.0,50,5,101242.98,2,1.0,0.0,12493.61,0
581,2.0,0.0,31,6,0.0,2,1.0,0.0,188377.21,0
850,1.0,1.0,38,7,101985.81,2,0.0,0.0,43801.27,0
674,1.0,0.0,36,6,100762.64,1,1.0,0.0,182156.86,0
699,0.0,1.0,37,10,0.0,2,0.0,0.0,83263.04,0
705,1.0,0.0,48,1,156848.13,2,1.0,1.0,99475.95,1
653,2.0,0.0,38,9,149571.94,1,1.0,0.0,118383.18,0
850,0.0,1.0,37,4,126872.6,1,1.0,0.0,197266.58,0
655,2.0,0.0,78,2,0.0,2,0.0,1.0,188435.38,0
684,2.0,1.0,41,2,119782.72,2,0.0,0.0,120284.67,0
626,0.0,1.0,33,8,0.0,2,1.0,0.0,138504.28,0
739,2.0,0.0,27,8,98926.4,1,1.0,1.0,106969.98,0
707,0.0,1.0,37,1,0.0,2,0.0,1.0,6035.51,0
556,1.0,1.0,42,0,115915.53,2,0.0,1.0,125435.47,1
676,0.0,1.0,38,8,0.0,2,1.0,1.0,133692.88,0
775,1.0,1.0,70,6,119684.88,2,1.0,1.0,74532.02,0
562,0.0,1.0,45,6,136855.24,1,1.0,0.0,46864.0,0
429,0.0,0.0,39,6,48023.83,1,1.0,0.0,74870.99,0
789,1.0,1.0,33,8,151607.56,1,1.0,0.0,4389.4,0
484,0.0,0.0,50,2,90408.16,2,0.0,0.0,48170.57,0
567,2.0,1.0,40,4,118628.8,1,0.0,0.0,91973.63,0
584,0.0,1.0,35,9,0.0,2,1.0,0.0,192381.21,0
648,1.0,0.0,28,8,90371.09,1,1.0,1.0,146851.73,0
436,1.0,1.0,45,3,104339.11,2,1.0,1.0,183540.22,1
670,0.0,0.0,31,2,57530.06,1,1.0,1.0,181893.31,1
706,0.0,1.0,34,8,0.0,2,1.0,1.0,37479.97,0
603,0.0,1.0,46,2,0.0,2,1.0,1.0,59563.49,0
768,0.0,0.0,26,5,51116.26,1,1.0,1.0,70454.79,1
625,0.0,0.0,51,7,136294.97,1,1.0,0.0,38867.46,1
790,0.0,1.0,26,5,0.0,1,1.0,0.0,20510.79,0
630,0.0,1.0,53,5,138053.67,1,0.0,1.0,114110.97,0
563,0.0,0.0,34,6,139810.34,1,1.0,1.0,152417.79,0
813,1.0,1.0,30,1,116416.94,1,0.0,1.0,85808.22,0
763,2.0,1.0,67,9,148564.66,1,0.0,1.0,87236.4,0
743,2.0,0.0,36,8,92716.96,1,1.0,1.0,33693.78,0
721,2.0,1.0,57,1,0.0,1,1.0,1.0,195940.96,0
618,2.0,1.0,32,5,133476.09,1,0.0,1.0,154843.4,0
614,0.0,1.0,44,6,0.0,2,0.0,1.0,104930.46,0
697,1.0,1.0,31,3,108805.42,2,0.0,1.0,123825.83,0
543,0.0,0.0,71,1,104308.77,1,1.0,1.0,25650.04,0
841,2.0,1.0,41,1,0.0,2,0.0,1.0,193093.77,0
780,0.0,1.0,76,10,121313.88,1,0.0,1.0,64872.33,0
681,2.0,1.0,30,2,128393.29,1,1.0,1.0,180593.45,0
603,0.0,1.0,31,4,0.0,2,0.0,1.0,9607.1,0
506,0.0,0.0,57,6,0.0,2,0.0,1.0,194421.12,1
760,0.0,1.0,34,2,0.0,2,1.0,0.0,164162.44,0
678,0.0,1.0,40,1,0.0,2,1.0,1.0,187343.4,0
774,0.0,1.0,40,9,93017.47,2,1.0,0.0,191608.97,0
791,1.0,1.0,31,1,130240.33,1,0.0,0.0,96546.55,0
754,1.0,1.0,65,1,136186.44,1,1.0,1.0,121529.59,1
592,1.0,1.0,31,7,124593.23,1,1.0,0.0,86079.67,0
680,0.0,1.0,44,3,0.0,2,1.0,0.0,86935.08,0
639,1.0,1.0,35,10,128173.9,2,1.0,0.0,59093.39,0
649,2.0,0.0,36,6,86607.39,1,0.0,0.0,19825.09,0
850,0.0,1.0,30,6,86449.39,1,1.0,1.0,188809.23,0
627,2.0,0.0,25,4,0.0,1,1.0,1.0,194313.93,0
606,0.0,1.0,31,10,0.0,2,1.0,0.0,195209.4,0
761,0.0,1.0,36,9,127637.92,1,1.0,1.0,81062.93,0
769,1.0,1.0,60,9,148846.39,1,1.0,0.0,192831.67,1
670,1.0,0.0,35,2,79585.96,1,0.0,1.0,198802.9,0
630,2.0,0.0,21,1,85818.18,1,1.0,1.0,133102.3,0
769,1.0,0.0,34,7,137239.17,1,1.0,1.0,71379.92,1
563,2.0,1.0,26,7,0.0,2,0.0,0.0,6139.74,0
652,2.0,1.0,58,6,0.0,2,0.0,1.0,170025.43,0
772,1.0,0.0,48,6,108736.52,1,1.0,0.0,184564.67,1
740,1.0,0.0,36,4,109044.6,1,0.0,0.0,94554.74,1
687,2.0,0.0,72,4,0.0,2,1.0,1.0,50267.69,0
439,2.0,1.0,52,3,96196.24,4,1.0,0.0,198874.52,1
676,0.0,1.0,20,1,80569.73,1,0.0,0.0,68621.98,0
506,1.0,0.0,41,3,57745.76,1,1.0,0.0,4035.46,0
612,0.0,0.0,42,10,75497.51,1,0.0,0.0,149682.78,0
746,2.0,1.0,30,1,112666.67,1,0.0,0.0,11710.4,1
664,0.0,0.0,41,5,0.0,1,1.0,1.0,152054.33,0
686,2.0,1.0,41,7,102749.72,1,0.0,1.0,194913.86,0
839,0.0,0.0,51,3,0.0,1,1.0,1.0,69101.23,1
630,0.0,1.0,67,5,0.0,2,1.0,1.0,27330.27,0
561,0.0,0.0,35,5,0.0,2,1.0,0.0,59981.62,0
680,0.0,1.0,34,9,0.0,2,1.0,1.0,95686.6,0
710,2.0,0.0,28,6,0.0,1,1.0,0.0,48426.98,0
698,2.0,1.0,27,6,125427.37,2,0.0,0.0,27654.44,0
651,2.0,1.0,38,2,0.0,3,1.0,0.0,67029.82,1
713,0.0,1.0,36,8,133889.35,1,1.0,1.0,143265.65,0
549,0.0,0.0,52,1,0.0,1,0.0,1.0,8636.05,1
719,2.0,0.0,33,7,0.0,2,1.0,0.0,20016.59,0
565,1.0,1.0,31,2,89558.39,2,1.0,1.0,4441.54,0
578,0.0,1.0,34,4,175111.11,1,1.0,1.0,74858.3,0
724,2.0,1.0,36,1,0.0,2,1.0,0.0,52462.25,0
408,0.0,0.0,84,8,87873.39,1,0.0,0.0,188484.52,1
758,2.0,1.0,56,1,0.0,2,1.0,1.0,10643.38,0
674,0.0,1.0,22,3,0.0,1,1.0,1.0,173940.59,0
773,0.0,1.0,25,1,124532.78,2,0.0,1.0,11723.57,0
437,0.0,0.0,43,6,0.0,1,1.0,0.0,148330.97,1
560,0.0,1.0,57,0,0.0,2,0.0,1.0,116781.71,0
603,0.0,0.0,24,3,0.0,1,1.0,1.0,198826.03,1
840,0.0,0.0,43,7,0.0,2,1.0,0.0,90908.95,0
700,0.0,0.0,26,2,0.0,2,0.0,0.0,50051.42,0
773,0.0,1.0,64,2,145578.28,1,0.0,1.0,186172.85,0
684,2.0,1.0,40,2,70291.02,1,1.0,1.0,115468.84,1
701,0.0,1.0,44,7,0.0,2,1.0,0.0,23425.78,0
743,1.0,0.0,34,1,131736.88,1,1.0,1.0,108543.21,0
575,2.0,1.0,41,2,100062.39,1,0.0,0.0,126307.25,0
804,0.0,1.0,25,7,108396.67,1,1.0,0.0,128276.95,0
730,2.0,1.0,42,4,0.0,2,0.0,1.0,85982.47,0
648,2.0,1.0,36,8,146943.38,2,1.0,1.0,130041.45,0
755,0.0,1.0,31,5,0.0,2,0.0,1.0,194660.78,0
613,1.0,0.0,30,5,131563.88,2,1.0,0.0,170638.98,0
730,0.0,0.0,22,9,65763.57,1,1.0,1.0,145792.01,0
679,2.0,1.0,39,5,0.0,2,1.0,1.0,100060.54,0
583,0.0,0.0,29,10,0.0,2,1.0,1.0,111285.85,0
746,0.0,1.0,47,8,142382.03,1,1.0,1.0,62086.62,0
650,1.0,0.0,45,9,152367.21,3,1.0,0.0,150835.21,1
794,2.0,0.0,37,9,0.0,2,1.0,0.0,68008.85,0
600,0.0,1.0,49,7,90218.9,1,1.0,0.0,91347.76,0
646,2.0,0.0,50,5,142644.64,2,1.0,1.0,142208.5,1
760,0.0,0.0,32,7,0.0,2,1.0,1.0,105969.05,0
748,0.0,0.0,49,7,29602.08,1,0.0,0.0,163550.58,1
755,0.0,1.0,23,5,84284.48,2,1.0,1.0,62851.6,0
756,2.0,1.0,38,6,119208.85,1,1.0,0.0,169763.89,1
776,2.0,1.0,30,6,0.0,2,0.0,1.0,63908.86,0
640,0.0,1.0,33,7,154575.76,1,1.0,0.0,25722.28,1
635,0.0,0.0,48,8,130796.33,2,1.0,1.0,43250.3,0
848,1.0,1.0,31,4,90018.45,2,1.0,0.0,193132.98,0
509,0.0,1.0,31,3,0.0,2,1.0,0.0,15360.91,0
605,0.0,0.0,28,6,0.0,2,0.0,0.0,159508.52,0
555,0.0,1.0,51,5,0.0,3,1.0,0.0,189122.89,1
540,2.0,1.0,39,2,0.0,2,1.0,0.0,81995.92,0
682,2.0,0.0,54,0,83102.72,2,1.0,1.0,54132.93,0
602,0.0,0.0,42,10,0.0,2,0.0,0.0,169921.11,1
832,0.0,1.0,61,2,0.0,1,0.0,1.0,127804.66,1
797,0.0,1.0,29,1,0.0,1,0.0,1.0,149991.32,0
676,1.0,1.0,28,1,69459.05,2,1.0,1.0,128461.29,0
710,1.0,0.0,24,7,103099.17,2,1.0,0.0,173276.62,0
529,0.0,1.0,22,5,0.0,1,1.0,0.0,151169.83,0
520,0.0,1.0,30,3,143396.54,2,1.0,1.0,898.51,0
743,2.0,1.0,25,6,0.0,2,1.0,0.0,129740.11,0
666,0.0,0.0,41,10,141162.08,1,1.0,0.0,50908.48,0
715,1.0,0.0,32,3,104857.19,2,1.0,0.0,114149.8,0
668,0.0,0.0,32,2,0.0,2,1.0,1.0,40652.33,0
672,0.0,0.0,34,1,142151.75,2,1.0,1.0,168753.34,0
632,1.0,1.0,48,6,126066.26,1,1.0,0.0,64345.61,1
689,2.0,0.0,28,3,0.0,2,1.0,1.0,192449.02,0
845,0.0,1.0,33,8,164385.53,1,1.0,0.0,150664.97,0
565,1.0,0.0,32,9,68067.24,1,1.0,0.0,143287.58,0
700,1.0,0.0,59,5,137648.41,1,1.0,0.0,142977.05,1
637,1.0,1.0,41,2,138014.4,2,1.0,0.0,140298.24,0
719,2.0,0.0,48,5,0.0,2,0.0,0.0,78563.66,0
662,0.0,0.0,41,4,0.0,2,1.0,0.0,126551.48,0
663,0.0,0.0,33,2,0.0,2,1.0,0.0,153295.0,0
684,1.0,1.0,59,9,122471.09,1,0.0,1.0,15807.07,0
719,2.0,1.0,40,4,128389.12,1,1.0,1.0,176091.31,0
727,0.0,1.0,18,4,133550.67,1,1.0,1.0,46941.41,0
512,0.0,1.0,36,4,152169.12,2,0.0,0.0,38629.3,1
601,0.0,0.0,43,8,0.0,3,0.0,1.0,110916.15,1
633,0.0,0.0,36,6,125130.28,1,0.0,0.0,125961.48,0
615,1.0,1.0,43,3,86920.86,1,1.0,1.0,150048.37,0
678,0.0,0.0,32,9,0.0,1,1.0,1.0,148210.64,0
697,0.0,0.0,42,10,0.0,2,1.0,0.0,61312.15,0
696,0.0,1.0,52,6,139781.06,1,1.0,0.0,27445.4,1
484,0.0,0.0,32,3,0.0,2,1.0,1.0,139390.99,0
744,0.0,1.0,36,10,0.0,2,1.0,1.0,182867.84,0
739,0.0,0.0,20,4,133800.98,1,0.0,1.0,150245.81,0
521,1.0,0.0,49,2,127948.57,1,1.0,1.0,182765.14,0
647,0.0,1.0,41,4,138937.35,1,1.0,1.0,101617.64,1
591,0.0,1.0,45,5,0.0,2,1.0,1.0,155492.87,0
721,0.0,1.0,41,7,0.0,2,0.0,1.0,61018.85,0
570,0.0,0.0,46,3,0.0,2,0.0,0.0,820.46,0
850,0.0,0.0,28,1,105245.34,1,0.0,1.0,74780.13,0
650,2.0,0.0,30,6,0.0,1,0.0,0.0,67997.13,1
621,0.0,1.0,27,4,137003.68,1,1.0,0.0,21254.06,0
592,0.0,0.0,27,4,0.0,2,1.0,1.0,183569.25,0
713,2.0,0.0,48,1,163760.82,1,0.0,0.0,157381.14,1
453,2.0,0.0,42,5,0.0,3,1.0,0.0,83008.49,1
699,0.0,1.0,30,9,0.0,1,1.0,1.0,108162.13,0
605,2.0,0.0,48,6,0.0,2,1.0,1.0,40062.99,0
763,1.0,1.0,42,6,100160.75,1,1.0,0.0,33462.94,1
718,0.0,0.0,31,1,152663.77,1,0.0,1.0,17128.64,0
464,0.0,1.0,46,6,161798.53,1,1.0,0.0,182944.47,0
453,0.0,1.0,29,6,0.0,1,0.0,0.0,198376.02,1
705,0.0,0.0,49,7,0.0,1,1.0,0.0,63405.2,1
628,0.0,1.0,32,9,149136.31,2,1.0,1.0,16402.11,0
551,2.0,0.0,48,5,95679.29,1,0.0,0.0,94978.1,0
652,2.0,1.0,71,4,0.0,1,1.0,1.0,120107.1,0
612,2.0,1.0,39,5,170288.38,1,1.0,1.0,59601.15,0
656,0.0,1.0,18,10,151762.74,1,0.0,1.0,127014.32,0
635,2.0,0.0,38,1,0.0,2,1.0,0.0,90605.05,0
737,2.0,1.0,38,6,146282.79,2,1.0,0.0,198516.2,0
714,2.0,1.0,29,4,0.0,2,1.0,1.0,37605.9,0
631,1.0,0.0,34,6,125227.82,2,0.0,1.0,128247.03,0
624,1.0,0.0,27,7,104848.68,1,1.0,1.0,167387.36,0
732,1.0,1.0,42,9,108748.08,2,1.0,1.0,65323.11,0
802,0.0,1.0,29,9,127414.55,1,1.0,1.0,134459.12,0
527,0.0,1.0,31,4,0.0,1,1.0,0.0,169361.89,0
647,1.0,1.0,37,3,116509.99,1,1.0,1.0,149517.71,1
451,2.0,0.0,23,9,0.0,2,0.0,1.0,48021.71,0
764,0.0,0.0,44,1,0.0,2,1.0,1.0,11467.38,0
559,0.0,0.0,42,7,0.0,2,1.0,1.0,190040.29,0
428,1.0,0.0,40,3,129248.11,2,1.0,0.0,72876.43,1
547,2.0,0.0,31,9,0.0,2,0.0,0.0,99294.22,0
850,0.0,1.0,34,2,72079.71,1,1.0,1.0,115767.93,0
710,1.0,0.0,62,9,148214.36,1,1.0,0.0,48571.14,1
726,0.0,1.0,37,2,132057.92,2,1.0,0.0,34743.98,0
447,0.0,0.0,44,5,89188.83,1,1.0,1.0,75408.24,0
671,1.0,1.0,45,6,99564.22,1,1.0,1.0,108872.45,1
606,0.0,1.0,36,1,155655.46,1,1.0,1.0,192387.51,1
615,0.0,0.0,23,4,0.0,2,1.0,0.0,196476.19,0
751,0.0,0.0,44,10,0.0,2,1.0,0.0,170634.49,0
714,1.0,1.0,21,6,86402.52,2,0.0,0.0,27330.59,0
731,2.0,0.0,37,1,128932.4,1,1.0,1.0,180712.52,0
564,0.0,1.0,35,4,0.0,1,1.0,0.0,158937.55,0
537,0.0,0.0,53,3,0.0,1,1.0,1.0,91406.62,0
506,0.0,0.0,41,1,0.0,2,1.0,0.0,31766.3,0
664,0.0,1.0,46,2,0.0,1,1.0,1.0,177423.02,1
508,0.0,0.0,43,9,0.0,1,1.0,0.0,103726.71,0
577,1.0,0.0,59,7,111396.97,1,0.0,1.0,191070.01,0
730,2.0,1.0,25,5,167385.81,1,1.0,1.0,56307.51,0
600,0.0,0.0,26,6,108909.12,1,1.0,0.0,82547.01,0
645,2.0,1.0,44,8,113755.78,2,1.0,0.0,149756.71,1
807,1.0,1.0,47,1,171937.27,1,1.0,1.0,65636.92,0
633,1.0,1.0,40,5,86172.81,2,1.0,1.0,117279.49,0
489,0.0,1.0,34,5,0.0,1,0.0,0.0,43540.59,0
812,0.0,1.0,34,5,103818.43,1,1.0,1.0,166038.27,0
848,2.0,1.0,22,7,120811.89,1,1.0,1.0,185510.34,0
512,1.0,1.0,41,7,122403.24,1,0.0,1.0,37439.9,1
447,0.0,0.0,32,10,0.0,1,1.0,1.0,151815.76,0
771,2.0,1.0,18,1,0.0,2,0.0,0.0,41542.95,0
627,2.0,1.0,48,1,132759.8,1,1.0,0.0,78899.22,0
608,2.0,1.0,48,7,75801.74,1,1.0,0.0,125762.95,0
670,0.0,1.0,38,10,89416.99,1,0.0,0.0,144275.39,0
636,1.0,0.0,31,9,80844.69,2,1.0,1.0,74641.9,0
614,1.0,1.0,32,7,99462.8,2,1.0,1.0,51117.06,0
654,0.0,1.0,29,7,0.0,2,1.0,1.0,149184.15,0
625,0.0,0.0,40,7,141267.67,1,0.0,1.0,177397.49,0
350,0.0,0.0,40,0,111098.85,1,1.0,1.0,172321.21,1
662,0.0,0.0,36,4,166909.2,2,1.0,0.0,138871.12,1
654,0.0,1.0,47,10,0.0,2,1.0,0.0,170481.98,0
625,0.0,1.0,45,7,137555.44,1,0.0,0.0,124607.7,0
686,0.0,1.0,38,6,149238.97,1,1.0,1.0,97825.23,0
573,1.0,1.0,35,9,134498.54,2,1.0,1.0,119924.8,0
754,1.0,0.0,48,7,141819.02,1,1.0,0.0,93550.53,1
532,0.0,1.0,42,1,159024.71,1,1.0,0.0,100982.93,1
604,0.0,0.0,47,8,62094.71,3,0.0,0.0,9308.1,1
602,0.0,1.0,34,5,0.0,2,1.0,1.0,77414.45,0
512,0.0,0.0,37,1,0.0,2,0.0,1.0,156105.03,0
590,0.0,1.0,41,1,89086.31,1,1.0,0.0,24499.97,0
635,0.0,1.0,41,4,103544.88,2,1.0,0.0,193746.55,0
579,0.0,0.0,26,10,162482.76,1,1.0,1.0,18458.2,0
643,0.0,1.0,36,0,148159.71,1,0.0,0.0,55835.66,0
689,0.0,1.0,40,8,160272.27,1,1.0,0.0,49656.24,0
753,0.0,0.0,43,5,0.0,2,1.0,0.0,109881.71,0
432,0.0,1.0,42,9,152603.45,1,1.0,0.0,110265.24,1
797,0.0,1.0,31,9,0.0,2,1.0,1.0,24748.89,0
777,0.0,1.0,36,7,0.0,1,1.0,0.0,106472.34,0
653,2.0,1.0,55,2,70263.83,1,0.0,1.0,62347.71,0
598,2.0,0.0,38,6,0.0,2,0.0,0.0,173783.38,0
593,0.0,0.0,33,0,95927.04,1,1.0,0.0,199478.05,0
850,0.0,0.0,28,9,0.0,2,1.0,1.0,164864.67,0
747,1.0,1.0,37,9,135776.36,3,1.0,0.0,85470.45,1
654,2.0,0.0,36,2,0.0,2,1.0,1.0,146652.11,0
716,0.0,0.0,22,8,0.0,2,1.0,1.0,92606.98,0
435,0.0,1.0,54,3,0.0,1,1.0,0.0,156910.46,1
586,0.0,1.0,32,1,0.0,2,0.0,0.0,31635.99,0
662,0.0,0.0,39,5,139562.05,2,1.0,0.0,61636.22,0
750,2.0,0.0,37,2,113817.06,1,0.0,0.0,88333.74,0
658,0.0,0.0,31,7,123974.96,1,1.0,0.0,102153.75,0
759,2.0,1.0,31,8,0.0,2,1.0,1.0,99086.74,0
613,0.0,1.0,34,5,144094.2,1,1.0,0.0,44510.26,0
632,0.0,1.0,43,2,100013.51,1,1.0,0.0,24275.32,0
585,2.0,0.0,56,1,128472.8,1,1.0,0.0,186476.91,1
652,1.0,1.0,27,2,166527.88,2,0.0,1.0,146007.7,0
784,2.0,1.0,35,3,0.0,2,0.0,0.0,81483.64,0
570,1.0,0.0,50,5,129293.74,1,1.0,0.0,177805.44,1
655,0.0,1.0,27,2,131691.33,1,1.0,0.0,49480.66,0
654,2.0,0.0,54,5,0.0,2,0.0,1.0,47139.06,0
567,2.0,1.0,43,2,115643.58,2,0.0,0.0,174606.35,0
684,0.0,0.0,26,5,87098.91,1,0.0,0.0,106095.82,0
640,0.0,1.0,68,9,0.0,2,1.0,1.0,199493.38,0
544,0.0,0.0,45,6,0.0,2,0.0,1.0,151401.33,0
760,1.0,1.0,29,5,103607.24,2,0.0,1.0,86334.64,0
443,0.0,1.0,44,2,0.0,1,1.0,0.0,159165.7,0
619,0.0,1.0,43,1,125211.92,1,1.0,1.0,113410.49,0
744,0.0,0.0,43,10,147832.15,1,0.0,1.0,24234.11,0
687,0.0,1.0,35,8,0.0,2,1.0,0.0,10334.05,0
537,2.0,0.0,38,6,141786.78,1,0.0,1.0,147797.54,0
635,1.0,1.0,37,5,113488.68,1,1.0,0.0,95611.74,1
621,2.0,1.0,33,4,0.0,2,1.0,1.0,40299.23,0
593,0.0,0.0,32,3,0.0,2,1.0,1.0,151978.36,0
500,0.0,1.0,45,2,109162.82,1,1.0,1.0,126145.08,0
487,2.0,0.0,36,1,140137.15,1,1.0,0.0,194073.33,0
661,0.0,1.0,35,9,100107.99,1,1.0,0.0,83949.68,0
597,0.0,0.0,24,1,103219.47,1,1.0,0.0,60420.07,0
640,0.0,1.0,55,10,132436.34,1,1.0,0.0,978.66,0
589,0.0,0.0,50,4,0.0,2,0.0,1.0,182076.97,0
600,0.0,0.0,32,7,98877.95,1,1.0,0.0,132973.21,0
692,1.0,1.0,53,7,150926.99,2,0.0,0.0,119817.19,0
850,1.0,1.0,28,4,147972.19,1,1.0,0.0,60708.72,1
696,1.0,1.0,32,8,101160.99,1,1.0,1.0,115916.55,0
700,0.0,1.0,46,5,95872.86,1,1.0,0.0,98273.01,1
572,1.0,1.0,39,4,112290.22,1,1.0,0.0,49373.97,1
642,2.0,1.0,26,8,144238.7,1,1.0,1.0,184399.76,0
809,0.0,1.0,36,9,68881.59,2,0.0,1.0,109135.11,0
655,0.0,1.0,27,10,0.0,2,1.0,0.0,51620.94,0
432,1.0,1.0,38,2,135559.8,2,1.0,1.0,71856.3,0
552,1.0,1.0,39,2,132906.88,1,0.0,1.0,149384.43,0
850,0.0,1.0,81,5,0.0,2,1.0,1.0,44827.47,0
697,0.0,1.0,32,7,175464.85,3,1.0,0.0,116442.42,1
754,0.0,0.0,27,7,0.0,2,1.0,0.0,144134.64,0
667,0.0,1.0,42,9,0.0,2,0.0,1.0,58137.42,0
644,1.0,1.0,47,9,137774.11,2,1.0,0.0,151902.78,0
559,0.0,0.0,31,3,127070.73,1,0.0,1.0,160941.78,0
