Marital_status,Application_mode,Application_order,Course,Daytimeevening_attendance,Previous_qualification,Previous_qualification_grade,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,__target__
4.0,3.0,4,13.0,0.0,15.0,123.0,14.0,9.0,10.0,3.0,27.0,116.0,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,6,9,6,11.666666666666666,0,0,6,8,6,11.666666666666666,0,8.9,1.4,3.51,2
4.0,3.0,2,3.0,0.0,15.0,123.0,14.0,24.0,28.0,11.0,42.0,116.7,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,8,5,13.0,0,0,6,8,4,10.75,0,9.4,-0.8,-3.12,2
3.0,14.0,1,1.0,0.0,15.0,120.0,14.0,15.0,19.0,22.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,30,0.0,3,12,12,3,12.0,0,5,12,16,5,11.8,0,15.5,2.8,-4.06,0
4.0,16.0,1,14.0,1.0,16.0,140.0,14.0,24.0,20.0,1.0,8.0,139.2,0.0,0.0,1.0,1.0,0.0,0.0,20,0.0,3,6,6,6,13.833333333333334,0,2,6,7,6,14.571428571428571,0,12.4,0.5,1.79,2
4.0,0.0,2,15.0,0.0,15.0,120.0,14.0,9.0,10.0,29.0,42.0,116.5,1.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,6,9,5,13.2,0,0,6,8,5,11.0,0,12.4,0.5,1.79,2
4.0,0.0,1,11.0,0.0,15.0,123.0,14.0,10.0,11.0,24.0,35.0,119.7,0.0,0.0,0.0,1.0,1.0,0.0,20,0.0,0,7,8,0,0.0,1,0,7,7,0,0.0,0,13.9,-0.3,0.79,0
4.0,3.0,2,16.0,0.0,15.0,138.0,14.0,10.0,11.0,29.0,35.0,123.3,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,5,15,3,14.0,3,0,5,10,4,11.75,1,9.4,-0.8,-3.12,1
3.0,14.0,1,10.0,1.0,5.0,133.1,14.0,9.0,11.0,24.0,42.0,137.2,0.0,0.0,1.0,0.0,0.0,0.0,32,0.0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,0
4.0,0.0,2,11.0,0.0,15.0,144.0,14.0,8.0,11.0,29.0,42.0,128.8,1.0,0.0,0.0,1.0,1.0,0.0,19,0.0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,2
4.0,14.0,1,8.0,0.0,13.0,120.0,14.0,24.0,28.0,29.0,42.0,129.8,1.0,0.0,0.0,1.0,1.0,0.0,52,0.0,0,6,7,5,13.0,0,0,6,6,6,15.0,0,9.4,-0.8,-3.12,2
4.0,0.0,2,9.0,0.0,15.0,132.0,14.0,24.0,10.0,1.0,17.0,126.4,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,2
3.0,14.0,1,10.0,1.0,15.0,133.1,14.0,10.0,11.0,29.0,42.0,126.5,0.0,0.0,0.0,1.0,0.0,0.0,27,0.0,0,5,5,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
4.0,0.0,1,0.0,0.0,15.0,141.0,14.0,24.0,10.0,1.0,1.0,132.6,0.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,6,8,6,14.0,0,0,6,7,6,13.142857142857142,0,11.1,0.6,2.02,2
4.0,0.0,2,3.0,0.0,15.0,112.0,14.0,16.0,28.0,11.0,28.0,111.0,0.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0,6,8,5,13.2,0,0,6,9,5,14.333333333333334,0,9.4,-0.8,-3.12,2
4.0,3.0,6,9.0,0.0,15.0,118.0,14.0,10.0,28.0,29.0,35.0,117.0,1.0,0.0,0.0,0.0,1.0,0.0,23,0.0,0,5,9,3,10.0,1,0,5,9,3,12.333333333333334,0,9.4,-0.8,-3.12,0
4.0,3.0,3,12.0,0.0,15.0,131.0,14.0,9.0,9.0,29.0,35.0,128.5,0.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,7,9,7,12.855555555555556,0,0,8,8,8,13.9125,0,12.7,3.7,-1.7,2
4.0,14.0,1,10.0,1.0,15.0,110.0,14.0,10.0,11.0,29.0,42.0,139.0,0.0,0.0,0.0,1.0,1.0,0.0,40,0.0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,0
3.0,14.0,1,6.0,0.0,15.0,150.0,14.0,9.0,10.0,1.0,1.0,130.0,0.0,0.0,0.0,0.0,1.0,0.0,31,0.0,0,4,12,2,11.0,2,0,5,9,3,11.666666666666666,0,9.4,-0.8,-3.12,0
4.0,3.0,4,5.0,0.0,15.0,144.0,14.0,8.0,28.0,29.0,42.0,137.4,1.0,0.0,0.0,1.0,1.0,0.0,19,0.0,0,6,6,6,13.833333333333334,0,0,6,8,6,13.125,0,10.8,1.4,1.74,2
4.0,16.0,1,16.0,0.0,16.0,140.0,14.0,20.0,9.0,1.0,28.0,140.0,1.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0,6,11,4,12.75,0,0,6,19,1,11.0,0,12.4,0.5,1.79,1
4.0,6.0,1,14.0,1.0,15.0,120.0,14.0,24.0,28.0,1.0,1.0,128.5,0.0,0.0,1.0,0.0,1.0,0.0,26,0.0,2,8,13,4,10.5,0,5,10,16,7,10.428571428571429,0,12.4,0.5,1.79,0
4.0,0.0,3,7.0,0.0,15.0,113.0,14.0,20.0,9.0,26.0,35.0,107.4,1.0,0.0,0.0,1.0,1.0,0.0,18,0.0,0,5,8,5,14.0,0,0,5,6,5,13.2,0,8.9,1.4,3.51,2
4.0,0.0,2,10.0,1.0,15.0,123.0,14.0,24.0,20.0,1.0,37.0,113.2,0.0,0.0,0.0,0.0,1.0,0.0,22,0.0,0,5,7,3,11.666666666666666,0,0,5,8,2,10.5,2,7.6,2.6,0.32,0
4.0,3.0,1,8.0,0.0,15.0,121.0,14.0,10.0,11.0,29.0,42.0,122.4,0.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,6,7,6,12.857142857142858,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,2
4.0,4.0,1,9.0,0.0,15.0,100.0,14.0,8.0,9.0,18.0,28.0,101.8,1.0,0.0,0.0,1.0,0.0,0.0,24,0.0,0,5,5,5,10.8,0,0,5,11,2,11.0,0,10.8,1.4,1.74,1
4.0,16.0,1,16.0,0.0,16.0,150.0,14.0,9.0,9.0,14.0,44.0,150.0,1.0,0.0,0.0,1.0,0.0,0.0,23,0.0,0,6,11,4,11.5,0,0,6,12,4,12.2,0,8.9,1.4,3.51,1
4.0,0.0,1,13.0,0.0,15.0,128.0,14.0,9.0,10.0,27.0,28.0,120.3,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,12,2,13.0,0,0,6,8,5,11.6,0,7.6,2.6,0.32,2
4.0,0.0,1,5.0,0.0,15.0,126.0,14.0,9.0,11.0,24.0,28.0,119.4,0.0,0.0,0.0,1.0,0.0,1.0,21,0.0,0,6,7,5,13.8,0,0,6,6,6,12.833333333333334,0,16.2,0.3,-0.92,2
4.0,0.0,1,16.0,0.0,15.0,122.0,14.0,2.0,10.0,16.0,8.0,103.4,0.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,5,6,5,14.4,0,0,5,6,5,13.0,0,7.6,2.6,0.32,2
4.0,0.0,2,0.0,0.0,15.0,131.0,14.0,24.0,10.0,1.0,35.0,135.9,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,6,6,6,13.166666666666666,0,0,6,8,6,12.428571428571429,0,8.9,1.4,3.51,2
3.0,14.0,1,11.0,0.0,15.0,130.0,14.0,10.0,11.0,3.0,45.0,163.7,0.0,0.0,0.0,1.0,0.0,0.0,35,0.0,0,7,11,5,13.34,0,0,7,9,5,10.84,0,12.4,0.5,1.79,1
4.0,14.0,1,11.0,0.0,15.0,100.0,14.0,24.0,10.0,1.0,16.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,24,0.0,0,8,8,7,12.412857142857144,0,0,8,8,7,12.412857142857144,0,10.8,1.4,1.74,2
4.0,0.0,1,11.0,0.0,15.0,140.0,14.0,8.0,11.0,29.0,35.0,130.0,1.0,0.0,0.0,1.0,1.0,1.0,18,0.0,0,7,7,6,13.183333333333332,0,0,7,7,6,13.183333333333332,0,7.6,2.6,0.32,2
4.0,14.0,1,0.0,0.0,3.0,133.1,14.0,13.0,31.0,11.0,17.0,120.0,0.0,0.0,1.0,0.0,1.0,0.0,26,0.0,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,0
4.0,16.0,1,1.0,0.0,16.0,180.0,14.0,24.0,20.0,1.0,37.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0,6,6,6,15.833333333333334,0,0,6,8,6,15.5,0,15.5,2.8,-4.06,2
4.0,4.0,1,7.0,0.0,15.0,108.0,14.0,24.0,28.0,1.0,17.0,105.6,1.0,0.0,0.0,1.0,1.0,0.0,20,0.0,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,12.4,0.5,1.79,2
4.0,1.0,1,0.0,0.0,15.0,135.0,14.0,24.0,26.0,1.0,1.0,140.3,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,7,6,13.428571428571429,0,0,6,6,4,14.0,0,12.4,0.5,1.79,1
4.0,0.0,1,8.0,0.0,15.0,131.0,14.0,8.0,28.0,18.0,35.0,131.0,1.0,0.0,0.0,1.0,1.0,1.0,18,0.0,0,6,7,6,12.714285714285714,0,0,6,8,5,11.833333333333334,0,13.9,-0.3,0.79,2
4.0,14.0,1,10.0,1.0,15.0,133.1,14.0,16.0,9.0,26.0,35.0,121.7,0.0,0.0,0.0,1.0,1.0,0.0,31,0.0,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,0
4.0,0.0,2,15.0,0.0,15.0,110.0,14.0,20.0,10.0,1.0,17.0,114.8,1.0,0.0,0.0,0.0,1.0,0.0,18,0.0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0
4.0,16.0,1,16.0,0.0,16.0,160.0,14.0,10.0,11.0,29.0,42.0,160.0,1.0,0.0,0.0,1.0,0.0,0.0,20,0.0,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,2
4.0,14.0,1,0.0,0.0,3.0,133.1,14.0,10.0,11.0,18.0,17.0,110.0,0.0,0.0,1.0,1.0,1.0,0.0,26,0.0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
4.0,0.0,2,16.0,0.0,15.0,122.0,14.0,16.0,28.0,1.0,35.0,116.1,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,6,13,6,13.153846153846152,0,0,6,12,3,11.0,0,15.5,2.8,-4.06,2
3.0,14.0,1,9.0,0.0,15.0,140.0,14.0,10.0,11.0,4.0,3.0,131.8,0.0,0.0,0.0,1.0,0.0,0.0,35,0.0,0,5,6,4,14.2,0,0,5,10,4,11.857142857142858,0,10.8,1.4,1.74,1
4.0,4.0,4,12.0,0.0,15.0,127.0,14.0,24.0,9.0,1.0,35.0,121.8,1.0,0.0,0.0,1.0,0.0,0.0,20,0.0,0,7,14,7,11.4375,0,0,8,9,8,11.425,0,12.7,3.7,-1.7,1
4.0,3.0,4,0.0,0.0,15.0,126.0,14.0,24.0,28.0,1.0,35.0,115.2,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0,6,7,3,12.666666666666666,0,0,6,10,5,13.125,0,10.8,1.4,1.74,0
4.0,0.0,1,11.0,0.0,15.0,125.0,14.0,9.0,10.0,29.0,3.0,122.0,1.0,0.0,1.0,1.0,0.0,0.0,19,0.0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,0
4.0,3.0,1,3.0,0.0,15.0,140.0,14.0,8.0,10.0,1.0,3.0,122.3,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,9,4,13.0,0,0,6,9,4,12.25,0,12.7,3.7,-1.7,0
4.0,3.0,1,15.0,0.0,15.0,115.0,14.0,24.0,10.0,11.0,17.0,109.4,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,8,6,12.666666666666666,0,0,6,8,5,13.4,0,11.1,0.6,2.02,2
4.0,0.0,6,11.0,0.0,15.0,139.0,14.0,24.0,28.0,1.0,1.0,124.5,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,8,9,7,12.04142857142857,0,0,8,9,7,12.04142857142857,0,10.8,1.4,1.74,2
4.0,14.0,1,9.0,0.0,13.0,133.1,14.0,10.0,11.0,29.0,42.0,140.0,0.0,0.0,0.0,1.0,1.0,0.0,29,0.0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,0
4.0,9.0,1,7.0,0.0,15.0,160.0,19.0,24.0,20.0,5.0,34.0,160.0,0.0,0.0,1.0,1.0,0.0,0.0,19,1.0,0,6,11,2,13.5,1,0,5,11,2,11.0,0,8.9,1.4,3.51,1
4.0,5.0,1,6.0,0.0,15.0,140.0,14.0,16.0,20.0,26.0,37.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,20,0.0,10,17,29,14,12.5625,4,7,12,24,12,12.857142857142858,1,15.5,2.8,-4.06,2
4.0,5.0,1,2.0,0.0,15.0,145.0,14.0,9.0,9.0,29.0,42.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0
4.0,14.0,1,2.0,0.0,15.0,110.0,14.0,22.0,20.0,18.0,37.0,100.0,1.0,0.0,0.0,1.0,1.0,0.0,27,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
4.0,5.0,2,11.0,0.0,15.0,136.0,14.0,8.0,9.0,29.0,28.0,131.3,0.0,0.0,0.0,1.0,0.0,0.0,23,0.0,11,14,15,12,12.625,1,11,14,15,12,12.625,1,7.6,2.6,0.32,2
3.0,0.0,1,15.0,0.0,15.0,136.0,14.0,10.0,11.0,29.0,42.0,122.7,0.0,0.0,0.0,1.0,0.0,1.0,45,0.0,0,6,10,4,11.5,0,0,6,16,2,10.5,0,7.6,2.6,0.32,0
3.0,14.0,1,11.0,0.0,15.0,133.1,14.0,16.0,28.0,18.0,28.0,148.8,0.0,0.0,0.0,1.0,0.0,1.0,34,0.0,0,7,7,6,12.513333333333334,0,0,8,9,7,13.071428571428571,0,12.4,0.5,1.79,2
3.0,14.0,1,14.0,1.0,15.0,133.1,14.0,10.0,11.0,29.0,35.0,162.5,0.0,0.0,0.0,1.0,1.0,0.0,54,0.0,4,9,9,9,14.333333333333334,0,2,7,7,7,13.857142857142858,0,8.9,1.4,3.51,2
3.0,14.0,1,14.0,1.0,15.0,140.0,14.0,10.0,11.0,29.0,42.0,121.0,0.0,0.0,0.0,1.0,0.0,0.0,50,0.0,0,6,8,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,10.8,1.4,1.74,2
4.0,3.0,1,13.0,0.0,15.0,145.0,14.0,24.0,25.0,29.0,37.0,129.6,0.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,6,7,6,11.333333333333334,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,2
4.0,3.0,4,8.0,0.0,15.0,137.0,14.0,24.0,28.0,18.0,28.0,125.8,0.0,0.0,1.0,1.0,1.0,0.0,20,0.0,0,6,7,5,12.2,0,0,6,6,6,12.333333333333334,0,12.7,3.7,-1.7,0
4.0,0.0,1,0.0,0.0,15.0,126.0,14.0,24.0,20.0,1.0,17.0,122.5,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,6,6,13.333333333333334,0,0,6,8,5,12.8,0,8.9,1.4,3.51,0
3.0,5.0,1,10.0,1.0,15.0,134.0,14.0,10.0,11.0,29.0,42.0,113.7,0.0,0.0,0.0,1.0,0.0,0.0,32,0.0,1,5,5,5,10.2,0,0,5,9,4,11.25,0,9.4,-0.8,-3.12,1
4.0,5.0,1,12.0,0.0,15.0,128.0,14.0,8.0,9.0,24.0,16.0,123.5,1.0,0.0,0.0,1.0,0.0,0.0,22,0.0,0,7,14,6,10.744444444444444,1,0,8,10,8,11.8375,0,12.7,3.7,-1.7,1
4.0,5.0,2,0.0,0.0,15.0,130.0,14.0,9.0,28.0,1.0,1.0,127.6,1.0,0.0,0.0,1.0,1.0,0.0,22,0.0,4,6,6,6,11.833333333333334,0,0,6,11,4,11.142857142857142,0,10.8,1.4,1.74,0
4.0,0.0,2,11.0,0.0,15.0,130.0,14.0,24.0,28.0,1.0,17.0,125.1,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,7,10,7,13.78,0,0,8,10,8,13.661,0,15.5,2.8,-4.06,2
4.0,3.0,3,5.0,0.0,15.0,116.0,14.0,10.0,11.0,29.0,42.0,110.8,0.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,6,6,6,11.833333333333334,0,0,6,6,6,12.5,0,7.6,2.6,0.32,1
4.0,3.0,3,15.0,0.0,15.0,127.0,14.0,10.0,11.0,29.0,8.0,123.5,1.0,0.0,0.0,1.0,0.0,1.0,20,0.0,0,6,11,4,11.5,0,0,6,12,3,11.0,0,7.6,2.6,0.32,1
4.0,5.0,1,11.0,0.0,15.0,133.1,14.0,8.0,10.0,29.0,3.0,114.5,0.0,0.0,0.0,1.0,0.0,0.0,23,0.0,0,7,11,6,12.1,0,0,7,7,6,12.616666666666667,0,16.2,0.3,-0.92,1
4.0,14.0,1,0.0,0.0,15.0,120.0,14.0,28.0,33.0,27.0,39.0,104.0,1.0,0.0,0.0,1.0,0.0,0.0,24,0.0,0,5,10,3,13.0,0,0,5,11,3,11.333333333333334,0,7.6,2.6,0.32,0
4.0,0.0,6,11.0,0.0,15.0,140.0,14.0,9.0,10.0,22.0,1.0,133.3,1.0,0.0,0.0,1.0,0.0,1.0,17,0.0,0,8,8,8,13.41625,0,0,8,8,8,13.41625,0,9.4,-0.8,-3.12,2
4.0,16.0,1,6.0,0.0,16.0,140.0,14.0,24.0,10.0,1.0,35.0,140.0,0.0,0.0,0.0,1.0,1.0,0.0,20,0.0,2,6,12,5,12.4,0,1,6,11,2,15.0,0,13.9,-0.3,0.79,1
4.0,3.0,5,13.0,0.0,15.0,130.0,14.0,9.0,28.0,18.0,28.0,130.0,1.0,0.0,0.0,1.0,0.0,0.0,20,0.0,0,6,8,4,11.25,0,0,6,15,3,10.0,0,9.4,-0.8,-3.12,1
4.0,0.0,2,13.0,0.0,15.0,136.0,14.0,9.0,10.0,1.0,35.0,121.7,1.0,0.0,0.0,1.0,0.0,1.0,21,0.0,0,6,9,5,12.333333333333334,0,0,6,7,5,11.8,0,13.9,-0.3,0.79,2
4.0,0.0,3,11.0,0.0,15.0,131.0,14.0,10.0,11.0,29.0,42.0,118.0,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,8,8,7,13.242857142857144,0,0,8,8,7,13.242857142857144,0,12.7,3.7,-1.7,1
4.0,0.0,3,16.0,0.0,15.0,133.0,14.0,24.0,9.0,29.0,26.0,128.2,0.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0,5,7,5,12.0,0,0,5,7,4,12.5,0,7.6,2.6,0.32,2
4.0,0.0,1,8.0,0.0,15.0,124.0,10.0,24.0,28.0,11.0,28.0,118.1,1.0,0.0,1.0,0.0,0.0,0.0,19,1.0,0,6,8,5,12.2,0,0,6,6,4,11.75,0,16.2,0.3,-0.92,0
4.0,0.0,1,2.0,0.0,15.0,142.0,14.0,24.0,28.0,11.0,17.0,133.3,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,2
4.0,16.0,1,1.0,0.0,16.0,140.0,14.0,10.0,11.0,29.0,32.0,140.0,0.0,0.0,0.0,1.0,1.0,1.0,20,0.0,0,6,11,5,13.833333333333334,0,0,6,13,6,12.3,0,15.5,2.8,-4.06,1
0.0,14.0,2,14.0,1.0,15.0,160.0,14.0,10.0,9.0,24.0,28.0,115.0,0.0,0.0,0.0,1.0,0.0,1.0,41,0.0,0,6,8,6,11.333333333333334,0,0,6,9,6,11.333333333333334,0,10.8,1.4,1.74,2
4.0,5.0,1,9.0,0.0,15.0,123.0,14.0,24.0,28.0,1.0,1.0,114.4,0.0,0.0,0.0,1.0,1.0,0.0,22,0.0,0,5,6,0,0.0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06,0
3.0,14.0,1,8.0,0.0,5.0,100.0,14.0,10.0,11.0,27.0,39.0,163.5,0.0,0.0,1.0,0.0,1.0,0.0,50,0.0,0,6,7,1,15.0,0,0,5,12,0,0.0,0,10.8,1.4,1.74,0
3.0,14.0,1,10.0,1.0,5.0,133.1,14.0,10.0,11.0,18.0,28.0,111.9,1.0,0.0,0.0,1.0,1.0,0.0,41,0.0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
4.0,0.0,1,8.0,0.0,15.0,136.0,14.0,9.0,10.0,1.0,17.0,126.2,0.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,6,6,13.166666666666666,0,0,6,6,6,15.0,0,16.2,0.3,-0.92,2
4.0,8.0,1,10.0,1.0,9.0,130.0,14.0,9.0,10.0,24.0,17.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,26,0.0,5,10,13,8,12.666666666666666,0,5,10,12,10,13.4,0,11.1,0.6,2.02,2
4.0,0.0,4,11.0,0.0,15.0,147.0,14.0,24.0,28.0,1.0,42.0,124.5,1.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,8,11,7,12.86,0,0,8,11,7,12.86,0,10.8,1.4,1.74,2
3.0,5.0,1,11.0,0.0,15.0,137.0,14.0,16.0,20.0,26.0,37.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,28,0.0,0,7,8,7,14.95,0,0,8,8,8,14.7375,0,13.9,-0.3,0.79,2
4.0,3.0,1,10.0,1.0,15.0,140.0,14.0,8.0,11.0,4.0,35.0,127.3,0.0,0.0,0.0,1.0,0.0,0.0,20,0.0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,11.1,0.6,2.02,0
4.0,0.0,4,11.0,0.0,15.0,139.0,14.0,10.0,9.0,29.0,42.0,124.0,1.0,0.0,0.0,1.0,1.0,1.0,18,0.0,0,8,8,7,13.331428571428573,0,0,8,8,7,13.331428571428573,0,10.8,1.4,1.74,2
4.0,3.0,1,1.0,0.0,15.0,120.0,14.0,8.0,11.0,18.0,42.0,131.4,1.0,0.0,0.0,1.0,1.0,1.0,23,0.0,17,18,19,18,11.894736842105264,0,12,13,13,13,12.923076923076923,0,15.5,2.8,-4.06,2
4.0,0.0,1,11.0,0.0,15.0,143.0,14.0,9.0,10.0,18.0,8.0,142.3,0.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,7,7,7,13.79714285714286,0,0,8,8,8,13.775,0,12.4,0.5,1.79,1
4.0,6.0,1,5.0,0.0,15.0,122.0,14.0,8.0,9.0,29.0,42.0,128.8,1.0,0.0,0.0,1.0,1.0,0.0,21,0.0,4,12,13,5,13.2,0,4,12,12,4,13.5,0,8.9,1.4,3.51,0
3.0,14.0,1,10.0,1.0,15.0,140.0,14.0,10.0,26.0,29.0,42.0,150.0,0.0,0.0,1.0,1.0,1.0,0.0,35,0.0,0,5,6,5,10.8,0,0,5,7,5,12.0,2,9.4,-0.8,-3.12,0
4.0,14.0,1,10.0,1.0,13.0,120.0,14.0,10.0,9.0,18.0,28.0,155.7,0.0,0.0,0.0,1.0,1.0,0.0,33,0.0,0,5,5,5,13.2,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,2
4.0,0.0,1,0.0,0.0,15.0,123.0,14.0,9.0,10.0,29.0,16.0,125.5,0.0,0.0,0.0,0.0,0.0,1.0,19,0.0,0,6,6,6,13.833333333333334,0,0,6,7,6,14.285714285714286,0,8.9,1.4,3.51,2
4.0,16.0,1,6.0,0.0,16.0,120.0,18.0,20.0,24.0,11.0,8.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,20,1.0,2,6,13,3,11.666666666666666,0,1,6,11,3,12.0,0,12.4,0.5,1.79,0
4.0,3.0,1,13.0,0.0,15.0,158.0,14.0,24.0,28.0,18.0,8.0,140.5,0.0,0.0,0.0,1.0,0.0,1.0,20,0.0,0,6,9,6,11.333333333333334,0,0,6,6,6,12.333333333333334,0,10.8,1.4,1.74,2
4.0,3.0,5,11.0,0.0,15.0,124.0,14.0,16.0,9.0,26.0,32.0,119.8,0.0,0.0,0.0,1.0,1.0,0.0,19,0.0,0,8,11,7,13.867142857142856,0,0,8,11,7,13.867142857142856,0,10.8,1.4,1.74,2
4.0,3.0,1,3.0,0.0,15.0,133.1,14.0,28.0,33.0,27.0,39.0,118.9,1.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0,6,12,3,11.333333333333334,0,0,6,10,3,11.333333333333334,0,7.6,2.6,0.32,0
4.0,3.0,1,11.0,0.0,15.0,145.0,14.0,16.0,20.0,26.0,17.0,141.8,0.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,8,8,8,13.3475,0,0,8,8,8,13.3475,0,9.4,-0.8,-3.12,2
4.0,0.0,1,2.0,0.0,15.0,163.0,14.0,9.0,28.0,29.0,35.0,143.1,0.0,0.0,0.0,1.0,1.0,0.0,18,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2
4.0,16.0,1,14.0,1.0,16.0,150.0,14.0,24.0,11.0,29.0,35.0,146.7,0.0,0.0,0.0,1.0,0.0,1.0,21,0.0,3,6,6,6,14.666666666666666,0,2,6,6,6,13.833333333333334,0,12.4,0.5,1.79,2
4.0,8.0,1,11.0,0.0,8.0,130.0,14.0,10.0,9.0,24.0,35.0,130.0,1.0,0.0,0.0,1.0,0.0,0.0,27,0.0,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,2
4.0,8.0,1,6.0,0.0,7.0,133.1,18.0,23.0,28.0,1.0,42.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,35,1.0,0,7,8,0,0.0,1,0,6,9,0,0.0,0,8.9,1.4,3.51,0
4.0,3.0,1,0.0,0.0,15.0,125.0,14.0,8.0,11.0,24.0,28.0,126.4,0.0,0.0,0.0,1.0,1.0,1.0,18,0.0,0,6,7,6,12.285714285714286,0,0,6,7,6,13.333333333333334,1,16.2,0.3,-0.92,2
4.0,5.0,1,12.0,0.0,15.0,147.0,14.0,16.0,24.0,11.0,37.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,2,2,0,0.0,0,0,4,4,1,16.0,0,10.8,1.4,1.74,1
4.0,0.0,1,16.0,0.0,15.0,126.0,14.0,16.0,28.0,26.0,16.0,123.9,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,13,4,11.8,0,0,6,18,4,12.2,0,12.4,0.5,1.79,1
