age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,__target__
36,4.0,1.0,2.0,0.0,1355,1.0,0.0,2.0,8,-1,0,3.0,0
39,7.0,2.0,1.0,0.0,230,0.0,1.0,0.0,1,-1,0,3.0,0
23,1.0,2.0,1.0,0.0,525,1.0,0.0,2.0,1,-1,0,3.0,0
55,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,2,-1,0,3.0,0
26,4.0,1.0,2.0,0.0,3360,1.0,0.0,0.0,1,-1,0,3.0,0
44,1.0,0.0,1.0,0.0,221,0.0,0.0,0.0,13,-1,0,3.0,0
29,0.0,1.0,1.0,0.0,111,0.0,1.0,0.0,1,-1,0,3.0,0
29,1.0,1.0,0.0,0.0,10191,1.0,0.0,0.0,2,-1,0,3.0,0
56,5.0,1.0,1.0,0.0,2330,0.0,0.0,0.0,1,-1,0,3.0,0
37,6.0,1.0,1.0,0.0,4153,1.0,0.0,0.0,16,-1,0,3.0,0
29,4.0,1.0,2.0,0.0,204,1.0,0.0,0.0,2,-1,0,3.0,0
36,0.0,2.0,2.0,0.0,918,1.0,0.0,0.0,2,-1,0,3.0,0
35,1.0,2.0,1.0,0.0,2227,1.0,0.0,0.0,1,-1,0,3.0,0
35,3.0,1.0,2.0,0.0,3831,0.0,0.0,0.0,2,-1,0,3.0,0
43,9.0,2.0,1.0,0.0,1462,0.0,0.0,2.0,2,-1,0,3.0,0
37,1.0,1.0,1.0,0.0,-67,0.0,0.0,0.0,1,-1,0,3.0,0
31,0.0,1.0,2.0,0.0,323,0.0,0.0,0.0,3,-1,0,3.0,0
33,4.0,2.0,2.0,0.0,1021,0.0,0.0,0.0,1,-1,0,3.0,0
29,1.0,1.0,1.0,0.0,9,1.0,0.0,0.0,8,-1,0,3.0,0
31,0.0,1.0,1.0,0.0,1331,1.0,0.0,0.0,2,-1,0,3.0,0
46,1.0,1.0,0.0,0.0,1941,1.0,0.0,0.0,1,-1,0,3.0,0
39,1.0,2.0,1.0,0.0,631,1.0,0.0,0.0,2,344,8,1.0,0
35,7.0,1.0,1.0,0.0,0,1.0,0.0,0.0,1,-1,0,3.0,0
56,5.0,1.0,1.0,0.0,878,0.0,0.0,2.0,3,-1,0,3.0,0
34,9.0,0.0,1.0,0.0,558,0.0,0.0,0.0,2,-1,0,3.0,0
48,2.0,0.0,2.0,0.0,275,0.0,1.0,2.0,1,-1,0,3.0,0
32,4.0,2.0,2.0,0.0,435,1.0,1.0,0.0,3,-1,0,3.0,0
52,0.0,1.0,3.0,0.0,635,0.0,0.0,0.0,4,-1,0,3.0,0
43,1.0,0.0,0.0,0.0,-76,1.0,0.0,0.0,3,-1,0,3.0,0
32,9.0,2.0,1.0,0.0,1279,1.0,0.0,2.0,3,-1,0,3.0,1
31,1.0,1.0,0.0,0.0,951,1.0,0.0,0.0,1,-1,0,3.0,0
41,2.0,0.0,2.0,0.0,252,0.0,0.0,2.0,2,-1,0,3.0,0
60,3.0,1.0,0.0,0.0,352,0.0,1.0,2.0,2,-1,0,3.0,0
28,1.0,1.0,0.0,0.0,278,1.0,1.0,1.0,9,373,4,1.0,0
59,5.0,1.0,0.0,0.0,4007,0.0,0.0,0.0,2,116,4,0.0,0
53,4.0,1.0,2.0,0.0,8627,0.0,0.0,0.0,1,-1,0,3.0,0
38,1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,1,-1,0,3.0,0
44,9.0,1.0,1.0,0.0,533,1.0,0.0,0.0,4,171,3,0.0,0
36,4.0,2.0,2.0,0.0,774,0.0,0.0,0.0,2,-1,0,3.0,0
35,7.0,0.0,1.0,0.0,78,1.0,0.0,1.0,3,371,3,0.0,0
35,1.0,0.0,1.0,0.0,0,1.0,0.0,0.0,2,-1,0,3.0,0
59,1.0,0.0,1.0,0.0,0,0.0,1.0,0.0,4,-1,0,3.0,0
59,1.0,1.0,0.0,0.0,754,0.0,0.0,0.0,4,-1,0,3.0,0
59,4.0,2.0,2.0,0.0,7668,0.0,0.0,0.0,1,-1,0,3.0,0
57,3.0,0.0,0.0,0.0,1198,0.0,0.0,0.0,1,-1,0,3.0,0
39,4.0,1.0,2.0,1.0,47,0.0,0.0,0.0,3,158,3,0.0,0
59,1.0,1.0,1.0,0.0,0,0.0,0.0,2.0,1,-1,0,3.0,0
35,10.0,1.0,1.0,0.0,977,1.0,0.0,0.0,4,91,1,1.0,0
45,9.0,1.0,1.0,0.0,1412,1.0,0.0,0.0,4,-1,0,3.0,0
33,1.0,2.0,2.0,0.0,3446,1.0,0.0,0.0,2,-1,0,3.0,0
27,0.0,1.0,1.0,0.0,-97,1.0,0.0,2.0,2,-1,0,3.0,1
37,1.0,1.0,1.0,0.0,454,1.0,0.0,2.0,1,-1,0,3.0,0
37,4.0,1.0,2.0,0.0,597,0.0,1.0,2.0,3,-1,0,3.0,0
54,4.0,1.0,2.0,0.0,292,0.0,0.0,2.0,1,-1,0,3.0,0
29,4.0,2.0,2.0,0.0,797,1.0,0.0,0.0,2,-1,0,3.0,0
28,4.0,2.0,2.0,0.0,2249,1.0,1.0,0.0,2,-1,0,3.0,0
49,6.0,1.0,2.0,0.0,99,1.0,1.0,0.0,1,-1,0,3.0,0
32,4.0,1.0,2.0,0.0,2218,1.0,0.0,0.0,2,-1,0,3.0,0
35,10.0,2.0,1.0,0.0,295,0.0,0.0,2.0,1,-1,0,3.0,1
46,4.0,1.0,2.0,0.0,3984,0.0,0.0,0.0,2,-1,0,3.0,0
56,4.0,1.0,2.0,0.0,5282,0.0,0.0,0.0,1,-1,0,3.0,0
33,9.0,2.0,2.0,0.0,340,0.0,0.0,0.0,2,-1,0,3.0,0
39,4.0,1.0,2.0,0.0,-409,1.0,0.0,0.0,23,-1,0,3.0,0
26,9.0,2.0,1.0,0.0,181,0.0,0.0,0.0,2,-1,0,3.0,1
34,1.0,1.0,1.0,0.0,1134,1.0,0.0,0.0,1,329,2,0.0,0
35,9.0,2.0,2.0,0.0,670,1.0,0.0,0.0,18,-1,0,3.0,0
32,4.0,2.0,2.0,1.0,4,0.0,0.0,0.0,1,-1,0,3.0,0
37,6.0,2.0,2.0,0.0,3759,0.0,0.0,2.0,2,-1,0,3.0,0
38,4.0,1.0,2.0,0.0,-34,1.0,0.0,0.0,2,-1,0,3.0,0
42,0.0,0.0,1.0,0.0,-172,1.0,1.0,2.0,1,-1,0,3.0,0
37,1.0,2.0,1.0,0.0,2580,1.0,0.0,0.0,3,-1,0,3.0,0
27,8.0,2.0,1.0,0.0,833,0.0,0.0,1.0,5,-1,0,3.0,0
35,0.0,1.0,1.0,0.0,2374,1.0,0.0,0.0,2,183,5,2.0,1
41,9.0,1.0,1.0,0.0,1788,0.0,0.0,0.0,1,-1,0,3.0,0
38,9.0,1.0,2.0,0.0,0,0.0,0.0,2.0,2,-1,0,3.0,0
43,9.0,0.0,2.0,0.0,101,0.0,0.0,0.0,3,-1,0,3.0,0
51,4.0,2.0,2.0,0.0,1202,1.0,0.0,0.0,1,-1,0,3.0,0
44,4.0,2.0,1.0,0.0,3684,1.0,0.0,0.0,3,-1,0,3.0,0
53,4.0,1.0,2.0,0.0,1786,1.0,0.0,2.0,2,-1,0,3.0,0
51,6.0,1.0,0.0,0.0,183,0.0,1.0,0.0,2,-1,0,3.0,0
42,4.0,2.0,2.0,0.0,7104,0.0,0.0,0.0,6,-1,0,3.0,0
29,4.0,2.0,2.0,0.0,224,1.0,0.0,0.0,2,81,3,0.0,1
29,9.0,2.0,2.0,0.0,354,1.0,0.0,2.0,1,-1,0,3.0,0
54,5.0,1.0,0.0,0.0,117,0.0,0.0,0.0,3,-1,0,3.0,0
37,10.0,1.0,1.0,0.0,924,1.0,0.0,0.0,9,-1,0,3.0,0
35,7.0,2.0,1.0,0.0,2110,0.0,1.0,0.0,1,-1,0,3.0,0
66,5.0,1.0,1.0,0.0,3409,0.0,0.0,0.0,1,86,2,0.0,0
41,4.0,2.0,1.0,0.0,-277,1.0,0.0,0.0,1,-1,0,3.0,0
37,9.0,2.0,1.0,0.0,864,1.0,0.0,2.0,1,-1,0,3.0,0
56,0.0,1.0,1.0,0.0,1671,0.0,0.0,0.0,2,-1,0,3.0,0
34,6.0,2.0,2.0,0.0,90,0.0,0.0,0.0,1,-1,0,3.0,0
33,1.0,1.0,0.0,0.0,139,1.0,0.0,0.0,1,-1,0,3.0,0
34,4.0,2.0,2.0,0.0,1190,0.0,0.0,0.0,7,-1,0,3.0,0
27,9.0,2.0,2.0,0.0,1075,0.0,0.0,0.0,1,-1,0,3.0,1
46,6.0,1.0,0.0,0.0,2747,0.0,0.0,0.0,2,-1,0,3.0,0
32,1.0,1.0,1.0,0.0,883,1.0,1.0,2.0,1,-1,0,3.0,0
34,7.0,0.0,1.0,0.0,380,1.0,1.0,0.0,2,-1,0,3.0,0
37,1.0,1.0,1.0,0.0,523,0.0,0.0,2.0,2,-1,0,3.0,0
58,4.0,1.0,2.0,0.0,2143,1.0,0.0,2.0,1,-1,0,3.0,0
38,0.0,1.0,1.0,0.0,-14,0.0,1.0,0.0,1,-1,0,3.0,0
36,4.0,1.0,2.0,0.0,659,0.0,0.0,0.0,13,-1,0,3.0,0
58,1.0,1.0,0.0,0.0,-91,1.0,0.0,2.0,5,-1,0,3.0,0
43,4.0,1.0,2.0,0.0,-526,0.0,0.0,0.0,2,-1,0,3.0,0
52,1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,28,-1,0,3.0,0
58,4.0,1.0,2.0,0.0,9683,0.0,0.0,0.0,2,-1,0,3.0,0
27,7.0,2.0,1.0,0.0,302,0.0,0.0,0.0,1,-1,0,3.0,1
31,1.0,2.0,1.0,0.0,609,1.0,0.0,0.0,1,335,1,0.0,0
35,4.0,1.0,2.0,0.0,802,1.0,0.0,0.0,2,-1,0,3.0,1
37,7.0,0.0,1.0,0.0,904,1.0,0.0,2.0,1,-1,0,3.0,0
40,1.0,1.0,0.0,0.0,4436,1.0,0.0,2.0,2,-1,0,3.0,0
34,4.0,1.0,2.0,0.0,3064,1.0,0.0,0.0,1,-1,0,3.0,0
57,5.0,1.0,0.0,0.0,641,0.0,1.0,1.0,4,-1,0,3.0,0
36,9.0,1.0,1.0,0.0,2474,1.0,0.0,0.0,1,-1,0,3.0,0
38,9.0,2.0,1.0,0.0,0,1.0,0.0,2.0,1,-1,0,3.0,0
39,4.0,1.0,2.0,0.0,9579,1.0,0.0,0.0,3,-1,0,3.0,0
60,4.0,1.0,2.0,1.0,-311,0.0,0.0,0.0,6,-1,0,3.0,0
37,4.0,2.0,2.0,0.0,876,1.0,0.0,0.0,4,327,2,0.0,0
52,7.0,1.0,0.0,0.0,1625,0.0,0.0,0.0,2,-1,0,3.0,1
49,9.0,0.0,1.0,0.0,30,0.0,1.0,0.0,2,-1,0,3.0,0
47,3.0,1.0,1.0,0.0,4397,1.0,0.0,0.0,1,-1,0,3.0,0
48,9.0,2.0,1.0,0.0,479,0.0,0.0,2.0,5,-1,0,3.0,0
32,4.0,1.0,2.0,0.0,500,0.0,1.0,0.0,2,-1,0,3.0,0
41,9.0,2.0,2.0,0.0,0,1.0,0.0,0.0,6,-1,0,3.0,0
49,1.0,1.0,1.0,0.0,1219,1.0,0.0,0.0,5,-1,0,3.0,0
34,9.0,2.0,2.0,0.0,651,0.0,0.0,0.0,3,-1,0,3.0,0
49,9.0,1.0,1.0,0.0,305,0.0,0.0,0.0,1,-1,0,3.0,0
41,2.0,1.0,2.0,0.0,143,0.0,1.0,0.0,1,-1,0,3.0,0
59,4.0,1.0,0.0,0.0,0,1.0,0.0,0.0,1,-1,0,3.0,0
46,9.0,1.0,1.0,0.0,5681,0.0,0.0,1.0,5,-1,0,3.0,0
32,8.0,2.0,3.0,0.0,4110,0.0,0.0,0.0,8,-1,0,3.0,0
44,1.0,1.0,0.0,0.0,67,1.0,0.0,2.0,2,-1,0,3.0,0
51,4.0,1.0,2.0,0.0,307,1.0,0.0,2.0,2,-1,0,3.0,0
43,10.0,1.0,1.0,0.0,3,0.0,0.0,0.0,2,-1,0,3.0,0
38,0.0,1.0,1.0,0.0,755,1.0,0.0,0.0,1,-1,0,3.0,1
34,4.0,2.0,2.0,0.0,0,1.0,0.0,2.0,1,-1,0,3.0,0
30,4.0,1.0,2.0,0.0,1908,0.0,0.0,0.0,1,-1,0,3.0,0
51,4.0,1.0,2.0,0.0,371,0.0,0.0,1.0,1,-1,0,3.0,0
31,9.0,1.0,2.0,0.0,0,0.0,0.0,0.0,2,-1,0,3.0,0
33,0.0,2.0,1.0,1.0,-266,0.0,1.0,0.0,1,-1,0,3.0,0
39,1.0,1.0,1.0,0.0,130,1.0,0.0,2.0,6,-1,0,3.0,0
56,9.0,2.0,2.0,0.0,12539,0.0,0.0,0.0,1,-1,0,3.0,0
33,1.0,1.0,0.0,0.0,392,1.0,0.0,2.0,1,-1,0,3.0,0
32,9.0,1.0,2.0,0.0,1868,0.0,0.0,0.0,16,-1,0,3.0,0
33,1.0,1.0,0.0,0.0,754,1.0,0.0,2.0,2,-1,0,3.0,0
36,9.0,0.0,1.0,0.0,666,1.0,1.0,0.0,1,133,1,1.0,0
33,4.0,2.0,2.0,0.0,99,0.0,0.0,0.0,1,-1,0,3.0,0
48,0.0,2.0,1.0,0.0,96,1.0,0.0,2.0,1,-1,0,3.0,0
31,11.0,0.0,2.0,0.0,137,0.0,0.0,0.0,9,-1,0,3.0,0
31,9.0,1.0,1.0,0.0,0,0.0,0.0,0.0,4,-1,0,3.0,0
41,1.0,1.0,0.0,0.0,241,1.0,0.0,0.0,1,-1,0,3.0,0
30,0.0,2.0,1.0,0.0,98,1.0,0.0,0.0,5,-1,0,3.0,0
47,1.0,1.0,0.0,0.0,468,0.0,0.0,0.0,7,-1,0,3.0,0
35,0.0,1.0,1.0,0.0,725,1.0,0.0,0.0,1,-1,0,3.0,0
37,4.0,1.0,2.0,0.0,-9,0.0,0.0,0.0,2,-1,0,3.0,0
38,9.0,1.0,1.0,0.0,-104,0.0,0.0,0.0,17,-1,0,3.0,0
30,4.0,2.0,2.0,0.0,8535,0.0,0.0,0.0,2,-1,0,3.0,1
25,4.0,2.0,2.0,0.0,1348,1.0,0.0,2.0,1,-1,0,3.0,0
33,2.0,2.0,2.0,0.0,1481,1.0,0.0,0.0,3,173,1,1.0,0
52,9.0,1.0,1.0,0.0,2206,1.0,0.0,2.0,18,-1,0,3.0,0
31,0.0,2.0,1.0,0.0,296,1.0,0.0,2.0,1,-1,0,3.0,0
31,6.0,1.0,1.0,0.0,296,1.0,1.0,0.0,1,-1,0,3.0,0
37,4.0,2.0,2.0,0.0,131,0.0,0.0,1.0,2,-1,0,3.0,0
56,0.0,1.0,1.0,0.0,16873,0.0,0.0,0.0,1,-1,0,3.0,0
38,6.0,1.0,1.0,0.0,-10,0.0,0.0,2.0,7,-1,0,3.0,0
41,1.0,1.0,0.0,0.0,336,1.0,0.0,0.0,2,8,1,1.0,0
33,0.0,1.0,1.0,0.0,372,1.0,0.0,2.0,10,-1,0,3.0,0
36,4.0,2.0,2.0,0.0,-155,1.0,0.0,0.0,1,-1,0,3.0,0
28,7.0,2.0,1.0,0.0,102,0.0,0.0,0.0,1,89,3,1.0,0
33,7.0,2.0,1.0,0.0,489,1.0,0.0,0.0,4,334,1,1.0,1
40,0.0,2.0,1.0,0.0,963,1.0,0.0,0.0,1,-1,0,3.0,0
35,4.0,2.0,2.0,0.0,2486,1.0,0.0,0.0,1,-1,0,3.0,0
59,9.0,1.0,1.0,0.0,925,1.0,0.0,1.0,1,-1,0,3.0,0
28,1.0,2.0,1.0,0.0,1232,1.0,0.0,2.0,2,-1,0,3.0,0
28,4.0,2.0,1.0,0.0,967,1.0,0.0,0.0,1,334,1,0.0,0
30,9.0,2.0,2.0,0.0,2530,1.0,0.0,2.0,1,-1,0,3.0,0
42,9.0,1.0,1.0,0.0,613,1.0,0.0,0.0,2,-1,0,3.0,0
32,9.0,2.0,1.0,0.0,0,1.0,0.0,0.0,2,-1,0,3.0,0
55,5.0,1.0,2.0,0.0,127,0.0,0.0,0.0,2,-1,0,3.0,0
35,6.0,1.0,1.0,0.0,670,0.0,0.0,0.0,1,-1,0,3.0,0
37,4.0,1.0,2.0,0.0,4089,1.0,0.0,0.0,2,174,4,1.0,1
33,0.0,1.0,2.0,0.0,899,1.0,0.0,2.0,3,-1,0,3.0,0
47,4.0,1.0,3.0,0.0,150,0.0,0.0,2.0,1,-1,0,3.0,0
57,4.0,1.0,2.0,0.0,1571,0.0,0.0,2.0,13,-1,0,3.0,0
34,1.0,1.0,0.0,0.0,1524,1.0,0.0,0.0,3,-1,0,3.0,0
31,7.0,1.0,1.0,0.0,11512,1.0,0.0,2.0,1,-1,0,3.0,0
37,4.0,1.0,0.0,0.0,5427,0.0,0.0,0.0,1,159,1,0.0,0
32,9.0,1.0,1.0,0.0,4,0.0,0.0,0.0,2,260,4,0.0,0
30,0.0,2.0,1.0,0.0,40,0.0,0.0,0.0,2,-1,0,3.0,0
42,1.0,1.0,1.0,0.0,375,1.0,0.0,2.0,5,-1,0,3.0,0
55,6.0,1.0,0.0,0.0,2349,0.0,1.0,1.0,3,-1,0,3.0,0
51,9.0,1.0,1.0,0.0,463,1.0,0.0,2.0,5,-1,0,3.0,0
25,1.0,1.0,1.0,0.0,2,1.0,0.0,0.0,2,-1,0,3.0,0
33,1.0,1.0,1.0,0.0,395,1.0,0.0,2.0,1,-1,0,3.0,0
32,6.0,0.0,2.0,0.0,3695,1.0,0.0,0.0,1,353,3,1.0,0
34,1.0,1.0,0.0,0.0,571,1.0,0.0,2.0,2,-1,0,3.0,0
42,7.0,1.0,1.0,0.0,-437,1.0,1.0,2.0,1,-1,0,3.0,0
42,4.0,1.0,2.0,0.0,-100,1.0,0.0,0.0,5,-1,0,3.0,0
33,4.0,1.0,1.0,0.0,94,1.0,0.0,0.0,1,-1,0,3.0,0
46,1.0,0.0,1.0,0.0,709,1.0,0.0,0.0,4,-1,0,3.0,0
36,7.0,2.0,1.0,0.0,1227,1.0,1.0,0.0,5,341,3,0.0,1
41,9.0,1.0,1.0,1.0,-1,0.0,0.0,0.0,2,-1,0,3.0,0
59,11.0,2.0,1.0,0.0,3237,0.0,0.0,2.0,3,-1,0,3.0,0
31,1.0,1.0,1.0,0.0,1908,0.0,0.0,0.0,1,-1,0,3.0,0
70,5.0,1.0,1.0,0.0,2575,0.0,0.0,1.0,2,-1,0,3.0,1
38,4.0,1.0,3.0,0.0,933,0.0,0.0,2.0,2,-1,0,3.0,0
26,8.0,2.0,2.0,0.0,13107,1.0,0.0,0.0,2,-1,0,3.0,0
73,5.0,1.0,0.0,0.0,542,0.0,0.0,0.0,1,180,5,0.0,1
60,5.0,1.0,1.0,0.0,2674,0.0,0.0,0.0,2,-1,0,3.0,0
35,9.0,1.0,1.0,1.0,-29,1.0,1.0,2.0,3,-1,0,3.0,0
30,4.0,1.0,2.0,0.0,2694,0.0,0.0,0.0,1,-1,0,3.0,0
35,10.0,2.0,1.0,0.0,0,0.0,0.0,0.0,3,-1,0,3.0,0
58,7.0,1.0,1.0,0.0,1667,1.0,1.0,2.0,1,-1,0,3.0,0
29,7.0,1.0,2.0,0.0,6,1.0,0.0,2.0,2,-1,0,3.0,0
34,2.0,1.0,0.0,0.0,1188,1.0,0.0,0.0,11,-1,0,3.0,0
28,9.0,2.0,1.0,0.0,390,0.0,1.0,0.0,2,-1,0,3.0,0
46,9.0,1.0,3.0,0.0,3308,0.0,0.0,0.0,1,91,2,2.0,1
56,11.0,1.0,3.0,0.0,15088,0.0,0.0,0.0,4,-1,0,3.0,0
57,4.0,1.0,2.0,0.0,2416,0.0,0.0,0.0,2,-1,0,3.0,0
38,1.0,1.0,1.0,0.0,43,0.0,1.0,0.0,3,-1,0,3.0,0
26,4.0,2.0,2.0,0.0,33,0.0,1.0,0.0,1,-1,0,3.0,0
55,9.0,1.0,2.0,0.0,804,0.0,0.0,0.0,5,-1,0,3.0,0
39,0.0,2.0,1.0,0.0,762,1.0,0.0,2.0,1,-1,0,3.0,0
29,0.0,1.0,2.0,0.0,167,1.0,1.0,0.0,2,237,2,0.0,0
32,4.0,2.0,2.0,0.0,473,1.0,0.0,0.0,2,361,1,1.0,0
54,4.0,0.0,2.0,0.0,380,0.0,1.0,0.0,1,188,2,2.0,0
50,1.0,1.0,0.0,0.0,953,1.0,0.0,0.0,1,364,2,0.0,0
65,5.0,1.0,1.0,0.0,1624,0.0,0.0,0.0,2,-1,0,3.0,0
32,6.0,1.0,2.0,0.0,428,0.0,1.0,0.0,2,-1,0,3.0,0
30,1.0,2.0,0.0,0.0,464,1.0,0.0,0.0,1,-1,0,3.0,0
61,5.0,1.0,1.0,0.0,280,1.0,0.0,2.0,3,-1,0,3.0,0
49,7.0,1.0,1.0,0.0,5673,0.0,1.0,0.0,3,-1,0,3.0,0
40,6.0,1.0,2.0,0.0,355,1.0,0.0,0.0,2,-1,0,3.0,0
32,9.0,1.0,1.0,0.0,580,1.0,0.0,0.0,4,279,2,1.0,0
30,4.0,2.0,2.0,0.0,220,1.0,0.0,0.0,2,-1,0,3.0,0
80,5.0,1.0,2.0,0.0,3669,0.0,0.0,0.0,1,-1,0,3.0,0
52,0.0,0.0,1.0,0.0,1135,1.0,0.0,0.0,1,-1,0,3.0,0
47,9.0,0.0,1.0,0.0,22,0.0,0.0,0.0,6,-1,0,3.0,0
40,2.0,1.0,1.0,0.0,1349,0.0,0.0,0.0,3,-1,0,3.0,0
34,4.0,1.0,1.0,0.0,293,1.0,0.0,2.0,3,-1,0,3.0,0
37,4.0,2.0,1.0,0.0,0,1.0,1.0,0.0,2,-1,0,3.0,0
41,0.0,2.0,1.0,0.0,1322,1.0,0.0,0.0,1,266,1,0.0,0
37,1.0,1.0,0.0,0.0,3574,1.0,0.0,2.0,2,-1,0,3.0,0
58,0.0,1.0,1.0,0.0,2,1.0,1.0,1.0,9,-1,0,3.0,0
45,1.0,1.0,1.0,0.0,27,1.0,0.0,2.0,5,-1,0,3.0,0
35,0.0,0.0,1.0,0.0,356,1.0,0.0,2.0,1,-1,0,3.0,0
41,1.0,1.0,1.0,0.0,1459,0.0,0.0,2.0,1,-1,0,3.0,0
40,1.0,0.0,0.0,0.0,369,0.0,0.0,2.0,2,-1,0,3.0,0
60,9.0,1.0,1.0,0.0,914,0.0,0.0,2.0,1,-1,0,3.0,0
48,0.0,1.0,1.0,0.0,-582,1.0,0.0,0.0,2,-1,0,3.0,0
53,7.0,0.0,2.0,0.0,329,0.0,0.0,0.0,1,-1,0,3.0,0
60,6.0,1.0,1.0,0.0,18,1.0,1.0,0.0,4,343,1,1.0,0
34,4.0,2.0,2.0,0.0,1741,1.0,0.0,0.0,1,-1,0,3.0,0
31,9.0,2.0,2.0,0.0,438,1.0,0.0,0.0,1,100,2,0.0,0
28,8.0,2.0,2.0,0.0,844,0.0,0.0,0.0,2,-1,0,3.0,1
47,7.0,1.0,1.0,0.0,459,0.0,0.0,0.0,3,-1,0,3.0,0
56,1.0,1.0,0.0,0.0,397,1.0,0.0,0.0,2,-1,0,3.0,0
32,2.0,1.0,1.0,0.0,390,0.0,0.0,0.0,1,-1,0,3.0,0
33,0.0,1.0,1.0,0.0,0,0.0,0.0,2.0,2,-1,0,3.0,0
76,5.0,0.0,0.0,0.0,3049,0.0,0.0,0.0,3,-1,0,3.0,1
53,9.0,1.0,1.0,0.0,384,1.0,0.0,2.0,1,-1,0,3.0,0
37,0.0,0.0,1.0,0.0,673,1.0,0.0,2.0,2,-1,0,3.0,0
47,0.0,1.0,1.0,0.0,12845,1.0,0.0,2.0,1,-1,0,3.0,0
26,1.0,2.0,1.0,0.0,-350,1.0,0.0,0.0,3,329,3,0.0,0
36,4.0,2.0,2.0,0.0,671,1.0,0.0,0.0,1,457,2,0.0,0
44,9.0,1.0,1.0,0.0,363,0.0,1.0,2.0,2,-1,0,3.0,0
26,1.0,2.0,0.0,0.0,941,0.0,0.0,0.0,1,-1,0,3.0,1
30,9.0,2.0,1.0,0.0,601,0.0,0.0,0.0,1,-1,0,3.0,0
42,9.0,0.0,2.0,0.0,765,0.0,0.0,0.0,8,-1,0,3.0,0
23,8.0,2.0,1.0,0.0,780,0.0,0.0,0.0,1,-1,0,3.0,0
35,2.0,1.0,1.0,0.0,2436,0.0,1.0,0.0,3,-1,0,3.0,1
37,4.0,1.0,2.0,0.0,569,1.0,0.0,2.0,1,-1,0,3.0,0
52,4.0,1.0,2.0,0.0,-1112,1.0,0.0,0.0,1,-1,0,3.0,0
31,7.0,1.0,1.0,0.0,-163,1.0,0.0,0.0,1,270,2,0.0,0
45,2.0,1.0,2.0,0.0,369,1.0,0.0,2.0,2,-1,0,3.0,0
46,1.0,1.0,3.0,0.0,842,1.0,0.0,1.0,1,-1,0,3.0,1
38,2.0,1.0,0.0,0.0,-786,1.0,0.0,0.0,1,-1,0,3.0,0
36,3.0,1.0,0.0,0.0,191,1.0,0.0,2.0,1,-1,0,3.0,0
34,1.0,1.0,1.0,0.0,175,1.0,0.0,0.0,2,364,2,0.0,0
55,2.0,0.0,2.0,0.0,903,1.0,0.0,1.0,3,-1,0,3.0,0
28,4.0,2.0,2.0,0.0,492,0.0,0.0,0.0,1,-1,0,3.0,0
28,7.0,2.0,1.0,0.0,60,0.0,1.0,0.0,1,-1,0,3.0,0
34,1.0,1.0,1.0,0.0,67,1.0,1.0,2.0,3,-1,0,3.0,0
30,4.0,2.0,2.0,0.0,19358,0.0,0.0,0.0,2,-1,0,3.0,0
36,9.0,1.0,1.0,0.0,0,0.0,0.0,0.0,2,-1,0,3.0,0
42,1.0,1.0,1.0,0.0,0,1.0,0.0,0.0,2,-1,0,3.0,0
31,11.0,1.0,1.0,0.0,3,0.0,0.0,0.0,2,-1,0,3.0,0
50,1.0,1.0,0.0,0.0,14,1.0,1.0,2.0,1,-1,0,3.0,0
52,6.0,1.0,1.0,0.0,9,0.0,1.0,2.0,1,-1,0,3.0,0
28,0.0,1.0,1.0,0.0,-31,1.0,0.0,0.0,1,-1,0,3.0,0
30,4.0,2.0,2.0,0.0,5,0.0,0.0,2.0,3,-1,0,3.0,0
37,1.0,1.0,0.0,0.0,1021,0.0,0.0,2.0,1,-1,0,3.0,0
39,9.0,1.0,1.0,0.0,4861,1.0,0.0,1.0,1,183,2,1.0,0
27,8.0,2.0,2.0,0.0,5291,0.0,0.0,0.0,2,92,2,0.0,1
40,1.0,1.0,3.0,0.0,-4,1.0,0.0,2.0,1,-1,0,3.0,0
39,1.0,1.0,0.0,0.0,579,1.0,1.0,0.0,4,-1,0,3.0,0
45,9.0,1.0,3.0,0.0,886,1.0,0.0,0.0,1,-1,0,3.0,0
25,7.0,2.0,1.0,0.0,-61,1.0,0.0,2.0,2,-1,0,3.0,0
46,9.0,1.0,1.0,0.0,2098,0.0,0.0,0.0,2,-1,0,3.0,0
35,4.0,1.0,2.0,0.0,697,0.0,0.0,0.0,2,304,1,0.0,0
55,9.0,0.0,1.0,0.0,0,1.0,0.0,2.0,4,-1,0,3.0,0
33,10.0,2.0,2.0,0.0,850,0.0,0.0,0.0,3,-1,0,3.0,0
37,6.0,2.0,2.0,0.0,1188,0.0,0.0,0.0,1,-1,0,3.0,1
44,1.0,1.0,1.0,0.0,54,1.0,0.0,2.0,1,-1,0,3.0,0
48,1.0,1.0,0.0,0.0,3752,1.0,0.0,0.0,5,-1,0,3.0,0
50,7.0,1.0,0.0,0.0,5024,1.0,1.0,0.0,1,267,11,1.0,1
54,1.0,1.0,0.0,0.0,1895,1.0,0.0,0.0,1,-1,0,3.0,0
48,4.0,2.0,1.0,0.0,1106,0.0,1.0,0.0,1,-1,0,3.0,0
40,1.0,1.0,0.0,0.0,1061,1.0,0.0,2.0,4,-1,0,3.0,0
