MedianIncome,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,Latitude,Longitude,__target__
4.6389,38,1067.0,170.0,499.0,169.0,33.94,-118.32,12.121603488903723
2.5792,16,1671.0,354.0,935.0,340.0,35.12,-120.61,12.006401450401109
4.6406,45,1776.0,353.0,1180.0,337.0,33.9,-118.07,12.03883672615426
2.7694,32,1740.0,399.0,1563.0,389.0,36.76,-121.75,11.793582922485044
1.695,39,405.0,163.0,686.0,164.0,33.96,-118.23,11.459524688243112
5.0832,29,1185.0,197.0,588.0,196.0,34.1,-117.86,12.190451264627216
1.8971,41,1973.0,399.0,1107.0,375.0,36.76,-119.82,11.11095424611632
6.0,22,1055.0,204.0,682.0,216.0,33.85,-118.08,12.161598155428344
2.1111,14,2443.0,447.0,883.0,465.0,34.5,-117.31,11.667361818274648
6.828,36,782.0,130.0,348.0,128.0,37.38,-122.08,12.85813738098889
5.7965,27,3481.0,576.0,1660.0,560.0,33.82,-118.07,12.337977716410112
6.6833,25,639.0,98.0,311.0,93.0,33.67,-117.9,12.527793760205377
4.0982,11,3196.0,576.0,1757.0,552.0,33.8,-117.32,12.062779475703698
12.0933,10,1325.0,189.0,427.0,162.0,37.98,-122.46,13.122365377402328
4.6447,34,1954.0,357.0,1130.0,367.0,37.69,-122.47,12.626426366132089
2.1354,29,2864.0,600.0,1314.0,562.0,40.57,-124.14,11.226575837752224
4.1615,28,1579.0,339.0,1252.0,353.0,37.37,-121.84,12.277462641616848
3.8796,32,2577.0,458.0,1172.0,447.0,38.31,-122.31,12.075394321888057
2.761,42,882.0,292.0,1248.0,281.0,34.03,-118.17,11.695247021764184
10.586,52,1421.0,163.0,495.0,167.0,34.08,-118.34,13.122365377402328
2.5985,34,2873.0,718.0,2758.0,699.0,34.06,-118.07,12.035284324549892
6.155,16,4157.0,586.0,2036.0,594.0,33.92,-117.58,12.4147115106415
1.2098,38,2073.0,500.0,1657.0,470.0,33.93,-118.27,11.389627248625734
2.4896,33,1348.0,234.0,573.0,236.0,40.57,-124.11,11.213170811284176
4.5208,10,2325.0,410.0,1016.0,373.0,39.37,-120.1,11.672490034641568
6.359,32,2134.0,328.0,903.0,322.0,37.3,-122.02,12.742273575627392
6.1395,3,7105.0,1459.0,3068.0,1241.0,33.68,-117.82,12.788288265382835
4.2589,20,2308.0,461.0,2223.0,456.0,37.29,-121.83,12.160028707028768
2.7303,22,1891.0,340.0,1023.0,296.0,39.01,-121.56,11.50388472031808
3.1968,39,1323.0,245.0,705.0,261.0,37.97,-122.04,11.925035115797062
2.5639,47,2313.0,536.0,779.0,442.0,38.54,-121.49,11.719939634354557
2.5833,19,2495.0,635.0,1571.0,579.0,37.7,-122.12,11.982303898822046
4.4628,26,1933.0,316.0,1001.0,319.0,34.65,-120.48,11.808575707071189
1.2962,52,1610.0,480.0,1025.0,440.0,37.97,-121.29,11.610052175700952
2.3269,35,1689.0,397.0,1135.0,366.0,32.73,-117.11,11.485554268174097
4.9968,35,5005.0,848.0,2112.0,813.0,34.17,-117.97,12.594730635321955
4.2188,20,3401.0,768.0,1497.0,747.0,37.38,-122.06,13.122365377402328
2.319,41,2227.0,462.0,1129.0,415.0,36.78,-119.79,10.98698620339419
2.3971,17,4208.0,954.0,1476.0,904.0,37.28,-121.85,11.379394072345706
3.0313,43,381.0,67.0,259.0,60.0,33.97,-118.22,12.020345295601386
4.4583,30,3268.0,567.0,1714.0,565.0,38.0,-121.82,11.782952602183288
3.1507,6,3445.0,847.0,2467.0,712.0,33.91,-118.16,11.877568578558138
1.8417,33,620.0,161.0,420.0,164.0,32.63,-117.09,11.918390573078392
4.1429,39,1169.0,242.0,612.0,247.0,34.19,-118.41,12.206072645530174
5.0672,14,6920.0,996.0,3196.0,978.0,38.27,-122.06,12.05117168431221
2.7183,48,2105.0,592.0,1807.0,539.0,33.79,-118.2,12.156882401339402
4.1279,17,7982.0,1603.0,6437.0,1596.0,34.17,-119.16,12.318954802586846
4.9531,47,2183.0,380.0,927.0,371.0,33.99,-118.35,12.101267531164048
2.4429,52,1739.0,464.0,938.0,482.0,34.09,-118.28,12.34060353848778
2.3584,15,5738.0,1767.0,4620.0,1581.0,34.23,-118.45,11.967815456405916
3.2596,25,2546.0,488.0,1338.0,487.0,34.54,-117.3,11.35510137977666
2.3716,52,1754.0,452.0,1849.0,445.0,34.03,-118.2,11.71831229469518
4.6875,28,2291.0,371.0,1098.0,382.0,32.82,-117.16,12.144197241812089
4.5739,35,1785.0,288.0,1033.0,297.0,33.79,-117.92,12.157407473548894
2.5385,33,1471.0,451.0,2272.0,482.0,33.96,-118.15,11.988538332980475
6.0176,36,2463.0,447.0,1125.0,424.0,33.82,-118.37,12.773373116224144
3.5588,50,2159.0,437.0,1111.0,417.0,37.78,-122.48,12.755349455670418
7.1148,28,2370.0,352.0,832.0,347.0,33.63,-117.9,13.122365377402328
4.317,29,2001.0,373.0,956.0,370.0,37.98,-122.01,12.175613438045463
2.6997,52,3108.0,813.0,1623.0,765.0,37.83,-122.28,11.751154653702478
15.0001,36,4152.0,542.0,1461.0,550.0,34.05,-118.5,13.122365377402328
3.5323,34,3573.0,662.0,1540.0,620.0,38.49,-121.45,11.606415808057568
3.5417,17,2282.0,431.0,974.0,371.0,39.3,-120.89,11.951825349164633
2.1935,52,2085.0,588.0,1767.0,516.0,33.73,-118.28,12.40163942907415
3.2396,25,2059.0,659.0,1349.0,588.0,34.03,-118.44,12.77252217304416
4.4722,18,3814.0,721.0,1881.0,692.0,34.11,-117.79,12.281180118016978
2.6842,11,4833.0,944.0,2336.0,841.0,39.13,-121.65,11.3975146134589
6.3521,45,1230.0,201.0,565.0,219.0,34.02,-118.45,13.109075483077394
6.8075,18,6217.0,858.0,2703.0,834.0,34.17,-118.75,12.694345864825651
4.5577,2,2579.0,376.0,1133.0,342.0,36.82,-119.67,11.722375689152436
1.3039,22,3740.0,965.0,2011.0,824.0,33.75,-116.97,11.258033215341438
4.1303,16,3372.0,1101.0,2049.0,1021.0,37.67,-122.46,11.894780707439258
4.0256,28,2787.0,490.0,1684.0,467.0,33.94,-117.49,11.752729457177546
2.4375,41,1396.0,360.0,1069.0,363.0,34.08,-118.26,12.22243799961644
4.6667,13,1743.0,363.0,854.0,353.0,32.9,-117.12,11.836457190315707
4.6111,36,322.0,48.0,133.0,59.0,38.64,-121.37,11.844385159767898
7.5274,37,2269.0,325.0,930.0,321.0,37.36,-122.09,13.122365377402328
4.5189,45,3168.0,598.0,1341.0,562.0,32.69,-117.17,12.953234414396356
6.6536,9,4838.0,759.0,2090.0,695.0,33.88,-117.76,12.637205500386916
4.0774,35,2017.0,383.0,1388.0,386.0,33.92,-118.1,12.052921466036
4.5,16,3716.0,916.0,1551.0,759.0,37.35,-122.01,12.687263464166474
5.0385,27,2427.0,403.0,1301.0,438.0,37.28,-121.97,12.53285523160387
6.3992,36,854.0,160.0,473.0,150.0,33.86,-118.33,12.466897263812072
2.8229,52,2450.0,741.0,1415.0,664.0,37.8,-122.41,12.834681304952548
3.8125,43,2264.0,390.0,931.0,368.0,37.73,-122.14,12.36776623452816
4.3229,18,1544.0,272.0,825.0,286.0,37.75,-121.52,12.698632460489272
4.6424,32,3250.0,550.0,1230.0,557.0,37.88,-122.04,12.652999543445931
2.6658,29,2843.0,603.0,1517.0,573.0,34.58,-118.1,11.579649097013135
2.3654,34,2745.0,559.0,1150.0,491.0,38.09,-120.56,11.46057898459802
4.5694,31,2851.0,458.0,1286.0,467.0,33.16,-117.34,12.403693239613297
4.6333,27,3127.0,610.0,3257.0,604.0,37.33,-121.83,12.064509081208389
2.5,32,1373.0,312.0,872.0,306.0,40.8,-124.14,11.192720200812888
3.8158,43,1879.0,397.0,873.0,382.0,34.06,-118.39,13.122365377402328
3.3281,18,2643.0,502.0,1755.0,541.0,38.42,-121.37,11.420810176062425
3.6875,27,2434.0,535.0,1623.0,498.0,34.11,-117.89,11.850825253582627
4.817,16,1754.0,284.0,773.0,277.0,38.67,-121.19,11.898187865760873
5.422,33,1387.0,238.0,890.0,264.0,33.77,-118.01,12.226365348797936
2.7262,12,4929.0,1010.0,2621.0,870.0,38.48,-121.44,11.606415808057568
1.9208,39,981.0,286.0,1183.0,298.0,33.79,-118.25,11.847968108781847
2.8036,46,1520.0,402.0,815.0,375.0,37.89,-122.3,12.262452978966282
3.0859,13,3216.0,765.0,1627.0,715.0,37.95,-121.96,12.030528073015242
6.1183,19,3170.0,444.0,1344.0,452.0,38.66,-121.26,12.308629233855266
5.7621,9,4868.0,738.0,2036.0,750.0,38.5,-121.55,12.228812132499662
2.5313,27,720.0,150.0,359.0,138.0,39.33,-121.54,11.023535121924304
2.675,18,2971.0,606.0,2051.0,493.0,33.21,-117.35,11.670783549585808
4.4545,21,3736.0,738.0,2021.0,640.0,34.02,-117.49,11.866395277960011
2.6341,15,1337.0,326.0,1172.0,306.0,39.37,-121.03,11.350406535472452
3.8583,11,5363.0,1160.0,2783.0,1034.0,34.24,-118.46,12.047662908782533
1.6875,33,1664.0,455.0,1077.0,461.0,35.27,-120.66,12.06795934340054
3.0417,24,1596.0,388.0,1329.0,352.0,34.14,-117.98,11.904967552746252
2.8438,26,784.0,177.0,662.0,169.0,33.76,-117.92,12.068533231508113
2.2264,33,2091.0,468.0,1053.0,470.0,38.59,-121.39,11.5908120036273
5.3743,28,2948.0,566.0,1445.0,524.0,33.87,-118.34,12.56549381513693
5.5255,40,928.0,187.0,521.0,185.0,33.92,-118.37,12.399581391714692
7.9976,52,2826.0,381.0,924.0,365.0,34.13,-118.13,13.122365377402328
4.3513,12,9302.0,1603.0,4074.0,1504.0,33.07,-117.14,12.2040706428595
4.2891,13,2032.0,348.0,1038.0,344.0,34.41,-117.32,11.696080008068074
2.2106,35,1872.0,419.0,1017.0,414.0,37.84,-122.29,11.794337924408412
3.152,21,1795.0,406.0,2246.0,400.0,33.71,-117.86,11.936885155714558
3.5179,16,1791.0,518.0,1006.0,491.0,32.79,-117.11,11.76989056475995
5.1437,4,7477.0,1576.0,2937.0,1506.0,37.72,-121.92,12.609535750967664
1.3092,5,2508.0,827.0,2066.0,761.0,32.71,-117.16,12.691580461311874
3.0972,31,1817.0,372.0,992.0,339.0,38.63,-121.3,11.918390573078392
2.2262,52,1439.0,325.0,738.0,316.0,38.43,-122.71,11.77452020265869
3.9375,52,3193.0,688.0,2099.0,681.0,37.77,-122.46,12.90644367117944
2.6673,38,2375.0,494.0,1167.0,471.0,37.99,-121.3,11.379394072345706
1.745,39,1836.0,352.0,883.0,337.0,40.79,-124.18,11.16336798880036
3.942,47,2313.0,433.0,947.0,430.0,37.94,-122.34,11.872695613816264
4.3625,29,1087.0,174.0,430.0,174.0,38.67,-121.28,11.975400827795172
1.5903,16,919.0,253.0,912.0,249.0,33.84,-117.91,12.016122061571728
3.7262,52,1070.0,193.0,555.0,190.0,37.78,-122.19,12.025150109649926
1.6983,34,1262.0,267.0,520.0,259.0,40.58,-122.38,11.192720200812888
5.1695,36,3228.0,543.0,1305.0,520.0,33.99,-118.37,12.891691559669328
5.5124,34,325.0,60.0,433.0,83.0,34.26,-118.44,12.068533231508113
3.2917,19,3351.0,589.0,1578.0,542.0,36.69,-119.47,11.983553898984804
8.3818,13,3759.0,489.0,1496.0,499.0,33.83,-117.83,12.841590713253485
3.5391,27,2019.0,354.0,1029.0,346.0,34.9,-120.43,11.882417912619577
3.9612,39,1639.0,300.0,988.0,309.0,33.97,-118.06,12.077102264233211
2.2391,35,1034.0,206.0,604.0,192.0,37.85,-121.3,11.695247021764184
7.5412,16,4431.0,603.0,1659.0,630.0,38.14,-122.54,12.879272188280424
5.2396,26,4211.0,741.0,2352.0,734.0,37.52,-121.96,12.318954802586846
1.7365,24,4021.0,1707.0,3727.0,1529.0,34.07,-118.29,11.630708500626612
4.0536,26,1221.0,312.0,807.0,330.0,33.88,-118.3,12.443513501545208
3.9745,36,3583.0,642.0,1711.0,602.0,32.79,-117.07,12.048248560336608
3.1115,39,2069.0,500.0,1408.0,478.0,37.67,-122.09,11.941455846009388
3.9036,37,1709.0,333.0,778.0,344.0,33.95,-118.13,12.6964914595185
4.875,35,1969.0,339.0,950.0,340.0,34.22,-118.58,12.347572207803871
3.7614,37,1340.0,358.0,1008.0,340.0,34.0,-118.43,12.65810322278566
9.0519,21,4281.0,582.0,1443.0,576.0,33.6,-117.84,13.122365377402328
3.3125,19,1861.0,364.0,1040.0,363.0,35.5,-120.66,12.00701176473192
1.6023,32,1280.0,353.0,1335.0,330.0,32.7,-117.14,11.255449234575511
4.7625,13,2164.0,412.0,1087.0,411.0,37.41,-121.95,11.831379196088765
7.3463,22,4048.0,562.0,1637.0,541.0,33.78,-118.06,12.781561782621887
5.9055,24,4879.0,756.0,1777.0,754.0,33.65,-117.88,13.075900502993989
6.2233,17,9419.0,1455.0,1382.0,459.0,34.26,-117.2,12.349739995342588
4.7319,35,2217.0,447.0,1000.0,450.0,33.93,-118.4,12.837610344458428
3.7039,39,3803.0,806.0,1567.0,775.0,32.74,-117.17,12.798017320580955
6.0878,39,2485.0,382.0,1072.0,342.0,34.13,-118.04,12.972005495815766
3.1613,36,2218.0,561.0,1789.0,527.0,33.79,-118.27,12.113408960666757
3.4432,16,1495.0,292.0,472.0,284.0,38.01,-122.53,11.119882876860622
7.1035,52,2508.0,360.0,832.0,345.0,38.55,-121.48,12.340166380010873
5.6346,36,1317.0,228.0,531.0,214.0,33.72,-117.6,12.515393893085436
4.0368,36,1730.0,387.0,1099.0,353.0,34.23,-118.44,12.117787730662602
2.7546,40,1331.0,374.0,1276.0,389.0,37.32,-121.88,12.058152515453552
8.468,39,2311.0,404.0,1044.0,380.0,33.9,-118.41,13.06494610653438
1.6875,29,1877.0,516.0,1634.0,492.0,34.94,-120.44,11.717497630699002
2.8833,19,1026.0,205.0,424.0,152.0,39.31,-123.15,11.946005740111366
4.975,16,1463.0,264.0,54.0,26.0,39.01,-120.16,12.237086699059343
4.0208,52,2285.0,435.0,1211.0,442.0,37.74,-122.48,12.68571715181259
3.5187,33,3906.0,790.0,1912.0,770.0,37.7,-122.06,12.252001577418572
3.8247,33,3910.0,838.0,2097.0,810.0,34.21,-118.55,12.248653093065291
1.8,10,3254.0,913.0,923.0,486.0,33.94,-116.48,11.302204433654577
5.1064,16,14891.0,3984.0,6270.0,3595.0,33.96,-118.43,12.5539086408017
6.6134,4,3241.0,464.0,1552.0,494.0,37.93,-121.97,12.634603026569334
5.2848,29,3795.0,675.0,2494.0,696.0,37.67,-122.49,12.469590090982656
2.1397,32,2020.0,613.0,2557.0,562.0,33.79,-118.21,11.886555849558372
3.4784,32,1750.0,333.0,997.0,335.0,32.73,-117.03,11.947301916572814
1.4821,27,2204.0,598.0,1656.0,521.0,32.71,-117.08,11.364425456651784
1.7188,23,964.0,246.0,485.0,198.0,38.92,-120.01,11.473144594958384
2.9531,28,2922.0,739.0,3013.0,673.0,33.91,-118.16,11.752729457177546
1.7031,20,2683.0,553.0,1497.0,548.0,36.07,-119.06,11.075969689770693
5.5446,28,3375.0,559.0,1754.0,554.0,33.78,-118.02,12.341040505940658
5.5194,18,2708.0,382.0,988.0,359.0,34.62,-120.09,12.813117127036708
2.7254,25,4909.0,1422.0,4983.0,1293.0,34.08,-118.05,11.874090314181814
5.7524,52,1466.0,254.0,600.0,253.0,34.08,-118.37,12.883090444160237
2.5401,50,1867.0,403.0,1128.0,378.0,37.78,-122.2,11.768342576834732
3.3125,49,1325.0,277.0,764.0,282.0,37.74,-122.15,11.6784399034478
1.7266,21,1728.0,417.0,731.0,334.0,38.76,-120.59,11.45846927917417
2.5797,17,2737.0,868.0,2924.0,785.0,34.21,-118.59,12.11996994647676
6.7058,44,3022.0,473.0,1235.0,477.0,37.47,-122.27,13.114129572477225
3.1573,12,5048.0,1122.0,2209.0,1014.0,37.96,-121.98,11.74957736630923
5.0371,25,4719.0,745.0,1857.0,739.0,38.5,-121.51,12.101822624156377
3.9231,34,2037.0,385.0,1195.0,391.0,34.15,-117.31,11.472103470449971
6.1873,35,1535.0,283.0,816.0,287.0,34.24,-118.26,12.65107892825887
2.2754,23,3832.0,774.0,2435.0,747.0,39.0,-122.13,10.988676820872096
2.3605,39,1598.0,458.0,1691.0,399.0,33.79,-118.21,11.862172893080164
4.8,36,1017.0,165.0,407.0,159.0,37.62,-122.42,12.633951348475238
2.4053,21,2794.0,662.0,2236.0,565.0,36.93,-121.78,12.091783499128049
4.5,35,2878.0,564.0,1633.0,528.0,37.71,-122.43,12.494629335392617
5.0739,16,4458.0,856.0,3038.0,870.0,37.54,-122.03,12.245293358683456
2.2155,31,2931.0,716.0,1969.0,588.0,35.35,-119.0,11.03650126792157
2.0227,20,1367.0,284.0,429.0,181.0,41.82,-120.48,10.768484990022731
2.5,29,779.0,136.0,364.0,123.0,41.12,-120.96,10.988676820872096
2.8462,36,2019.0,369.0,878.0,356.0,38.58,-121.39,11.444646624216936
2.625,17,1319.0,267.0,393.0,163.0,40.06,-124.08,11.817464654488433
2.8403,24,3550.0,895.0,2828.0,834.0,33.81,-117.83,12.32651879860604
2.1694,33,2289.0,576.0,1100.0,503.0,38.61,-121.43,11.468973577441046
5.0431,16,2040.0,325.0,1207.0,324.0,34.02,-117.62,12.008231277078185
2.8289,15,851.0,297.0,1326.0,254.0,33.76,-117.86,11.67419361256635
7.5118,11,3170.0,420.0,1418.0,432.0,34.22,-118.84,12.799123209551832
6.4285,29,5650.0,817.0,2098.0,813.0,37.28,-121.91,12.728728021049742
4.1375,16,2666.0,450.0,1203.0,429.0,35.49,-120.69,12.312232841358565
4.5701,5,3096.0,545.0,1760.0,519.0,37.65,-121.05,11.894097880509348
2.1875,28,801.0,399.0,936.0,406.0,34.05,-118.45,12.107908396742944
4.3693,44,3192.0,565.0,1439.0,568.0,37.01,-121.58,12.36307639433984
8.72,44,1473.0,250.0,668.0,239.0,34.2,-118.18,12.938200125731004
2.1875,13,3682.0,668.0,1606.0,668.0,34.41,-117.25,11.692743891546064
2.1,19,619.0,239.0,490.0,164.0,36.4,-117.02,9.61573881119536
2.1524,36,2517.0,842.0,2446.0,689.0,34.09,-118.31,12.141534124392605
3.9698,15,1462.0,274.0,1002.0,271.0,32.58,-117.08,11.868499803464928
2.2031,22,2914.0,768.0,2962.0,762.0,37.35,-121.84,12.007621706806336
2.5486,23,1373.0,264.0,677.0,245.0,37.72,-121.01,11.989780569165063
7.1273,21,2483.0,396.0,1194.0,424.0,37.36,-122.01,12.755060730390513
2.7311,32,2122.0,591.0,1929.0,539.0,34.0,-118.1,12.039427568121226
2.2917,37,1575.0,358.0,933.0,320.0,37.76,-122.18,11.580584113444043
3.3482,30,1653.0,285.0,800.0,291.0,37.67,-121.09,12.301382825334498
4.3625,13,1429.0,209.0,702.0,205.0,36.93,-119.87,11.624466839703135
7.4111,52,2375.0,369.0,930.0,351.0,34.11,-118.15,13.05857124431655
2.7118,25,4590.0,1477.0,2723.0,1195.0,34.2,-118.47,12.548597953864464
2.639,39,4220.0,1055.0,2720.0,1046.0,37.63,-122.41,12.398756989359676
3.5646,40,2462.0,587.0,1821.0,536.0,33.87,-118.17,11.999048476095847
4.0385,12,2228.0,479.0,1122.0,488.0,33.67,-117.99,12.765688433465597
2.0536,42,1236.0,272.0,946.0,261.0,36.73,-119.74,10.819778284410283
8.7172,32,2108.0,309.0,769.0,274.0,34.16,-118.48,13.122365377402328
6.6852,25,2994.0,519.0,903.0,410.0,33.44,-117.67,13.122365377402328
2.4113,23,1817.0,400.0,1376.0,382.0,37.7,-122.41,12.274665436995786
5.2174,5,8403.0,1240.0,3962.0,1150.0,33.95,-117.21,11.954401010601426
2.3182,23,1125.0,273.0,687.0,308.0,32.98,-117.09,12.501722887631132
4.4375,24,1332.0,252.0,625.0,230.0,33.89,-117.96,12.719195628344847
2.9222,27,3500.0,1036.0,3019.0,955.0,37.35,-121.87,11.942757929526689
5.2131,5,6971.0,1449.0,3521.0,1423.0,33.87,-117.83,12.404513584204013
3.1406,33,1653.0,334.0,814.0,328.0,37.95,-122.04,12.002118788609105
2.9386,18,5605.0,1303.0,4028.0,1145.0,34.06,-117.53,11.664787814279476
5.5792,35,1898.0,344.0,1123.0,347.0,34.26,-118.47,12.294083522852889
4.3487,29,3167.0,548.0,1554.0,534.0,38.65,-121.84,12.209566534784429
5.6889,33,3425.0,511.0,1528.0,479.0,32.66,-117.06,12.365637215201511
4.4167,28,2347.0,608.0,785.0,548.0,34.09,-118.39,12.959844447906551
2.0057,42,2084.0,517.0,1062.0,451.0,33.96,-118.33,12.197031900878024
3.3421,30,2350.0,472.0,945.0,467.0,34.08,-118.11,12.211060187041213
5.1515,17,9559.0,1911.0,5279.0,1844.0,34.02,-118.11,12.672632852998149
4.8424,23,7609.0,1446.0,6034.0,1414.0,37.34,-121.82,12.18229211686477
3.9758,48,2660.0,616.0,1491.0,602.0,37.76,-122.48,12.761680412068058
3.4612,29,917.0,181.0,379.0,183.0,34.15,-118.39,12.959844447906551
2.6583,52,1056.0,224.0,792.0,245.0,37.78,-122.21,11.867798786962332
6.9772,17,4413.0,672.0,1674.0,608.0,37.12,-122.0,12.856573251368646
2.7305,16,1579.0,327.0,934.0,298.0,34.9,-117.16,11.209114010588564
3.7452,14,2992.0,573.0,1631.0,526.0,35.05,-118.19,11.3290026268093
2.9769,43,2084.0,417.0,912.0,410.0,38.54,-121.43,11.437123751553946
10.5815,11,2836.0,373.0,959.0,335.0,37.83,-121.94,13.122365377402328
6.7694,16,4755.0,807.0,1829.0,756.0,32.94,-117.25,12.961959855911305
2.6384,47,1147.0,297.0,1097.0,307.0,33.97,-118.22,12.000891794590135
10.3942,39,906.0,109.0,353.0,112.0,37.46,-122.15,13.122365377402328
5.5,30,1291.0,230.0,835.0,215.0,33.79,-118.26,12.109010932687042
2.6561,14,5526.0,1916.0,6799.0,1796.0,33.75,-117.87,11.880342505440863
4.7361,41,2189.0,414.0,1063.0,409.0,37.66,-122.42,12.620167080336392
3.7738,18,3418.0,686.0,970.0,453.0,35.42,-120.94,12.540399725805
7.255899999999999,20,2467.0,332.0,731.0,335.0,32.82,-117.24,12.879782132197644
3.3333,42,1421.0,330.0,659.0,303.0,37.35,-121.95,12.37960569629105
10.0481,30,2612.0,338.0,980.0,324.0,37.4,-122.2,13.122365377402328
1.0625,32,779.0,201.0,861.0,219.0,33.93,-118.24,11.40534025429029
1.3929,33,662.0,183.0,607.0,181.0,36.75,-119.83,10.925938480238674
3.1146,36,2696.0,713.0,905.0,659.0,34.15,-118.39,12.83067328355501
2.4464,42,328.0,100.0,605.0,87.0,33.92,-118.24,11.486581489630629
4.6629,12,5319.0,875.0,2439.0,779.0,34.68,-118.12,11.786762130599955
3.102,11,1229.0,236.0,581.0,190.0,33.69,-117.35,11.619984537263637
4.5562,17,3050.0,481.0,1490.0,489.0,38.69,-121.25,11.809319478024031
4.075,18,11026.0,1978.0,5407.0,1923.0,34.1,-117.83,12.350605796262473
1.5078,36,1786.0,418.0,1367.0,393.0,33.95,-118.3,11.50891744357269
2.3159,13,4503.0,1137.0,3094.0,1091.0,33.16,-117.2,11.425186550662222
3.9408,46,695.0,136.0,408.0,148.0,37.09,-122.09,12.313131717823582
5.457,13,3292.0,727.0,1565.0,698.0,33.92,-117.88,12.64044909713276
4.5568,36,2559.0,469.0,1358.0,445.0,34.2,-118.57,12.213544660368877
4.049,19,6789.0,1200.0,2325.0,1109.0,36.83,-119.81,11.744037185933616
7.7785,13,1841.0,237.0,833.0,231.0,34.25,-118.78,12.910901330863958
2.2277,26,2185.0,435.0,1108.0,419.0,36.07,-119.04,11.26446410567173
1.9698,12,4038.0,1074.0,3440.0,942.0,38.0,-121.29,11.628929140726534
3.75,52,1788.0,313.0,792.0,294.0,34.1,-118.1,12.542544882151386
2.2478,31,2152.0,462.0,1259.0,420.0,40.8,-124.13,11.303438240103503
2.4167,27,1551.0,464.0,880.0,400.0,32.75,-117.14,11.785240060290889
4.8167,16,1953.0,404.0,798.0,385.0,32.74,-117.23,12.042376552859384
2.3087,52,2084.0,550.0,1438.0,516.0,37.74,-122.42,12.463037745319896
3.436,37,4590.0,857.0,2920.0,832.0,38.08,-122.22,11.459524688243112
2.4844,35,1565.0,290.0,861.0,277.0,38.68,-121.38,11.25156070083582
4.3,41,3545.0,698.0,1221.0,651.0,34.15,-118.36,13.122365377402328
2.085,9,1931.0,472.0,1628.0,445.0,32.71,-117.1,11.436044420634271
4.6389,34,682.0,132.0,491.0,144.0,33.91,-118.12,12.065660491813428
2.8106,24,3533.0,741.0,1496.0,723.0,38.65,-121.33,12.118333731222169
3.0755,32,3888.0,827.0,3868.0,841.0,32.77,-117.06,12.024550768906783
4.6758,21,3843.0,716.0,1850.0,705.0,37.26,-121.94,12.484461671070362
4.0651,33,3180.0,865.0,1347.0,841.0,34.09,-118.37,13.122365377402328
2.7857,28,2492.0,507.0,1202.0,460.0,39.47,-123.8,11.920388575741066
4.0985,43,2373.0,481.0,1247.0,454.0,37.75,-122.5,12.5539086408017
1.2132,23,1586.0,448.0,338.0,182.0,33.35,-115.73,10.308952660644293
8.8062,52,2156.0,306.0,861.0,311.0,34.07,-118.32,13.122365377402328
0.8941,27,1611.0,479.0,1457.0,458.0,34.0,-118.26,11.428456308343778
2.5559,29,2238.0,523.0,2061.0,504.0,32.71,-117.09,11.480402273264668
2.3319,13,5036.0,1034.0,2243.0,923.0,38.7,-120.79,11.83862560460953
4.1218,35,3080.0,642.0,1362.0,623.0,34.16,-118.44,12.702292116906802
0.9946,30,1366.0,460.0,920.0,410.0,33.91,-118.08,11.982303898822046
4.4821,35,3473.0,563.0,2091.0,580.0,33.84,-118.02,12.274198474577776
3.6607,22,1304.0,278.0,887.0,227.0,36.85,-121.73,12.237086699059343
2.5139,43,707.0,147.0,417.0,155.0,37.74,-122.19,11.331403588346838
4.0484,11,7483.0,1276.0,3516.0,1261.0,33.09,-117.06,12.478006361013817
2.712,21,2520.0,582.0,416.0,151.0,34.17,-117.06,11.396391648714276
3.6196,9,1204.0,355.0,469.0,293.0,33.57,-117.7,11.694413341015606
4.2619,17,2407.0,539.0,1422.0,524.0,33.88,-118.07,11.847252545245054
7.0315,42,2461.0,379.0,1179.0,360.0,34.14,-118.06,12.988374737401012
2.6322,10,2381.0,454.0,1323.0,477.0,33.73,-117.16,11.85438524310248
3.2813,36,832.0,211.0,545.0,211.0,37.35,-121.95,12.406561506279576
3.0809,5,6660.0,1217.0,3012.0,1087.0,37.69,-120.86,11.87478693559626
2.8448,31,1856.0,425.0,795.0,426.0,34.15,-118.43,12.795524589751354
4.2304,17,2340.0,370.0,1174.0,396.0,36.85,-119.81,11.455296352133592
2.0769,34,796.0,180.0,673.0,144.0,33.94,-118.24,11.388495386592052
3.0859,16,5228.0,992.0,1177.0,639.0,33.78,-116.45,11.810062696192764
2.3438,34,786.0,341.0,1239.0,320.0,34.07,-118.27,11.932293478247384
2.8797,33,3306.0,974.0,2475.0,924.0,34.01,-118.41,12.561296537201592
4.1667,9,8185.0,1525.0,3630.0,1466.0,34.03,-117.29,12.194506009158708
3.1528,43,2099.0,398.0,1276.0,387.0,33.92,-118.17,12.024550768906783
2.8828,36,1710.0,320.0,861.0,300.0,37.94,-121.7,11.78371566975179
5.8322,14,16199.0,2993.0,8117.0,2847.0,37.57,-122.01,12.548952878446716
7.736,21,2387.0,357.0,913.0,341.0,37.11,-121.95,12.893453231195782
1.8824,46,441.0,167.0,621.0,144.0,34.01,-118.28,11.998433280751929
2.9471,33,1670.0,256.0,528.0,250.0,36.8,-119.82,11.507912923146684
1.9583,47,508.0,108.0,384.0,86.0,34.06,-117.76,11.436044420634271
8.3474,33,1113.0,145.0,424.0,137.0,33.97,-117.95,13.122365377402328
