Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,__target__
0.0,2.0,4,3,134,4,1.0,0.0,5,4507,1
4.0,1.0,5,2,244,6,1.0,1.0,1,1199,0
0.0,2.0,3,2,214,2,1.0,1.0,26,3503,1
1.0,2.0,6,5,281,4,1.0,1.0,8,1241,1
3.0,0.0,3,1,185,3,2.0,1.0,7,5474,1
2.0,2.0,3,1,223,3,2.0,0.0,31,3942,1
1.0,1.0,5,3,239,5,2.0,0.0,19,2988,1
4.0,2.0,3,2,212,2,2.0,0.0,65,3776,1
0.0,2.0,4,5,223,5,2.0,0.0,6,1579,1
2.0,2.0,5,5,158,3,2.0,0.0,47,1246,1
0.0,1.0,2,4,198,3,1.0,1.0,37,2555,1
2.0,0.0,3,3,135,3,1.0,1.0,56,1490,1
3.0,2.0,7,3,305,4,2.0,0.0,3,1426,1
0.0,2.0,5,1,172,2,1.0,0.0,9,1723,0
3.0,2.0,4,5,137,3,2.0,1.0,1,4861,0
1.0,2.0,4,3,151,3,2.0,0.0,8,4025,1
4.0,2.0,3,3,176,8,2.0,0.0,1,4895,1
2.0,2.0,6,4,283,4,2.0,1.0,1,1384,1
0.0,2.0,4,3,136,3,2.0,1.0,10,4299,1
3.0,1.0,5,3,222,2,2.0,1.0,3,4460,1
0.0,2.0,3,5,205,3,2.0,0.0,9,4565,1
4.0,2.0,3,1,202,3,2.0,0.0,7,5818,0
3.0,2.0,4,4,213,3,1.0,0.0,1,4266,0
0.0,2.0,5,2,146,3,1.0,0.0,5,4725,0
3.0,1.0,4,3,192,4,0.0,0.0,1,5669,1
4.0,2.0,2,1,137,5,2.0,0.0,3,1037,1
4.0,2.0,3,4,263,3,1.0,1.0,42,2992,1
2.0,2.0,5,2,167,3,2.0,0.0,7,1939,1
3.0,1.0,3,2,262,3,2.0,1.0,2,5910,1
4.0,1.0,3,2,150,2,1.0,0.0,3,4174,0
3.0,2.0,3,1,200,2,2.0,1.0,27,2551,1
4.0,1.0,3,5,191,3,0.0,0.0,17,2235,1
4.0,2.0,5,5,128,3,1.0,1.0,9,5143,1
4.0,1.0,4,4,259,2,2.0,0.0,8,4672,0
3.0,2.0,4,4,259,3,1.0,1.0,3,4509,0
3.0,2.0,3,2,207,3,0.0,0.0,3,4909,1
3.0,0.0,5,1,271,4,1.0,1.0,3,4610,1
0.0,0.0,3,1,245,3,1.0,0.0,4,5449,0
2.0,0.0,4,2,200,2,1.0,0.0,8,4222,0
1.0,0.0,3,3,121,2,1.0,1.0,10,5130,1
0.0,1.0,4,1,174,3,1.0,1.0,7,4813,1
2.0,2.0,5,5,143,2,0.0,0.0,18,1066,1
4.0,2.0,5,1,181,3,1.0,0.0,3,5118,0
2.0,2.0,4,3,181,4,1.0,0.0,8,5106,0
4.0,2.0,5,3,186,2,2.0,0.0,58,2259,1
4.0,2.0,5,3,198,4,0.0,1.0,65,3407,1
0.0,2.0,5,5,269,3,1.0,0.0,5,5673,1
3.0,2.0,5,3,170,3,1.0,0.0,12,1018,1
1.0,2.0,2,5,211,3,1.0,1.0,3,1368,0
0.0,2.0,4,3,171,4,1.0,0.0,55,1539,1
4.0,1.0,5,2,171,3,1.0,1.0,6,4656,1
1.0,2.0,7,1,308,4,2.0,1.0,7,1841,1
0.0,2.0,5,3,252,5,1.0,1.0,3,1474,0
0.0,2.0,3,1,235,3,1.0,0.0,9,5735,0
1.0,1.0,4,1,171,3,2.0,1.0,10,5971,0
1.0,2.0,5,3,245,4,1.0,1.0,1,5743,0
4.0,2.0,2,1,264,3,2.0,1.0,10,3409,1
4.0,0.0,4,2,246,3,1.0,0.0,7,5616,0
3.0,2.0,4,1,159,3,2.0,1.0,13,1445,1
4.0,1.0,4,5,246,3,1.0,1.0,10,4616,1
4.0,2.0,4,3,171,3,2.0,0.0,8,4826,0
4.0,2.0,3,2,102,4,2.0,1.0,57,1220,1
4.0,2.0,4,4,225,2,2.0,1.0,10,4829,1
2.0,2.0,3,1,230,2,2.0,0.0,18,2832,1
0.0,2.0,4,1,224,4,2.0,0.0,5,4887,0
2.0,2.0,5,1,137,2,1.0,1.0,9,4580,1
2.0,2.0,4,3,177,4,1.0,1.0,38,1767,1
4.0,2.0,5,2,226,3,2.0,1.0,6,4700,1
0.0,2.0,3,2,261,8,1.0,0.0,3,5171,0
1.0,2.0,3,1,236,3,1.0,1.0,2,4298,0
1.0,0.0,5,2,244,5,1.0,1.0,1,1875,1
3.0,2.0,3,3,169,3,1.0,0.0,9,4317,1
3.0,0.0,3,1,184,5,2.0,0.0,58,2544,1
3.0,2.0,3,4,158,3,0.0,1.0,41,1137,1
0.0,2.0,5,1,233,3,1.0,1.0,10,5289,0
0.0,2.0,3,1,150,3,2.0,0.0,8,1745,1
1.0,0.0,4,5,257,3,2.0,1.0,5,4180,0
4.0,0.0,5,4,142,2,0.0,1.0,7,5341,0
4.0,0.0,6,3,254,5,2.0,0.0,7,1615,1
3.0,1.0,5,5,222,5,1.0,0.0,4,1311,0
1.0,0.0,3,5,108,2,1.0,0.0,10,5559,1
4.0,1.0,7,2,281,4,2.0,0.0,2,1291,0
0.0,2.0,5,4,269,2,1.0,0.0,9,5517,0
2.0,2.0,2,1,207,3,2.0,0.0,10,5394,0
3.0,2.0,4,1,273,4,1.0,1.0,1,4857,0
2.0,0.0,5,3,259,3,1.0,0.0,45,3335,1
1.0,0.0,6,5,225,3,2.0,1.0,10,4972,0
4.0,2.0,4,3,263,2,1.0,1.0,9,4210,0
0.0,2.0,3,1,139,5,2.0,0.0,5,4572,0
4.0,1.0,3,4,160,4,1.0,1.0,1,5341,0
3.0,2.0,3,4,191,2,2.0,1.0,8,5667,1
4.0,1.0,4,5,167,2,1.0,0.0,7,4289,1
2.0,0.0,5,5,260,5,1.0,0.0,2,1128,0
0.0,1.0,2,2,163,3,1.0,1.0,5,5887,0
3.0,2.0,4,1,233,7,2.0,1.0,7,4272,1
0.0,2.0,4,1,191,2,1.0,0.0,4,5851,1
2.0,2.0,5,5,226,3,2.0,0.0,65,3840,1
4.0,2.0,5,4,263,5,2.0,1.0,8,1548,0
4.0,2.0,5,3,243,5,2.0,1.0,8,1223,1
4.0,0.0,3,3,165,3,0.0,1.0,35,1459,1
3.0,2.0,4,4,191,2,1.0,1.0,1,4318,1
0.0,2.0,4,3,153,2,2.0,1.0,1,4366,1
0.0,2.0,5,1,133,2,2.0,1.0,1,4643,0
1.0,2.0,4,1,251,4,1.0,1.0,3,4433,0
1.0,2.0,5,4,182,5,2.0,0.0,23,3398,1
3.0,0.0,4,1,266,2,0.0,1.0,4,5116,0
4.0,1.0,6,4,256,4,1.0,0.0,2,1752,1
4.0,1.0,5,1,162,3,1.0,0.0,4,5869,1
2.0,2.0,3,5,150,3,0.0,1.0,6,4565,0
0.0,2.0,3,4,148,3,1.0,1.0,37,1523,1
4.0,2.0,5,1,160,2,1.0,1.0,32,1576,1
4.0,0.0,2,5,162,4,2.0,1.0,49,1671,1
4.0,0.0,2,3,263,3,2.0,0.0,10,4779,0
1.0,2.0,2,4,193,2,1.0,0.0,5,5706,0
0.0,2.0,3,4,121,3,1.0,0.0,63,1611,1
0.0,2.0,5,1,151,3,2.0,1.0,2,4172,1
1.0,1.0,3,1,233,3,2.0,1.0,7,5331,0
0.0,2.0,3,1,267,3,1.0,1.0,5,5528,0
4.0,0.0,3,4,243,3,2.0,1.0,6,4950,0
4.0,1.0,5,1,223,3,2.0,0.0,4,4905,1
3.0,2.0,5,4,273,2,1.0,0.0,1,5008,1
2.0,0.0,4,3,254,2,1.0,1.0,3,5546,0
3.0,1.0,5,5,184,2,2.0,1.0,9,4649,1
2.0,0.0,4,2,180,3,1.0,0.0,47,1434,1
0.0,0.0,3,2,264,3,2.0,1.0,5,3861,1
2.0,1.0,5,4,217,5,1.0,0.0,8,1803,0
1.0,2.0,4,4,146,3,1.0,1.0,3,5225,1
3.0,2.0,3,1,243,4,0.0,1.0,59,3838,1
1.0,2.0,6,5,261,4,1.0,0.0,9,1266,1
4.0,0.0,3,1,159,2,2.0,0.0,3,5691,0
1.0,2.0,4,5,157,3,2.0,0.0,2,4343,1
0.0,2.0,3,5,271,3,1.0,1.0,2,5229,1
1.0,2.0,4,5,241,4,2.0,1.0,58,2874,1
4.0,2.0,4,2,215,3,2.0,0.0,48,2953,1
1.0,2.0,5,3,229,5,1.0,0.0,1,1424,0
4.0,2.0,3,2,232,2,1.0,0.0,39,2139,1
0.0,2.0,2,4,176,2,2.0,0.0,2,5138,0
0.0,2.0,6,3,259,5,2.0,0.0,1,1271,0
4.0,2.0,4,1,268,4,2.0,0.0,2,4543,0
4.0,0.0,4,1,189,3,2.0,1.0,5,4133,0
4.0,1.0,4,4,217,2,1.0,1.0,6,4029,1
0.0,1.0,3,1,169,3,0.0,1.0,24,1740,1
4.0,2.0,3,4,258,3,1.0,0.0,55,2777,1
4.0,2.0,3,2,189,2,2.0,0.0,4,4160,0
1.0,2.0,4,2,260,3,1.0,1.0,4,5504,1
4.0,2.0,4,3,229,3,1.0,0.0,3,5027,0
4.0,0.0,5,5,273,5,2.0,1.0,4,1597,1
1.0,0.0,4,3,226,3,2.0,1.0,10,5305,0
3.0,2.0,3,2,160,3,1.0,0.0,7,4468,0
2.0,2.0,4,2,142,10,0.0,0.0,9,4280,1
1.0,2.0,4,3,266,3,0.0,0.0,2,5298,0
4.0,2.0,3,5,136,3,2.0,0.0,7,4147,0
0.0,2.0,2,1,255,3,2.0,0.0,1,5929,0
1.0,2.0,2,3,140,3,1.0,0.0,2,4691,0
1.0,2.0,3,3,132,2,2.0,0.0,8,5810,1
1.0,0.0,5,3,232,5,1.0,0.0,1,1835,1
4.0,0.0,4,4,233,2,2.0,1.0,39,2291,1
3.0,2.0,3,4,252,2,1.0,1.0,6,4630,1
4.0,2.0,4,4,146,3,1.0,1.0,10,4472,1
3.0,0.0,3,4,272,10,2.0,1.0,63,2455,1
4.0,2.0,3,4,226,3,1.0,0.0,7,4411,1
1.0,1.0,5,4,212,2,1.0,0.0,9,4925,0
3.0,2.0,3,1,167,2,1.0,0.0,8,4171,1
0.0,2.0,4,5,260,3,2.0,0.0,6,4221,0
3.0,2.0,3,3,239,6,1.0,1.0,7,4501,1
4.0,2.0,3,1,237,3,2.0,0.0,4,5860,0
1.0,2.0,3,2,199,3,2.0,0.0,8,4164,1
2.0,2.0,4,5,180,3,1.0,0.0,24,1513,1
0.0,2.0,5,1,236,6,2.0,0.0,4,1705,0
4.0,1.0,3,5,241,3,1.0,0.0,5,4861,1
1.0,2.0,3,2,238,4,1.0,0.0,7,5254,0
3.0,2.0,4,2,274,3,2.0,0.0,7,4477,1
4.0,1.0,3,2,231,3,1.0,0.0,56,2714,1
4.0,2.0,3,5,169,3,1.0,0.0,6,5397,0
2.0,2.0,4,2,198,3,2.0,1.0,10,5487,1
3.0,2.0,2,3,163,3,1.0,0.0,4,4862,0
0.0,2.0,2,3,118,4,2.0,1.0,7,5510,0
4.0,2.0,5,2,233,3,1.0,0.0,5,5756,1
4.0,2.0,4,1,254,5,2.0,0.0,3,1880,1
1.0,2.0,4,2,146,3,2.0,1.0,7,4381,1
4.0,2.0,4,2,181,3,2.0,1.0,4,5717,0
2.0,2.0,3,5,265,4,1.0,0.0,8,5087,1
2.0,2.0,4,5,231,4,2.0,1.0,9,5528,0
3.0,0.0,4,5,185,2,1.0,0.0,4,5428,0
1.0,0.0,3,5,165,4,1.0,1.0,6,4795,1
2.0,2.0,5,2,265,3,1.0,1.0,8,5447,1
1.0,2.0,3,5,207,4,1.0,0.0,45,3770,1
0.0,1.0,4,2,172,2,1.0,1.0,23,1019,1
2.0,2.0,4,3,257,5,2.0,0.0,9,1080,0
4.0,2.0,5,5,276,4,1.0,0.0,7,1742,0
1.0,2.0,5,1,174,3,1.0,1.0,10,4008,0
0.0,1.0,4,5,162,3,1.0,0.0,31,1170,1
4.0,2.0,4,5,258,2,0.0,1.0,5,3512,1
4.0,2.0,4,1,140,2,1.0,1.0,8,4926,0
0.0,0.0,3,4,186,6,1.0,0.0,8,4134,0
4.0,2.0,4,5,162,2,2.0,0.0,57,1715,1
3.0,1.0,4,4,195,3,1.0,0.0,6,5783,0
4.0,0.0,3,3,255,2,2.0,0.0,3,4824,0
3.0,2.0,4,4,279,5,2.0,0.0,56,2697,1
4.0,2.0,3,1,241,3,2.0,1.0,9,5184,0
0.0,0.0,7,2,253,4,1.0,1.0,1,1294,1
3.0,2.0,5,4,285,6,0.0,1.0,63,3151,1
1.0,0.0,3,5,146,3,2.0,1.0,8,5637,1
2.0,1.0,3,1,260,2,2.0,0.0,6,4332,0
1.0,2.0,2,2,161,3,1.0,0.0,5,5999,1
4.0,0.0,4,2,180,4,2.0,1.0,9,4329,0
2.0,2.0,4,1,263,5,1.0,1.0,8,1426,1
2.0,0.0,4,5,217,4,2.0,0.0,3,5966,0
4.0,2.0,4,5,228,2,1.0,1.0,63,3401,1
2.0,2.0,3,1,159,3,1.0,1.0,10,4358,1
0.0,2.0,5,4,248,4,2.0,0.0,5,4271,1
3.0,2.0,3,5,238,2,2.0,0.0,34,2726,1
1.0,2.0,4,3,154,3,2.0,1.0,52,1432,1
4.0,1.0,5,1,184,4,2.0,0.0,38,2232,1
3.0,1.0,3,2,245,3,1.0,0.0,61,2188,1
0.0,2.0,3,1,133,3,2.0,1.0,7,4004,1
4.0,1.0,5,4,244,5,2.0,0.0,1,1320,0
3.0,2.0,4,4,234,2,0.0,1.0,2,2008,1
4.0,2.0,3,1,154,2,2.0,0.0,56,1300,1
0.0,2.0,3,1,142,4,2.0,1.0,7,4780,0
1.0,2.0,2,4,248,3,1.0,0.0,7,4142,0
2.0,2.0,2,2,189,4,1.0,1.0,9,3413,1
3.0,2.0,5,2,213,3,1.0,1.0,9,5526,0
4.0,2.0,5,2,176,4,1.0,1.0,10,5532,0
1.0,2.0,3,5,134,3,2.0,1.0,38,1169,1
1.0,2.0,7,4,282,4,1.0,1.0,6,1800,0
3.0,2.0,4,5,226,2,1.0,1.0,10,4706,1
0.0,2.0,3,1,219,8,1.0,1.0,2,5334,0
3.0,0.0,3,3,155,3,1.0,0.0,29,1712,1
3.0,2.0,6,2,245,4,1.0,0.0,10,1448,0
4.0,2.0,3,2,229,6,2.0,0.0,3,5689,1
0.0,2.0,4,1,235,3,0.0,0.0,22,3695,1
3.0,1.0,6,3,166,5,2.0,0.0,3,4596,1
0.0,0.0,5,5,132,2,0.0,1.0,6,4392,0
2.0,2.0,3,2,215,4,0.0,1.0,2,4673,1
4.0,0.0,4,2,185,5,1.0,1.0,7,4694,1
3.0,2.0,5,1,285,4,2.0,0.0,10,1428,0
4.0,2.0,3,1,201,3,2.0,0.0,8,4315,0
3.0,2.0,4,4,260,2,2.0,1.0,6,4474,0
1.0,2.0,4,3,218,5,2.0,0.0,9,1024,0
4.0,1.0,6,2,278,4,0.0,0.0,8,1967,0
1.0,0.0,3,4,273,2,2.0,0.0,39,2651,1
1.0,2.0,6,5,253,4,2.0,1.0,8,1899,1
0.0,2.0,5,3,113,3,2.0,0.0,5,4743,0
3.0,2.0,3,3,259,3,2.0,0.0,4,4259,0
0.0,2.0,6,4,250,4,1.0,1.0,2,1969,1
3.0,1.0,4,4,157,2,2.0,1.0,8,5398,0
4.0,2.0,4,4,218,2,2.0,1.0,3,5039,0
1.0,0.0,4,1,254,2,1.0,1.0,10,4230,1
3.0,2.0,4,5,212,2,2.0,1.0,10,4552,0
2.0,2.0,6,1,264,4,2.0,1.0,1,1273,0
2.0,2.0,3,5,150,2,2.0,1.0,10,5944,0
3.0,2.0,3,1,234,4,0.0,1.0,6,4942,0
0.0,2.0,6,4,292,4,2.0,1.0,5,1793,0
0.0,2.0,4,5,98,4,1.0,0.0,5,4643,0
4.0,1.0,3,3,273,4,1.0,1.0,12,2151,1
4.0,0.0,5,2,231,2,2.0,0.0,55,3894,1
4.0,2.0,5,5,263,5,2.0,0.0,1,1114,1
4.0,0.0,7,2,288,4,0.0,1.0,4,1321,0
1.0,0.0,2,3,175,6,0.0,0.0,6,5341,1
4.0,2.0,3,3,237,3,2.0,1.0,47,3625,1
3.0,0.0,4,1,184,3,1.0,0.0,8,4667,0
4.0,1.0,4,2,206,2,2.0,1.0,5,4635,0
2.0,0.0,6,2,284,4,1.0,0.0,7,1181,1
4.0,2.0,2,3,185,3,2.0,0.0,7,4246,0
0.0,0.0,3,4,215,2,1.0,0.0,8,5683,0
0.0,1.0,4,5,198,3,1.0,1.0,2,4272,0
0.0,2.0,4,5,236,4,2.0,1.0,1,4082,0
0.0,1.0,7,1,275,4,2.0,1.0,7,1754,0
4.0,2.0,6,4,292,4,2.0,1.0,8,1779,1
0.0,2.0,3,1,199,3,2.0,0.0,8,5557,1
3.0,2.0,7,2,291,4,1.0,0.0,8,1275,0
4.0,2.0,4,3,201,3,1.0,0.0,46,3641,1
0.0,2.0,4,4,189,4,2.0,0.0,9,5838,1
2.0,2.0,5,1,148,3,1.0,0.0,5,5790,0
0.0,2.0,4,3,280,6,0.0,1.0,8,4525,0
3.0,0.0,5,1,255,4,2.0,1.0,9,4881,1
4.0,0.0,7,3,306,4,2.0,1.0,4,1739,1
3.0,2.0,7,3,309,4,1.0,0.0,1,1290,1
3.0,1.0,6,2,251,4,2.0,0.0,9,1322,1
2.0,2.0,4,5,243,2,1.0,1.0,19,2829,1
1.0,1.0,3,2,238,2,2.0,0.0,32,3274,1
2.0,1.0,3,5,129,3,2.0,0.0,52,1513,1
1.0,2.0,4,5,161,2,0.0,0.0,5,5133,1
0.0,2.0,4,3,225,5,2.0,0.0,6,1573,0
4.0,2.0,3,2,279,3,2.0,0.0,6,4560,0
0.0,2.0,5,4,255,6,1.0,1.0,4,1255,1
0.0,2.0,3,3,228,2,1.0,1.0,5,4470,0
3.0,1.0,6,5,245,4,1.0,1.0,3,1716,0
0.0,2.0,5,5,161,3,1.0,0.0,5,4702,0
2.0,0.0,3,2,134,3,1.0,0.0,20,1391,1
3.0,2.0,3,2,245,2,1.0,0.0,4,4514,1
3.0,0.0,2,1,177,4,1.0,0.0,5,4358,0
1.0,1.0,4,5,210,4,1.0,1.0,3,5432,1
1.0,2.0,4,5,261,3,0.0,1.0,3,4885,1
4.0,2.0,4,3,257,3,1.0,0.0,1,5843,0
3.0,2.0,4,5,251,2,2.0,0.0,28,3561,1
3.0,2.0,4,2,221,3,1.0,1.0,10,4126,0
0.0,2.0,4,3,149,3,2.0,0.0,1,1448,1
0.0,0.0,7,5,302,4,1.0,1.0,3,1597,1
1.0,2.0,3,1,153,2,1.0,1.0,7,5292,1
3.0,2.0,3,4,248,3,2.0,1.0,7,5299,0
4.0,0.0,5,2,211,3,2.0,0.0,8,4962,0
2.0,2.0,3,2,260,3,2.0,1.0,52,2874,1
4.0,1.0,5,4,172,4,2.0,0.0,10,4659,1
1.0,2.0,5,2,189,3,1.0,0.0,1,5965,0
3.0,1.0,4,2,217,2,1.0,1.0,4,5539,0
4.0,2.0,3,3,238,3,2.0,1.0,54,2860,1
0.0,2.0,3,4,98,2,1.0,0.0,32,1539,1
3.0,2.0,5,3,254,2,2.0,1.0,4,3297,1
1.0,2.0,3,1,145,2,0.0,1.0,25,1851,1
0.0,2.0,4,1,157,2,2.0,0.0,5,5647,0
0.0,2.0,3,3,234,3,1.0,0.0,8,4839,1
2.0,2.0,3,5,196,3,1.0,1.0,1,5303,1
1.0,1.0,7,5,287,4,1.0,0.0,8,1748,0
3.0,2.0,3,5,145,2,1.0,0.0,2,4232,1
0.0,1.0,3,4,247,3,1.0,1.0,10,5749,1
1.0,2.0,6,4,227,5,2.0,0.0,8,4388,0
0.0,2.0,5,5,238,6,1.0,0.0,3,1965,1
4.0,2.0,4,3,195,3,1.0,1.0,7,4915,1
4.0,2.0,4,5,155,3,2.0,1.0,8,4924,0
3.0,2.0,4,3,261,3,2.0,0.0,2,4028,0
2.0,0.0,4,3,262,4,0.0,0.0,2,4783,1
0.0,1.0,5,1,260,2,1.0,1.0,4,5580,0
1.0,2.0,4,1,155,3,1.0,0.0,4,4397,0
1.0,2.0,2,1,274,10,0.0,0.0,1,5622,0
3.0,2.0,3,4,272,4,1.0,0.0,23,2048,1
3.0,2.0,3,5,286,6,0.0,1.0,8,4777,0
0.0,2.0,2,2,140,3,1.0,0.0,19,1806,1
1.0,2.0,3,5,186,3,2.0,1.0,7,4764,0
1.0,2.0,4,3,233,5,1.0,1.0,5,1799,1
4.0,1.0,5,3,234,5,1.0,1.0,7,1691,1
4.0,2.0,5,5,106,5,1.0,0.0,46,1275,1
0.0,0.0,4,2,150,3,1.0,0.0,48,1193,1
0.0,2.0,7,2,310,4,1.0,0.0,7,1294,0
4.0,2.0,4,3,161,3,2.0,0.0,28,1809,1
3.0,0.0,6,3,191,6,2.0,0.0,2,4471,0
0.0,2.0,5,1,193,4,2.0,0.0,10,5280,0
1.0,2.0,4,3,218,2,2.0,1.0,6,4414,1
3.0,2.0,4,3,185,3,2.0,1.0,3,3131,1
4.0,2.0,5,4,241,2,2.0,0.0,7,4413,0
2.0,2.0,4,1,236,3,1.0,0.0,4,4248,0
2.0,1.0,4,3,214,4,1.0,1.0,34,3446,1
0.0,2.0,4,3,192,4,1.0,0.0,2,1830,0
1.0,0.0,4,1,212,2,2.0,0.0,7,5864,0
4.0,2.0,3,4,165,4,2.0,0.0,7,1627,1
0.0,2.0,2,5,212,2,0.0,0.0,3,4389,0
4.0,2.0,5,1,267,5,2.0,0.0,3,1194,1
3.0,0.0,3,2,165,3,2.0,1.0,47,1639,1
4.0,2.0,5,3,284,5,2.0,0.0,4,5343,1
3.0,1.0,4,2,255,5,2.0,1.0,2,1186,1
0.0,1.0,4,3,152,2,2.0,1.0,18,1537,1
4.0,2.0,3,1,252,4,0.0,1.0,4,4303,0
1.0,2.0,4,1,148,3,1.0,1.0,30,1731,1
1.0,2.0,4,5,262,4,1.0,1.0,16,2871,1
0.0,1.0,6,2,269,6,2.0,1.0,4,4423,0
4.0,2.0,3,3,249,2,2.0,1.0,9,4034,1
0.0,2.0,3,2,259,8,0.0,1.0,3,4390,1
3.0,2.0,2,5,109,3,2.0,1.0,12,1715,1
4.0,2.0,3,2,222,2,2.0,1.0,1,4021,1
4.0,2.0,6,2,282,5,2.0,1.0,5,1818,1
0.0,0.0,6,3,283,5,2.0,1.0,10,1483,0
4.0,2.0,3,4,133,3,1.0,1.0,17,1187,1
1.0,2.0,3,1,154,10,2.0,0.0,3,4524,0
0.0,0.0,4,3,266,5,0.0,0.0,5,1590,0
3.0,0.0,5,1,195,6,0.0,0.0,8,4944,1
0.0,0.0,5,5,222,3,2.0,1.0,5,4949,0
2.0,0.0,6,3,296,4,1.0,0.0,4,1650,0
2.0,2.0,3,2,186,2,1.0,1.0,7,5522,0
4.0,1.0,5,5,165,3,2.0,0.0,32,1798,1
2.0,2.0,3,4,183,2,1.0,1.0,3,4179,1
3.0,2.0,4,3,147,2,1.0,1.0,2,5431,0
3.0,2.0,4,1,242,6,1.0,1.0,4,1791,1
2.0,1.0,6,1,295,4,2.0,0.0,6,1611,0
0.0,2.0,3,2,123,4,2.0,0.0,7,1596,1
1.0,2.0,3,5,152,6,1.0,0.0,32,1158,1
4.0,2.0,7,1,308,4,2.0,0.0,2,1504,0
3.0,0.0,4,1,207,5,1.0,1.0,48,2399,1
0.0,0.0,5,2,253,2,0.0,0.0,2,5643,1
2.0,2.0,3,4,175,2,2.0,1.0,9,5643,1
3.0,2.0,3,2,249,5,2.0,0.0,6,1887,0
2.0,1.0,5,5,128,5,1.0,1.0,34,1008,1
1.0,2.0,5,1,234,2,1.0,1.0,12,2372,1
3.0,0.0,5,3,267,3,1.0,1.0,48,3393,1
2.0,2.0,3,4,210,2,2.0,1.0,29,3142,1
1.0,1.0,5,5,226,3,2.0,1.0,23,2626,1
3.0,2.0,4,2,260,3,2.0,0.0,3,4661,1
0.0,2.0,5,2,248,8,1.0,0.0,10,4583,0
3.0,0.0,3,4,156,3,2.0,1.0,7,4636,0
2.0,2.0,5,2,252,3,1.0,1.0,6,4013,1
2.0,2.0,2,5,177,6,2.0,0.0,41,1772,1
0.0,2.0,5,4,181,5,2.0,1.0,2,5324,0
1.0,2.0,3,3,238,2,2.0,0.0,4,4206,0
3.0,2.0,4,3,199,3,1.0,1.0,8,4391,1
1.0,0.0,5,2,200,2,1.0,0.0,2,2075,1
0.0,0.0,3,4,262,2,1.0,1.0,15,3287,1
2.0,2.0,6,5,278,4,0.0,0.0,6,1761,0
0.0,2.0,5,5,198,5,2.0,1.0,36,2803,1
4.0,2.0,5,1,201,3,1.0,0.0,47,2657,1
4.0,2.0,6,1,152,2,1.0,0.0,3,1340,0
1.0,2.0,4,1,219,2,2.0,0.0,2,1752,0
3.0,2.0,4,1,152,3,2.0,0.0,65,1706,1
3.0,0.0,4,4,132,3,2.0,0.0,5,4613,0
4.0,2.0,3,4,145,8,1.0,0.0,15,1429,1
4.0,1.0,3,4,233,3,2.0,0.0,10,4626,0
3.0,1.0,3,1,267,4,2.0,0.0,4,4914,1
4.0,2.0,4,3,268,3,1.0,0.0,10,5998,0
4.0,2.0,4,5,170,3,1.0,0.0,9,1138,1
4.0,2.0,4,1,264,2,1.0,0.0,3,5258,0
4.0,1.0,3,2,263,3,1.0,1.0,41,2817,1
0.0,2.0,3,4,176,3,1.0,0.0,4,1095,1
2.0,2.0,3,4,235,2,1.0,0.0,10,4575,0
1.0,2.0,3,5,251,3,2.0,1.0,59,3651,1
2.0,2.0,2,3,187,3,2.0,0.0,6,5547,0
4.0,2.0,6,3,279,4,1.0,1.0,7,1090,1
1.0,2.0,3,5,273,10,2.0,0.0,5,4608,0
4.0,2.0,3,1,193,4,1.0,1.0,5,4700,0
3.0,2.0,4,4,262,3,2.0,1.0,2,5429,0
3.0,2.0,6,4,225,4,2.0,1.0,10,4723,0
4.0,2.0,2,5,221,3,1.0,1.0,2,5847,0
1.0,0.0,2,5,157,6,0.0,0.0,17,1764,1
3.0,2.0,4,4,184,3,1.0,0.0,52,3128,1
0.0,2.0,5,2,184,3,1.0,0.0,4,4552,0
2.0,0.0,3,5,202,3,1.0,1.0,2,5208,0
2.0,0.0,7,4,272,4,1.0,1.0,3,1805,0
3.0,0.0,4,2,194,3,1.0,0.0,3,5174,0
3.0,2.0,4,5,254,3,2.0,0.0,10,4148,0
3.0,2.0,4,1,242,6,1.0,1.0,8,1419,1
1.0,2.0,2,1,212,2,0.0,0.0,8,4128,0
1.0,2.0,3,3,178,3,1.0,1.0,3,5396,1
4.0,2.0,4,5,142,4,2.0,0.0,6,5027,0
3.0,0.0,3,5,156,6,1.0,1.0,65,1308,1
3.0,2.0,2,2,168,5,2.0,0.0,1,1885,1
4.0,1.0,4,3,135,2,2.0,0.0,37,1597,1
3.0,2.0,4,3,187,3,1.0,1.0,61,2207,1
3.0,0.0,2,1,203,3,2.0,1.0,6,4234,0
3.0,0.0,2,1,112,5,1.0,0.0,1,4543,0
0.0,0.0,5,1,267,5,1.0,0.0,4,1097,0
1.0,2.0,4,1,268,3,1.0,1.0,8,5486,0
1.0,2.0,6,5,260,4,2.0,0.0,10,1799,0
2.0,2.0,7,3,301,4,2.0,1.0,1,1966,1
1.0,0.0,6,4,289,4,0.0,0.0,4,1822,0
3.0,1.0,6,5,278,4,2.0,0.0,6,1140,0
1.0,0.0,3,2,164,3,2.0,0.0,29,1187,1
0.0,2.0,4,3,256,3,0.0,0.0,1,4323,0
2.0,2.0,3,4,188,5,1.0,0.0,3,4835,1
3.0,2.0,5,1,236,5,2.0,1.0,3,1906,0
3.0,2.0,4,4,228,4,0.0,1.0,1,5573,0
