loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,__target__
4.0,2.0,1.0,1.0,17.0,58.81,0.16,6.13,9.6,360.21,0.02,20.01,2.0,0.0,0.0,0,7.0,4.0,10.0,7.0,3.0,False
23.0,9.0,8.0,5.0,118.0,590.0,0.05,21.62,27.29,12754.41,0.2,708.58,15.0,4.0,2.0,0,15.0,17.0,69.0,49.0,17.0,False
9.0,1.0,1.0,1.0,25.0,102.19,0.2,5.06,20.19,517.32,0.03,28.74,5.0,0.0,2.0,0,9.0,8.0,16.0,9.0,1.0,False
13.0,3.0,1.0,3.0,32.0,130.8,0.12,8.44,15.5,1103.61,0.04,61.31,10.0,0.0,1.0,0,9.0,8.0,17.0,15.0,5.0,True
25.0,3.0,1.0,3.0,89.0,476.82,0.12,8.48,56.21,4044.77,0.16,224.71,20.0,0.0,3.0,0,12.0,29.0,48.0,41.0,5.0,False
10.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,6.0,0,4.0,4.0,5.0,4.0,1.0,True
20.0,3.0,1.0,3.0,68.0,323.33,0.06,17.5,18.48,5658.32,0.11,314.35,14.0,0.0,4.0,0,15.0,12.0,40.0,28.0,5.0,False
73.0,9.0,6.0,8.0,144.0,755.7,0.06,16.64,45.41,12574.87,0.25,698.6,46.0,13.0,8.0,4,13.0,25.0,80.0,64.0,17.0,False
10.0,2.0,1.0,2.0,24.0,93.77,0.19,5.14,18.23,482.22,0.03,26.79,8.0,0.0,0.0,0,8.0,7.0,15.0,9.0,3.0,False
69.0,3.0,1.0,3.0,300.0,1772.07,0.05,19.93,88.89,35325.77,0.59,1962.54,55.0,0.0,12.0,0,14.0,46.0,169.0,131.0,5.0,False
91.0,10.0,8.0,8.0,292.0,1752.0,0.04,24.55,71.38,43003.64,0.58,2389.09,70.0,7.0,12.0,0,20.0,44.0,184.0,108.0,19.0,False
19.0,3.0,1.0,3.0,40.0,163.5,0.18,5.6,29.2,915.59,0.05,50.87,16.0,0.0,1.0,0,7.0,10.0,24.0,16.0,5.0,False
187.0,17.0,15.0,7.0,288.0,1522.2,0.02,50.14,30.36,76327.25,0.51,4240.4,81.0,24.0,79.0,1,18.0,21.0,171.0,117.0,33.0,True
107.0,1.0,1.0,1.0,465.0,2582.88,0.05,21.74,118.79,56161.17,0.86,3120.06,72.0,11.0,22.0,0,8.0,39.0,253.0,212.0,1.0,False
41.0,9.0,1.0,5.0,277.0,1409.23,0.02,57.14,24.66,80527.27,0.47,4473.74,39.0,0.0,0.0,0,20.0,14.0,197.0,80.0,13.0,False
6.0,2.0,1.0,2.0,19.0,70.31,0.16,6.4,10.99,449.97,0.02,25.0,3.0,0.0,1.0,0,8.0,5.0,11.0,8.0,3.0,False
363.0,72.0,44.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,143.0,False
78.0,1.0,1.0,1.0,233.0,1286.99,0.04,22.67,56.78,29171.77,0.43,1620.65,46.0,12.0,10.0,0,16.0,30.0,148.0,85.0,1.0,False
5.0,1.0,1.0,1.0,7.0,16.25,0.67,1.5,10.84,24.38,0.01,1.35,3.0,0.0,0.0,0,3.0,2.0,5.0,2.0,1.0,False
46.0,6.0,4.0,5.0,141.0,783.2,0.04,22.59,34.67,17694.45,0.26,983.03,36.0,0.0,8.0,0,20.0,27.0,80.0,61.0,11.0,False
14.0,3.0,3.0,1.0,28.0,116.76,0.09,11.0,10.61,1284.34,0.04,71.35,10.0,0.0,2.0,0,12.0,6.0,17.0,11.0,5.0,False
77.0,11.0,7.0,4.0,344.0,2122.45,0.02,40.62,52.26,86204.29,0.71,4789.13,39.0,12.0,24.0,0,33.0,39.0,248.0,96.0,21.0,False
39.0,3.0,1.0,3.0,129.0,686.53,0.07,14.54,47.22,9981.07,0.23,554.5,28.0,2.0,7.0,0,14.0,26.0,75.0,54.0,5.0,False
122.0,14.0,1.0,1.0,447.0,2148.89,0.01,113.59,18.92,244094.1,0.72,13560.78,88.0,21.0,11.0,0,17.0,11.0,300.0,147.0,27.0,False
20.0,2.0,1.0,2.0,84.0,434.27,0.11,9.25,46.95,4017.03,0.14,223.17,14.0,0.0,4.0,0,12.0,24.0,47.0,37.0,3.0,True
43.0,6.0,1.0,6.0,181.0,870.13,0.04,23.94,36.34,20831.97,0.29,1157.33,35.0,0.0,6.0,0,11.0,17.0,107.0,74.0,11.0,False
115.0,8.0,1.0,2.0,419.0,2287.5,0.01,69.54,32.89,159072.88,0.76,8837.38,85.0,14.0,14.0,0,19.0,25.0,236.0,183.0,15.0,False
5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3.0,0.0,0.0,0,5.0,6.0,8.0,7.0,1.0,False
40.0,5.0,1.0,5.0,121.0,599.46,0.07,14.53,41.27,8707.91,0.2,483.77,32.0,1.0,3.0,0,12.0,19.0,75.0,46.0,9.0,False
196.0,18.0,1.0,18.0,783.0,5107.95,0.02,54.57,93.6,278742.94,1.7,15485.72,171.0,4.0,19.0,0,21.0,71.0,414.0,369.0,35.0,False
45.0,11.0,1.0,1.0,131.0,615.76,0.03,37.6,16.37,23152.49,0.21,1286.25,28.0,6.0,4.0,2,16.0,10.0,84.0,47.0,21.0,False
12.0,2.0,1.0,2.0,37.0,167.37,0.14,7.09,23.6,1186.82,0.06,65.93,9.0,0.0,1.0,0,12.0,11.0,24.0,13.0,3.0,False
27.0,3.0,1.0,1.0,68.0,288.86,0.05,19.25,15.01,5560.54,0.1,308.92,18.0,3.0,3.0,0,11.0,8.0,40.0,28.0,5.0,False
7.0,1.0,1.0,1.0,16.0,41.36,0.17,6.0,6.89,248.16,0.01,13.79,4.0,0.0,1.0,0,4.0,2.0,10.0,6.0,1.0,False
21.0,7.0,7.0,6.0,80.0,400.0,0.06,17.5,22.86,7000.0,0.13,388.89,18.0,0.0,1.0,0,16.0,16.0,45.0,35.0,13.0,False
14.0,1.0,1.0,1.0,23.0,89.86,0.33,3.0,29.95,269.58,0.03,14.98,9.0,0.0,3.0,0,5.0,10.0,11.0,12.0,1.0,False
28.0,4.0,4.0,3.0,88.0,468.33,0.08,12.67,36.97,5932.18,0.16,329.57,24.0,0.0,2.0,0,16.0,24.0,50.0,38.0,7.0,False
31.0,4.0,1.0,3.0,75.0,375.0,0.09,11.29,33.22,4233.55,0.13,235.2,23.0,0.0,6.0,0,13.0,19.0,42.0,33.0,7.0,False
17.0,6.0,3.0,3.0,81.0,408.6,0.05,20.4,20.03,8335.36,0.14,463.08,13.0,0.0,2.0,0,18.0,15.0,47.0,34.0,11.0,False
2.0,1.0,1.0,1.0,15.0,51.89,0.19,5.25,9.88,272.43,0.02,15.14,0.0,0.0,0.0,0,7.0,4.0,9.0,6.0,1.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0,4.0,4.0,5.0,4.0,1.0,False
20.0,6.0,1.0,3.0,67.0,298.78,0.05,19.5,15.32,5826.25,0.1,323.68,15.0,1.0,1.0,0,13.0,9.0,40.0,27.0,11.0,False
19.0,1.0,1.0,1.0,54.0,250.77,0.13,7.46,33.6,1871.81,0.08,103.99,13.0,0.0,2.0,0,11.0,14.0,35.0,19.0,1.0,False
32.0,4.0,4.0,4.0,79.0,408.42,0.09,11.07,36.89,4521.84,0.14,251.21,23.0,1.0,5.0,0,15.0,21.0,48.0,31.0,7.0,False
187.0,39.0,25.0,17.0,948.0,6768.29,0.02,59.89,113.02,405328.56,2.26,22518.25,160.0,13.0,13.0,1,31.0,110.0,523.0,425.0,77.0,True
108.0,1.0,1.0,1.0,178.0,1134.76,0.45,2.2,515.21,2499.34,0.38,138.85,46.0,24.0,36.0,0,4.0,79.0,91.0,87.0,1.0,True
57.0,7.0,1.0,4.0,222.0,1129.42,0.03,37.78,29.9,42666.86,0.38,2370.38,49.0,0.0,2.0,4,16.0,18.0,137.0,85.0,13.0,True
23.0,2.0,1.0,2.0,42.0,195.04,0.11,9.21,21.18,1796.01,0.07,99.78,17.0,0.0,3.0,0,13.0,12.0,25.0,17.0,3.0,False
25.0,3.0,1.0,3.0,74.0,347.83,0.08,12.86,27.05,4472.13,0.12,248.45,21.0,0.0,4.0,0,12.0,14.0,44.0,30.0,5.0,False
17.0,16.0,16.0,16.0,126.0,577.71,0.06,15.71,36.76,9078.23,0.19,504.35,14.0,0.0,0.0,1,10.0,14.0,82.0,44.0,31.0,False
49.0,5.0,1.0,4.0,105.0,546.99,0.06,16.0,34.19,8751.88,0.18,486.22,31.0,5.0,7.0,0,16.0,21.0,63.0,42.0,9.0,False
17.0,3.0,3.0,2.0,41.0,187.98,0.1,10.5,17.9,1973.83,0.06,109.66,12.0,1.0,2.0,0,14.0,10.0,26.0,15.0,5.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0,3.0,2.0,3.0,2.0,1.0,False
40.0,5.0,1.0,5.0,163.0,900.34,0.07,13.41,67.13,12075.16,0.3,670.84,34.0,0.0,4.0,0,12.0,34.0,87.0,76.0,9.0,False
27.0,1.0,1.0,1.0,96.0,434.26,0.06,15.58,27.87,6767.25,0.14,375.96,19.0,0.0,6.0,0,11.0,12.0,62.0,34.0,1.0,True
41.0,5.0,1.0,1.0,71.0,348.39,0.04,27.0,12.9,9406.51,0.12,522.58,24.0,6.0,9.0,0,18.0,12.0,35.0,36.0,9.0,True
131.0,6.0,1.0,6.0,336.0,2030.92,0.04,23.59,86.09,47913.05,0.68,2661.84,105.0,4.0,14.0,6,17.0,49.0,200.0,136.0,11.0,False
21.0,3.0,1.0,2.0,61.0,299.32,0.06,15.43,19.4,4618.09,0.1,256.56,16.0,0.0,5.0,0,16.0,14.0,34.0,27.0,5.0,False
61.0,3.0,1.0,3.0,183.0,946.1,0.06,16.94,55.85,16026.87,0.32,890.38,42.0,3.0,14.0,0,11.0,25.0,106.0,77.0,5.0,True
14.0,4.0,1.0,4.0,53.0,232.79,0.09,11.36,20.49,2645.37,0.08,146.97,11.0,0.0,1.0,0,10.0,11.0,28.0,25.0,7.0,False
15.0,1.0,1.0,1.0,35.0,153.73,0.14,7.15,21.5,1099.18,0.05,61.07,6.0,0.0,6.0,0,11.0,10.0,22.0,13.0,1.0,False
6.0,1.0,1.0,1.0,23.0,85.11,0.41,2.44,34.82,208.05,0.03,11.56,4.0,0.0,0.0,0,4.0,9.0,12.0,11.0,1.0,False
26.0,3.0,1.0,3.0,68.0,303.24,0.04,22.75,13.33,6898.74,0.1,383.26,21.0,2.0,1.0,0,14.0,8.0,42.0,26.0,5.0,False
27.0,8.0,7.0,3.0,72.0,349.77,0.05,18.42,18.99,6441.68,0.12,357.87,19.0,0.0,6.0,0,17.0,12.0,46.0,26.0,15.0,True
10.0,1.0,1.0,1.0,26.0,98.99,0.17,6.0,16.5,593.95,0.03,33.0,4.0,0.0,2.0,1,8.0,6.0,17.0,9.0,1.0,False
32.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,False
86.0,13.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0,3.0,1.0,3.0,1.0,1.0,False
80.0,14.0,1.0,12.0,191.0,1072.41,0.06,16.99,63.14,18215.19,0.36,1011.96,63.0,3.0,10.0,2,15.0,34.0,114.0,77.0,27.0,True
52.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.0,False
12.0,2.0,1.0,2.0,29.0,110.41,0.14,7.0,15.77,772.89,0.04,42.94,8.0,0.0,2.0,0,7.0,7.0,15.0,14.0,3.0,False
10.0,2.0,1.0,2.0,27.0,110.36,0.14,7.31,15.09,807.02,0.04,44.83,7.0,0.0,1.0,0,9.0,8.0,14.0,13.0,3.0,False
4.0,1.0,1.0,1.0,9.0,25.27,0.27,3.75,6.74,94.75,0.01,5.26,2.0,0.0,0.0,0,5.0,2.0,6.0,3.0,1.0,False
47.0,9.0,4.0,3.0,135.0,737.02,0.05,19.38,38.03,14283.51,0.25,793.53,39.0,2.0,3.0,0,19.0,25.0,84.0,51.0,15.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2.0,0.0,0.0,0,5.0,3.0,6.0,3.0,1.0,False
5.0,1.0,1.0,1.0,18.0,64.53,0.5,2.0,32.25,129.06,0.02,7.17,3.0,0.0,0.0,0,4.0,8.0,10.0,8.0,1.0,False
19.0,2.0,1.0,2.0,53.0,232.79,0.14,7.08,32.89,1647.46,0.08,91.53,14.0,2.0,1.0,0,8.0,13.0,30.0,23.0,3.0,False
7.0,2.0,1.0,1.0,15.0,51.89,0.19,5.33,9.73,276.75,0.02,15.38,5.0,0.0,0.0,0,8.0,3.0,11.0,4.0,3.0,False
139.0,15.0,1.0,14.0,309.0,1881.03,0.03,33.27,56.53,62586.87,0.63,3477.05,100.0,12.0,25.0,0,24.0,44.0,187.0,122.0,27.0,True
21.0,1.0,1.0,1.0,38.0,164.23,0.26,3.86,42.58,633.47,0.05,35.19,8.0,5.0,5.0,0,6.0,14.0,20.0,18.0,1.0,False
41.0,4.0,1.0,4.0,157.0,857.13,0.06,17.14,50.0,14693.67,0.29,816.32,30.0,0.0,9.0,0,16.0,28.0,97.0,60.0,7.0,False
17.0,1.0,1.0,1.0,53.0,216.64,0.36,2.79,77.77,603.48,0.07,33.53,14.0,0.0,1.0,0,3.0,14.0,27.0,26.0,1.0,False
12.0,4.0,3.0,2.0,29.0,129.32,0.11,8.75,14.78,1131.58,0.04,62.87,9.0,0.0,1.0,0,14.0,8.0,19.0,10.0,7.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0,3.0,2.0,3.0,2.0,1.0,False
47.0,9.0,1.0,7.0,147.0,816.52,0.04,27.72,29.46,22634.06,0.27,1257.45,33.0,3.0,7.0,2,22.0,25.0,84.0,63.0,17.0,True
33.0,3.0,1.0,3.0,109.0,563.52,0.09,11.22,50.22,6322.71,0.19,351.26,23.0,0.0,6.0,2,11.0,25.0,58.0,51.0,5.0,False
114.0,1.0,1.0,1.0,330.0,2022.66,0.07,15.21,133.01,30758.43,0.67,1708.8,63.0,28.0,21.0,0,12.0,58.0,183.0,147.0,1.0,False
48.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,False
60.0,6.0,4.0,5.0,152.0,844.3,0.07,13.76,61.34,11621.51,0.28,645.64,42.0,9.0,7.0,0,13.0,34.0,80.0,72.0,11.0,False
31.0,10.0,9.0,7.0,76.0,357.23,0.08,12.1,29.52,4322.52,0.12,240.14,24.0,0.0,5.0,0,11.0,15.0,43.0,33.0,19.0,False
24.0,2.0,1.0,2.0,39.0,171.3,0.16,6.38,26.87,1092.04,0.06,60.67,12.0,5.0,5.0,0,9.0,12.0,22.0,17.0,3.0,False
17.0,3.0,1.0,1.0,73.0,325.54,0.07,13.8,23.59,4492.43,0.11,249.58,14.0,1.0,0.0,0,12.0,10.0,50.0,23.0,5.0,False
10.0,3.0,3.0,2.0,33.0,144.95,0.09,11.38,12.74,1648.77,0.05,91.6,7.0,0.0,1.0,0,13.0,8.0,19.0,14.0,5.0,False
36.0,5.0,1.0,3.0,122.0,670.01,0.05,20.56,32.58,13777.0,0.22,765.39,21.0,7.0,6.0,0,21.0,24.0,75.0,47.0,9.0,False
29.0,4.0,4.0,3.0,89.0,448.95,0.09,11.14,40.29,5002.6,0.15,277.92,21.0,2.0,2.0,0,12.0,21.0,50.0,39.0,7.0,False
70.0,6.0,1.0,5.0,316.0,1783.46,0.03,33.88,52.64,60427.77,0.59,3357.1,56.0,1.0,7.0,0,16.0,33.0,171.0,143.0,11.0,True
22.0,1.0,1.0,1.0,20.0,80.0,0.25,4.0,20.0,320.0,0.03,17.78,18.0,0.0,0.0,0,8.0,8.0,12.0,8.0,1.0,False
33.0,3.0,1.0,1.0,134.0,692.77,0.05,21.2,32.68,14686.72,0.23,815.93,27.0,0.0,3.0,0,16.0,20.0,81.0,53.0,5.0,True
4.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,2.0,0.0,0.0,0,4.0,5.0,6.0,5.0,1.0,False
29.0,3.0,1.0,3.0,80.0,371.51,0.06,17.18,21.62,6383.19,0.12,354.62,20.0,0.0,7.0,0,14.0,11.0,53.0,27.0,5.0,False
36.0,13.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.0,False
17.0,2.0,1.0,1.0,82.0,283.67,0.04,28.0,10.13,7942.85,0.09,441.27,14.0,0.0,1.0,0,7.0,4.0,50.0,32.0,3.0,False
27.0,5.0,1.0,2.0,100.0,524.79,0.06,16.36,32.07,8587.52,0.17,477.08,15.0,4.0,5.0,1,16.0,22.0,55.0,45.0,9.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0,4.0,4.0,5.0,4.0,1.0,False
20.0,3.0,1.0,3.0,28.0,118.94,0.15,6.86,17.35,815.6,0.04,45.31,14.0,0.0,3.0,0,12.0,7.0,20.0,8.0,5.0,False
13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False
66.0,6.0,1.0,5.0,179.0,1044.08,0.03,31.03,33.65,32400.39,0.35,1800.02,50.0,4.0,8.0,0,26.0,31.0,105.0,74.0,10.0,False
32.0,2.0,1.0,2.0,92.0,475.63,0.1,10.25,46.4,4875.24,0.16,270.85,23.0,2.0,4.0,0,12.0,24.0,51.0,41.0,3.0,False
8.0,4.0,3.0,2.0,22.0,89.92,0.18,5.71,15.74,513.85,0.03,28.55,6.0,0.0,0.0,0,10.0,7.0,14.0,8.0,7.0,False
15.0,3.0,1.0,3.0,38.0,171.9,0.09,11.05,15.56,1899.44,0.06,105.52,12.0,0.0,1.0,0,13.0,10.0,21.0,17.0,5.0,False
21.0,2.0,1.0,2.0,32.0,121.84,0.09,10.8,11.28,1315.82,0.04,73.1,10.0,5.0,4.0,0,9.0,5.0,20.0,12.0,3.0,False
70.0,10.0,1.0,4.0,244.0,1185.35,0.01,68.0,17.43,80603.62,0.4,4477.98,57.0,3.0,8.0,0,17.0,12.0,148.0,96.0,19.0,False
11.0,2.0,1.0,1.0,49.0,191.44,0.09,11.43,16.75,2187.86,0.06,121.55,8.0,0.0,1.0,0,8.0,7.0,29.0,20.0,3.0,False
20.0,3.0,1.0,3.0,65.0,315.77,0.07,13.54,23.32,4275.02,0.11,237.5,15.0,0.0,3.0,0,16.0,13.0,43.0,22.0,5.0,False
23.0,2.0,1.0,2.0,32.0,138.3,0.17,6.0,23.05,829.81,0.05,46.1,13.0,3.0,5.0,0,10.0,10.0,20.0,12.0,3.0,False
14.0,4.0,1.0,2.0,29.0,123.19,0.2,5.09,24.2,627.15,0.04,34.84,9.0,0.0,3.0,0,8.0,11.0,15.0,14.0,7.0,False
11.0,3.0,1.0,1.0,32.0,140.55,0.14,7.15,19.66,1004.96,0.05,55.83,7.0,0.0,2.0,0,11.0,10.0,19.0,13.0,5.0,False
28.0,4.0,1.0,4.0,72.0,342.35,0.08,13.2,25.94,4519.05,0.11,251.06,24.0,0.0,2.0,0,12.0,15.0,39.0,33.0,7.0,False
11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,True
13.0,4.0,3.0,3.0,28.0,122.98,0.15,6.6,18.63,811.7,0.04,45.09,12.0,0.0,1.0,0,11.0,10.0,16.0,12.0,7.0,False
12.0,1.0,1.0,1.0,68.0,311.78,0.18,5.5,56.69,1714.78,0.1,95.27,10.0,0.0,0.0,0,6.0,18.0,35.0,33.0,1.0,False
74.0,13.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.0,True
14.0,1.0,1.0,1.0,32.0,138.3,0.15,6.5,21.28,898.96,0.05,49.94,6.0,0.0,5.0,0,10.0,10.0,19.0,13.0,1.0,False
13.0,1.0,1.0,1.0,35.0,133.26,0.11,9.0,14.81,1199.32,0.04,66.63,7.0,0.0,4.0,0,9.0,5.0,25.0,10.0,1.0,False
34.0,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,False
22.0,4.0,1.0,4.0,46.0,205.13,0.23,4.43,46.27,909.43,0.07,50.52,19.0,0.0,1.0,0,7.0,15.0,27.0,19.0,7.0,False
57.0,5.0,5.0,3.0,140.0,781.89,0.06,17.7,44.17,13839.54,0.26,768.86,35.0,13.0,7.0,0,18.0,30.0,81.0,59.0,9.0,False
17.0,2.0,1.0,2.0,39.0,168.56,0.11,9.0,18.73,1517.0,0.06,84.28,11.0,0.0,4.0,0,12.0,8.0,27.0,12.0,3.0,True
40.0,4.0,1.0,4.0,151.0,740.94,0.06,16.32,45.36,12102.03,0.25,672.33,32.0,0.0,6.0,0,12.0,18.0,102.0,49.0,7.0,False
18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,False
84.0,22.0,11.0,1.0,211.0,1172.02,0.03,31.11,37.67,36462.79,0.39,2025.71,59.0,14.0,9.0,0,20.0,27.0,127.0,84.0,43.0,False
5.0,1.0,1.0,1.0,7.0,16.25,0.67,1.5,10.84,24.38,0.01,1.35,3.0,0.0,0.0,0,3.0,2.0,5.0,2.0,1.0,True
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0,4.0,4.0,5.0,4.0,1.0,False
89.0,20.0,14.0,12.0,239.0,1375.42,0.04,27.06,50.83,37217.2,0.46,2067.62,57.0,16.0,13.0,1,20.0,32.0,153.0,92.0,39.0,False
8.0,1.0,1.0,1.0,28.0,103.61,0.21,4.71,21.98,488.46,0.03,27.14,5.0,0.0,1.0,0,6.0,7.0,17.0,11.0,1.0,False
17.0,11.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.0,False
16.0,3.0,1.0,2.0,37.0,165.0,0.17,5.83,28.29,962.49,0.05,53.47,14.0,0.0,0.0,0,10.0,12.0,23.0,14.0,4.0,False
19.0,3.0,1.0,2.0,35.0,156.08,0.13,7.5,20.81,1170.6,0.05,65.03,9.0,3.0,4.0,0,11.0,11.0,20.0,15.0,5.0,True
37.0,6.0,4.0,2.0,76.0,361.37,0.04,24.73,14.61,8935.73,0.12,496.43,19.0,6.0,4.0,0,16.0,11.0,42.0,34.0,11.0,False
9.0,1.0,1.0,1.0,21.0,69.76,0.2,5.0,13.95,348.8,0.02,19.38,5.0,0.0,2.0,0,5.0,5.0,11.0,10.0,1.0,False
10.0,1.0,1.0,1.0,15.0,51.89,0.4,2.5,20.76,129.72,0.02,7.21,5.0,1.0,2.0,0,5.0,6.0,9.0,6.0,1.0,False
74.0,11.0,1.0,11.0,124.0,636.03,0.04,26.13,24.35,16616.31,0.21,923.13,60.0,0.0,12.0,0,19.0,16.0,80.0,44.0,12.0,False
5.0,1.0,1.0,1.0,14.0,46.51,0.33,3.0,15.5,139.52,0.02,7.75,3.0,0.0,0.0,0,5.0,5.0,8.0,6.0,1.0,False
49.0,6.0,1.0,6.0,155.0,856.15,0.06,16.39,52.23,14034.78,0.29,779.71,34.0,5.0,6.0,0,18.0,28.0,104.0,51.0,11.0,False
78.0,9.0,4.0,8.0,235.0,1364.73,0.03,31.36,43.51,42802.85,0.45,2377.94,62.0,2.0,11.0,1,23.0,33.0,145.0,90.0,17.0,True
41.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.0,False
24.0,12.0,11.0,2.0,96.0,527.22,0.08,12.14,43.44,6399.33,0.18,355.52,20.0,0.0,2.0,0,16.0,29.0,52.0,44.0,23.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0,3.0,1.0,3.0,1.0,1.0,False
13.0,3.0,1.0,2.0,27.0,108.0,0.12,8.36,12.92,902.57,0.04,50.14,10.0,0.0,1.0,0,9.0,7.0,14.0,13.0,5.0,False
17.0,4.0,1.0,2.0,63.0,302.86,0.12,8.33,36.34,2523.86,0.1,140.21,14.0,0.0,1.0,0,10.0,18.0,33.0,30.0,7.0,False
77.0,10.0,1.0,10.0,269.0,1459.67,0.03,30.81,47.37,44979.31,0.49,2498.85,48.0,19.0,8.0,0,16.0,27.0,165.0,104.0,19.0,True
169.0,5.0,1.0,5.0,842.0,5466.14,0.03,38.3,142.72,209353.17,1.82,11630.73,151.0,1.0,15.0,0,15.0,75.0,459.0,383.0,9.0,True
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0,4.0,4.0,5.0,4.0,1.0,False
86.0,18.0,1.0,12.0,225.0,1294.85,0.04,28.53,45.38,36943.68,0.43,2052.42,81.0,0.0,1.0,2,22.0,32.0,142.0,83.0,23.0,False
15.0,4.0,1.0,3.0,37.0,148.0,0.16,6.22,23.79,920.89,0.05,51.16,11.0,1.0,1.0,0,7.0,9.0,21.0,16.0,7.0,False
8.0,1.0,1.0,1.0,30.0,122.62,0.34,2.92,42.04,357.65,0.04,19.87,6.0,0.0,0.0,0,5.0,12.0,16.0,14.0,1.0,False
45.0,3.0,1.0,3.0,122.0,551.87,0.04,26.18,21.08,14449.08,0.18,802.73,31.0,4.0,3.0,0,12.0,11.0,74.0,48.0,5.0,False
5.0,1.0,1.0,1.0,17.0,60.94,0.29,3.5,17.41,213.31,0.02,11.85,3.0,0.0,0.0,0,6.0,6.0,10.0,7.0,1.0,False
9.0,3.0,3.0,2.0,23.0,95.91,0.14,7.07,13.56,678.21,0.03,37.68,6.0,0.0,1.0,0,11.0,7.0,14.0,9.0,5.0,True
14.0,2.0,1.0,1.0,24.0,100.08,0.14,7.0,14.3,700.55,0.03,38.92,8.0,0.0,4.0,0,12.0,6.0,17.0,7.0,3.0,False
11.0,2.0,1.0,2.0,33.0,142.62,0.16,6.14,23.24,875.19,0.05,48.62,8.0,0.0,1.0,0,9.0,11.0,18.0,15.0,3.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2.0,0.0,0.0,0,5.0,3.0,6.0,3.0,1.0,False
6.0,1.0,1.0,1.0,17.0,62.91,0.33,3.0,20.97,188.72,0.02,10.48,4.0,0.0,0.0,0,6.0,7.0,10.0,7.0,1.0,False
